CTY_CD,CTY_NM,TIME_CD,FORN_GB,M_10_CNT,M_15_CNT,M_20_CNT,M_25_CNT,M_30_CNT,M_35_CNT,M_40_CNT,M_45_CNT,M_50_CNT,M_55_CNT,M_60_CNT,M_65_CNT,M_70_CNT,F_10_CNT,F_15_CNT,F_20_CNT,F_25_CNT,F_30_CNT,F_35_CNT,F_40_CNT,F_45_CNT,F_50_CNT,F_55_CNT,F_60_CNT,F_65_CNT,F_70_CNT,ETL_YMD
41271,안산시 상록구,22,외국인,5.12,43.05,394.98,264.83,299.05,248.62,195.34,117.96,118.42,92.25,92.41,51.22,8.53,6.89,48.03,322.45,204.05,159.42,210.39,172.68,104.39,95.78,102.92,131.69,59.72,26.09,20240301
41271,안산시 상록구,11,내국인,1182.56,1462.11,2192.05,2654.62,2493.09,1796.11,2367.93,2645.07,3523.33,3733.19,3387.71,2189.57,1047.31,1120.37,1234.84,1913.65,1975.73,1858.74,1590.65,2144.9,2339.91,3585.0,3467.64,3036.71,2085.12,1091.11,20240316
41273,안산시 단원구,18,외국인,27.87,62.81,1051.74,1820.14,1841.99,1724.07,1126.96,767.41,753.24,545.96,457.76,174.89,65.15,23.83,75.76,465.71,535.13,651.51,861.14,760.2,578.73,521.66,444.69,359.71,181.88,75.82,20240316
41273,안산시 단원구,23,내국인,789.25,1646.12,2130.15,2502.5,2421.06,1705.62,2051.07,2030.27,2351.38,2478.02,1894.21,1205.78,579.73,735.74,1219.12,1866.97,2163.8,1619.57,1070.33,1371.78,1553.44,2122.07,2009.08,1627.73,1100.77,568.42,20240325
41271,안산시 상록구,12,내국인,2381.2,4627.59,3263.99,3169.58,2400.06,1926.41,2418.47,2869.85,3738.24,3713.85,3361.59,2244.07,1105.89,2401.11,4524.47,2809.92,2117.13,2068.94,1744.81,2560.44,3107.21,4418.03,4247.41,3665.18,2257.69,1130.5,20240321
41273,안산시 단원구,02,외국인,6.83,17.46,230.88,403.94,478.47,470.94,344.8,261.62,226.94,166.28,140.24,76.39,17.1,1.71,16.71,129.51,149.83,239.28,271.29,256.58,185.61,215.37,147.67,140.52,63.54,44.36,20240306
41273,안산시 단원구,21,외국인,17.14,88.95,507.61,911.97,1045.23,928.19,726.15,558.51,496.75,429.85,299.75,120.05,56.01,22.08,61.78,387.52,404.38,508.93,598.82,540.8,445.03,370.13,324.42,258.91,179.67,84.64,20240327
41273,안산시 단원구,09,외국인,6.85,43.43,546.54,1051.83,1080.24,870.38,578.74,416.09,519.32,429.96,281.62,144.66,72.98,8.6,26.21,164.96,221.79,296.14,415.43,395.15,291.14,375.83,288.56,242.29,192.12,54.68,20240302
41271,안산시 상록구,00,내국인,517.54,878.38,1530.39,2173.17,1699.44,1090.08,1397.46,1408.85,1832.66,1930.55,1377.84,922.21,279.47,547.12,693.0,1287.21,1553.65,1315.13,858.8,1055.63,1312.5,1701.26,1343.03,1183.1,659.6,323.24,20240303
41273,안산시 단원구,02,외국인,8.51,67.87,582.42,1113.21,992.22,807.29,488.5,354.15,295.64,249.6,224.33,96.42,18.72,10.27,34.43,193.22,241.89,294.82,371.21,294.79,197.49,215.12,156.13,144.95,86.98,32.63,20240317
41271,안산시 상록구,23,외국인,1.71,62.12,508.8,262.78,223.46,191.67,140.39,101.3,99.52,78.89,59.89,37.6,17.21,0.0,67.09,631.72,209.71,147.5,157.51,151.06,87.7,58.14,102.75,73.6,58.09,25.89,20240318
41271,안산시 상록구,02,외국인,6.78,8.55,188.88,159.79,176.85,168.05,127.28,80.47,82.06,42.57,35.9,49.9,20.56,1.69,20.58,150.94,89.19,96.12,122.73,95.74,59.78,66.63,79.01,90.5,44.5,8.6,20240302
41271,안산시 상록구,22,외국인,3.45,65.59,603.56,267.94,276.62,258.89,201.84,131.9,133.66,104.56,66.5,46.2,10.28,1.68,63.69,607.25,269.82,212.52,210.52,171.27,118.35,114.37,113.0,111.48,61.47,34.39,20240331
41273,안산시 단원구,19,내국인,2167.97,4006.82,3407.92,4238.02,3859.33,2794.34,3403.37,3535.5,4519.49,4248.27,3688.85,2056.35,973.32,2250.83,3329.76,3240.24,3886.09,3121.51,2047.46,2585.72,3162.23,4193.11,3805.45,3022.68,1622.93,792.02,20240319
41273,안산시 단원구,09,외국인,14.45,40.2,701.49,1368.28,1277.56,985.34,652.96,465.89,465.67,383.64,345.86,157.55,49.19,12.45,37.53,187.46,260.99,337.87,507.65,375.95,311.92,314.82,302.14,256.52,147.11,64.35,20240303
41271,안산시 상록구,09,외국인,13.7,46.56,345.06,143.46,181.57,246.88,228.02,103.5,107.23,90.71,69.16,65.59,22.38,29.21,68.75,404.77,163.8,168.11,216.35,239.46,124.05,115.01,87.8,102.49,82.28,29.09,20240322
41273,안산시 단원구,11,외국인,37.91,53.08,496.6,909.66,1178.4,1181.1,931.79,714.9,750.68,460.0,481.92,224.41,89.87,34.06,41.68,357.85,442.41,704.64,963.91,806.14,597.75,516.77,415.69,360.17,206.81,107.23,20240311
41271,안산시 상록구,03,외국인,1.69,24.09,171.85,120.57,121.85,120.14,123.66,58.18,94.15,58.09,44.63,54.75,20.67,3.37,15.44,195.87,80.55,101.04,129.87,113.39,63.55,46.13,61.93,64.91,39.33,13.73,20240327
41271,안산시 상록구,17,외국인,8.54,77.83,668.09,258.67,275.02,209.96,199.51,114.75,134.18,107.01,97.74,59.81,20.52,33.98,88.04,759.96,258.79,149.21,222.76,199.42,114.71,84.06,75.78,109.52,78.93,29.4,20240307
41273,안산시 단원구,07,내국인,780.05,1124.08,1804.94,2757.88,2767.4,1919.47,2151.93,2209.56,2741.9,3019.47,2746.9,1648.03,751.75,800.36,880.76,1486.56,2109.97,1975.18,1381.58,1572.07,1706.59,2342.26,2464.35,2051.96,1431.76,650.13,20240317
41273,안산시 단원구,18,외국인,24.29,48.66,600.18,986.2,1162.83,1109.55,945.14,672.47,584.82,431.91,347.8,172.53,70.12,23.79,67.46,396.92,402.48,580.13,746.31,648.37,572.92,419.61,403.12,309.01,176.63,96.63,20240318
41271,안산시 상록구,11,외국인,5.18,49.89,423.97,282.97,294.29,338.87,251.06,211.52,168.43,170.41,109.62,87.15,27.38,17.07,29.29,380.18,209.6,207.84,306.61,226.36,150.95,155.23,128.67,122.92,99.33,32.64,20240331
41271,안산시 상록구,17,외국인,8.55,65.44,696.84,234.53,279.64,283.45,188.91,108.41,110.08,109.07,75.38,64.78,18.73,23.82,84.56,864.35,284.58,201.18,197.12,241.99,114.87,104.33,108.01,125.19,68.8,30.84,20240313
41273,안산시 단원구,02,내국인,933.97,1296.69,2423.66,3539.47,3096.89,1959.51,2173.3,1882.09,2253.46,2247.55,2064.43,1349.16,675.04,853.39,1179.52,1981.09,2604.27,2186.45,1462.63,1692.06,1671.47,2196.54,1996.8,1748.45,1135.06,564.4,20240324
41273,안산시 단원구,00,내국인,360.91,890.4,1475.25,1758.11,1567.73,1109.04,1168.74,1119.15,1385.65,1482.17,1261.34,824.16,360.79,360.32,650.73,1235.73,1414.15,1076.56,692.55,884.34,1016.86,1252.83,1288.55,1135.16,673.17,295.93,20240318
41271,안산시 상록구,20,외국인,6.87,63.93,638.29,254.64,223.54,238.54,186.84,114.91,130.34,101.27,89.17,47.85,13.66,16.97,85.86,685.0,258.35,175.19,212.38,193.25,111.48,90.77,101.03,96.14,59.74,29.1,20240305
41271,안산시 상록구,11,내국인,2357.14,4581.26,3069.03,3090.48,2283.41,1699.46,2103.34,2661.8,3374.35,3529.33,3120.06,2016.01,1086.51,2345.82,4351.68,2488.87,1987.56,1862.04,1576.76,2191.29,2847.06,3917.73,3854.52,3456.72,2115.75,1060.8,20240326
41271,안산시 상록구,15,외국인,15.34,77.54,665.03,262.53,231.3,270.98,193.58,134.03,135.7,109.66,77.56,72.25,30.99,46.03,120.81,681.68,270.41,207.86,284.86,276.27,160.39,128.85,116.88,129.93,109.86,41.13,20240327
41271,안산시 상록구,17,외국인,15.42,84.51,700.76,325.37,264.23,259.56,198.04,156.15,130.93,103.68,68.52,52.94,15.53,37.5,104.76,772.94,276.08,171.47,210.68,219.67,120.06,118.49,126.88,102.58,80.49,29.22,20240319
41271,안산시 상록구,00,외국인,3.39,20.65,153.07,94.71,118.46,94.53,109.63,44.72,47.82,56.32,39.61,35.91,6.94,1.69,17.17,168.58,73.53,78.95,104.27,101.1,59.98,49.49,51.89,56.46,37.69,8.58,20240327
41271,안산시 상록구,22,내국인,972.7,1735.07,2436.72,3198.07,2473.6,1596.17,2019.8,2271.43,2821.23,2787.84,2365.0,1323.84,520.53,941.98,1382.77,2089.31,2207.28,1868.98,1248.64,1649.15,2005.79,2680.58,2333.68,1831.53,1176.58,495.22,20240308
41273,안산시 단원구,02,외국인,3.41,36.59,604.7,1236.86,971.93,802.59,524.16,354.38,332.17,297.38,207.12,103.57,39.19,14.0,37.87,227.7,260.06,375.15,414.3,323.0,285.2,257.48,196.32,169.34,103.81,55.02,20240331
41271,안산시 상록구,09,외국인,13.65,22.52,227.58,144.86,197.82,207.4,144.25,82.12,118.7,86.71,59.89,55.15,10.27,3.43,23.98,187.2,123.44,121.65,203.69,128.68,102.9,107.65,123.67,119.7,64.85,17.08,20240302
41273,안산시 단원구,23,내국인,725.97,1804.93,2175.7,2586.51,2356.4,1709.63,2015.26,1857.51,2322.19,2312.21,1849.56,1185.13,500.21,639.32,1378.5,1867.3,1952.75,1609.0,1145.33,1276.55,1500.71,2047.52,1914.69,1578.15,1030.49,525.07,20240318
41273,안산시 단원구,08,내국인,2057.72,2826.9,1849.11,2783.74,2931.27,2335.84,3292.15,3573.6,4429.3,4158.83,3832.78,2415.64,1057.29,2179.0,2195.59,1627.81,2264.47,2075.91,1576.15,2024.65,2232.67,3159.93,3519.14,2792.25,1865.41,901.12,20240308
41271,안산시 상록구,05,내국인,635.83,700.16,1330.59,1944.33,1649.99,1023.96,1458.19,1514.37,1906.95,2091.67,1821.59,1145.03,477.74,620.93,727.46,1207.96,1447.05,1400.6,883.24,1220.13,1317.79,1699.45,1753.93,1308.65,902.8,405.09,20240310
41273,안산시 단원구,22,내국인,838.52,2075.72,2605.87,3242.58,2675.99,1893.63,1848.97,1879.39,2485.39,2433.29,2112.81,1232.58,628.21,712.0,1584.11,2398.61,2456.68,1938.23,1288.01,1433.59,1678.1,2071.69,1991.09,1738.97,1078.61,519.52,20240303
41271,안산시 상록구,01,내국인,510.32,871.04,1501.6,1744.83,1513.67,1065.34,1412.16,1529.63,1886.87,2115.02,1673.37,1087.52,431.45,659.76,821.4,1165.51,1233.65,1107.33,908.21,1163.07,1339.21,1829.5,1842.37,1451.71,862.25,436.59,20240328
41271,안산시 상록구,17,외국인,10.26,36.22,571.99,299.05,298.88,346.33,249.91,169.94,148.2,155.62,102.55,78.49,25.65,1.74,67.34,495.61,285.39,240.24,289.11,246.81,149.03,133.4,123.46,139.02,105.93,30.86,20240330
41271,안산시 상록구,07,외국인,5.06,20.71,229.56,136.08,169.88,180.35,133.71,111.93,104.73,78.61,82.5,57.88,10.31,1.68,29.25,214.91,95.98,111.47,130.56,103.09,78.55,64.93,66.7,83.77,64.86,25.7,20240324
41273,안산시 단원구,12,외국인,27.65,57.97,692.28,1099.58,1290.77,1300.32,1023.07,769.66,815.79,546.82,500.0,211.17,100.88,35.61,69.23,394.62,525.54,709.12,974.84,812.82,635.22,575.99,408.38,357.2,211.44,81.74,20240326
41271,안산시 상록구,11,내국인,1086.34,1589.87,1956.89,2741.58,2614.9,1982.19,2445.02,2875.43,3453.88,4307.41,3758.6,2375.07,899.36,1306.59,1418.09,1873.59,2270.59,2172.61,1871.47,2218.28,2658.63,3936.58,3770.24,3344.08,2129.04,994.44,20240303
41273,안산시 단원구,15,내국인,2914.96,3447.32,3359.86,4834.73,4693.9,3201.08,3909.18,3951.89,5120.71,5474.48,5091.53,3009.0,1545.86,2751.51,2962.77,3400.68,4513.94,4025.6,3032.0,3679.76,3708.95,5122.09,5082.64,4248.85,2618.16,1473.23,20240316
41273,안산시 단원구,23,내국인,725.89,1644.2,2341.9,2586.29,2199.29,1542.73,1686.55,1640.53,2032.39,2065.96,1851.19,1114.41,534.42,522.09,1146.25,1905.43,2014.73,1647.03,1037.34,1269.14,1488.14,1742.22,1837.98,1506.46,1014.12,525.72,20240317
41271,안산시 상록구,22,내국인,903.45,2124.95,2527.43,2602.56,2094.38,1403.1,1680.59,2033.46,2418.2,2592.66,2028.21,1279.4,438.44,908.23,1747.26,2175.33,1958.15,1481.82,1070.2,1497.49,1798.95,2509.19,2166.48,1762.38,937.87,490.2,20240312
41271,안산시 상록구,11,외국인,15.36,41.39,374.72,209.31,217.34,297.14,220.58,120.17,159.34,101.99,72.27,53.62,30.75,11.82,44.75,402.79,183.58,176.58,218.66,227.97,123.43,106.14,111.46,114.74,97.65,25.79,20240309
41271,안산시 상록구,21,내국인,1170.03,2366.3,2926.66,3014.36,2253.24,1536.28,2033.23,2201.11,2907.98,2989.35,2439.22,1476.22,628.52,987.21,2139.27,2433.66,2228.3,1719.37,1251.1,1800.06,2072.38,2833.12,2589.56,2042.19,1111.73,606.65,20240314
41271,안산시 상록구,08,외국인,3.48,25.9,278.92,189.84,197.82,203.08,204.01,121.92,127.21,137.02,82.16,73.17,22.27,0.0,23.97,252.77,164.82,131.1,174.56,106.41,97.35,118.08,109.54,120.12,82.41,37.61,20240331
41273,안산시 단원구,05,내국인,587.81,884.65,1300.82,1795.09,1791.87,1286.66,1707.9,1796.33,2135.22,2243.91,1976.69,1310.57,634.09,546.36,785.45,1034.49,1299.82,1143.39,834.07,969.66,1268.36,1791.45,1690.97,1523.16,933.31,510.61,20240315
41273,안산시 단원구,03,내국인,638.11,994.33,1480.23,1928.28,1848.2,1334.98,1649.77,1618.36,1820.49,1860.11,1592.8,1074.63,499.21,598.07,902.35,1220.5,1383.64,1253.06,872.16,993.65,1236.3,1705.88,1684.11,1346.86,948.62,447.62,20240315
41273,안산시 단원구,05,내국인,716.71,1021.08,1486.58,1963.73,1882.25,1374.42,1781.83,1768.51,2343.04,2473.4,2044.56,1407.28,656.0,618.47,1144.64,1178.72,1455.02,1282.92,915.29,1155.55,1342.83,1921.71,1964.73,1772.75,1188.85,682.52,20240329
41273,안산시 단원구,07,외국인,8.48,29.79,338.04,636.08,728.66,667.76,515.74,360.9,428.63,293.63,237.08,98.56,66.96,13.73,28.51,160.63,226.54,241.84,363.03,332.48,253.52,307.89,231.55,186.89,97.3,62.96,20240323
41273,안산시 단원구,19,내국인,2119.01,3437.8,4160.74,5765.04,5107.75,3346.89,3898.85,3903.81,4797.12,4925.5,4226.2,2313.89,947.23,1832.83,2886.91,3664.85,4888.02,4005.21,2684.26,3274.14,3338.14,4613.38,4220.73,3448.56,1877.31,952.84,20240316
41271,안산시 상록구,15,외국인,20.5,79.16,655.03,227.75,244.35,308.44,226.41,120.51,125.75,131.61,80.84,87.17,29.27,30.71,112.26,757.81,269.24,211.06,213.31,241.18,162.3,134.46,102.88,128.24,89.09,39.72,20240325
41271,안산시 상록구,04,내국인,620.74,869.41,1322.95,1881.87,1622.9,1051.76,1396.87,1428.52,2004.25,1919.95,1644.89,1167.82,431.92,731.59,654.67,1128.49,1345.4,1190.34,917.71,1208.66,1343.52,1763.18,1627.57,1424.66,837.65,451.17,20240309
41271,안산시 상록구,23,내국인,758.87,1411.0,2339.9,2696.16,2096.87,1346.38,1559.4,1932.29,2377.77,2521.18,1908.75,1212.87,456.9,677.59,1220.73,1775.37,1805.09,1538.64,1008.07,1354.43,1645.25,2140.33,2054.33,1507.59,967.01,523.21,20240315
41271,안산시 상록구,11,외국인,17.13,51.75,510.09,247.86,220.98,256.98,259.87,102.02,152.12,105.88,74.25,67.57,36.0,32.67,82.55,663.85,230.78,197.38,227.1,247.29,135.97,125.03,93.39,95.99,92.51,37.56,20240322
41271,안산시 상록구,23,외국인,1.71,56.95,548.39,218.0,202.85,173.46,138.58,90.77,106.36,61.72,46.12,27.49,15.4,3.37,67.17,591.82,216.54,144.13,174.5,137.05,90.96,102.61,102.92,77.03,51.39,25.66,20240319
41271,안산시 상록구,05,내국인,620.1,703.9,1145.3,1835.86,1420.23,965.76,1208.22,1315.21,1792.28,2016.3,1501.71,1063.21,456.16,656.48,710.42,1050.1,1271.09,1114.39,820.12,1015.13,1080.77,1754.7,1575.12,1365.21,784.25,428.18,20240323
41271,안산시 상록구,07,내국인,695.53,807.41,1351.98,2046.44,1840.95,1188.18,1527.98,1751.76,2442.75,2551.44,2261.84,1599.48,595.49,567.91,723.79,1138.32,1529.02,1311.89,986.59,1350.66,1370.83,2146.63,2052.77,1834.3,1131.8,582.04,20240317
41273,안산시 단원구,07,내국인,661.19,1630.1,1408.96,2354.71,2452.93,1957.19,2559.35,2933.8,3597.73,3640.81,3312.44,2002.92,1001.78,563.01,1147.86,1285.59,1770.14,1540.88,1191.0,1514.93,1668.49,2403.78,2539.72,2192.04,1377.94,675.15,20240305
41271,안산시 상록구,05,외국인,3.43,3.41,182.39,113.66,146.56,163.55,123.81,62.17,57.08,63.45,53.23,34.35,17.13,0.0,27.46,156.23,77.31,87.31,114.44,102.95,58.35,58.11,63.56,68.31,39.34,22.16,20240316
