카테고리,가게명,주소,정제된_주소,lat,lon
1인분 주문,바른보쌈1990-안산상록구점,"경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 104,141호",경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
1인분 주문,삼겹살의품격-상록점,경기도 안산시 상록구 본오동 888-17 102호,경기도 안산시 상록구 본오동 888-17,37.2930453,126.8600052
1인분 주문,혼밥도시락-본오동,경기도 안산시 상록구 본오동 668 668,경기도 안산시 상록구 본오동 668,37.2880923,126.8650492
1인분 주문,김밥천국-본오점,경기도 안산시 상록구 본오동 769-20 1층 일부 104호,경기도 안산시 상록구 본오동 769-20,37.2950172,126.87289
1인분 주문,삼겹플레이스-상록수점,경기도 안산시 상록구 본오동 872 월드아파트 상가3동 지층 B02호 일부,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
1인분 주문,본죽앤비빔밥-안산본오점,경기도 안산시 상록구 본오동 871-1 유경빌딩 103호,경기도 안산시 상록구 본오동 871-1,37.2966,126.8633807
1인분 주문,BRsingles-안산본오점,경기도 안산시 상록구 본오동 882-7 1층,경기도 안산시 상록구 본오동 882-7,37.293374,126.862522
1인분 주문,큰손닭강정-안산본오점,경기도 안산시 상록구 본오동 813-17 1층,경기도 안산시 상록구 본오동 813-17,37.2975079,126.8668905
1인분 주문,"요찌정,요기가찌개정말잘하는집-상록점",경기도 안산시 상록구 본오동 888-17 888-17 1층 102호,경기도 안산시 상록구 본오동 888-17,37.2930453,126.8600052
1인분 주문,본죽-안산본오1동점,경기도 안산시 상록구 본오동 870-9 1층,경기도 안산시 상록구 본오동 870-9,37.2933098,126.8644384
1인분 주문,빽다방-안산본오주공점,"경기도 안산시 상록구 본오동 879-1 웅진빌딩 879-1 웅진빌딩 105,106호",경기도 안산시 상록구 본오동 879-1,37.3007083,126.8630139
1인분 주문,김치찜어때-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 115호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
1인분 주문,노브랜드버거-안산본오점,"경기도 안산시 상록구 본오동 872-11 대승프라자 103호 일부, 104호, 105호",경기도 안산시 상록구 본오동 872-11,37.2987654,126.8634859
1인분 주문,메가MGC커피-안산본오사거리점,경기도 안산시 상록구 본오동 813-11 1층 일부,경기도 안산시 상록구 본오동 813-11,37.2968542,126.8670789
1인분 주문,하이오커피-안산본오점,"경기도 안산시 상록구 본오동 871-5 우남빌딩 103, 104호",경기도 안산시 상록구 본오동 871-5,37.2958374,126.8633323
1인분 주문,맘스터치-안산본오점,경기도 안산시 상록구 본오동 879-2 동서빌딩 1층101나호,경기도 안산시 상록구 본오동 879-2,37.3004985,126.8630076
1인분 주문,로즈핀치,경기도 안산시 상록구 본오동 862-8 1층 일부호,경기도 안산시 상록구 본오동 862-8,37.2932837,126.8660408
1인분 주문,메가혼밥-상록점,경기도 안산시 상록구 본오동 888-17 102호,경기도 안산시 상록구 본오동 888-17,37.2930453,126.8600052
1인분 주문,BRsingles-안산상록수점,"경기도 안산시 상록구 본오동 873-5 서해프라자 873-5 서해프라자 1층 106, 107호",경기도 안산시 상록구 본오동 873-5,37.3013731,126.8659016
1인분 주문,메가토핑김치찜-상록점,경기도 안산시 상록구 본오동 888-17 888-17 1층 102호,경기도 안산시 상록구 본오동 888-17,37.2930453,126.8600052
1인분 주문,깨송송덮밥,경기도 안산시 상록구 본오동 668,경기도 안산시 상록구 본오동 668,37.2880923,126.8650492
1인분 주문,정우의덮밥&도시락-상록수점,경기도 안산시 상록구 본오동 872 월드아파트 상가3동 지층 B02호 일부,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
1인분 주문,본죽-안산상록수역점,경기도 안산시 상록구 본오동 872 월드아파트 1층 106호,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
1인분 주문,비빔밥입니다-상록점,경기도 안산시 상록구 본오동 888-17 102호,경기도 안산시 상록구 본오동 888-17,37.2930453,126.8600052
1인분 주문,리얼짜글이-상록점,경기도 안산시 상록구 본오동 888-17 888-17 1층 102호,경기도 안산시 상록구 본오동 888-17,37.2930453,126.8600052
1인분 주문,파스타집이야-안산상록수점,경기도 안산시 상록구 본오동 873-1 상경빌딩 상경빌딩B102호 (본오동),경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
1인분 주문,덮밥집이야-상록수점,"경기도 안산시 상록구 본오동 873-1 상경빌딩 B102호 (본오동,상경빌딩)",경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
1인분 주문,봉카츠-안산직영점,"경기도 안산시 상록구 본오동 872 월드아파트 상가3동 지B01호일부, B02호 일부(2호)",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
1인분 주문,희담김밥,경기도 안산시 상록구 본오동 885-6 885-6 105호,경기도 안산시 상록구 본오동 885-6,37.2921147,126.8626314
1인분 주문,바삭닭강정,경기도 안산시 상록구 본오동 874-6 대동빌딩 1층 104호,경기도 안산시 상록구 본오동 874-6,37.3021922,126.865944
1인분 주문,국밥은이거지-안산본오점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지1층 B111호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
1인분 주문,지미카레-안산본오점,경기도 안산시 상록구 본오동 790-14 상가 1층 101호 일부,경기도 안산시 상록구 본오동 790-14,37.2950808,126.8707275
1인분 주문,김나인닭강정,경기도 안산시 상록구 본오동 873-1 상경빌딩 지층 104호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
프랜차이즈,치킨플러스-안산본오점,경기도 안산시 상록구 본오동 922-4 922-4 101호,경기도 안산시 상록구 본오동 922-4,37.2900881,126.8645028
프랜차이즈,프랭크버거-본오점,경기도 안산시 상록구 본오동 882-7 1층 103호,경기도 안산시 상록구 본오동 882-7,37.293374,126.862522
프랜차이즈,왓더버거-상록수점,경기도 안산시 상록구 본오동 880-14 우성프라자 1층 103호,경기도 안산시 상록구 본오동 880-14,37.2939799,126.8626731
프랜차이즈,BHC-안산본오점,경기도 안산시 상록구 본오동 915-5 1층 102호,경기도 안산시 상록구 본오동 915-5,37.2900515,126.8656228
프랜차이즈,푸라닭-안산본오점,"경기도 안산시 상록구 본오동 868-11 868-11 1층 104,105호",경기도 안산시 상록구 본오동 868-11,37.2920995,126.8630847
프랜차이즈,롯데리아-안산본오점,"경기도 안산시 상록구 본오동 872-18 동성빌딩 872-18 동성빌딩 101,102,103,108,109호",경기도 안산시 상록구 본오동 872-18,37.29721,126.8634054
프랜차이즈,피자헐-본오점,경기도 안산시 상록구 본오동 855-7 855-7,경기도 안산시 상록구 본오동 855-7,37.2916302,126.8678016
프랜차이즈,60계치킨-경기안산상록수점,"경기도 안산시 상록구 본오동 872-12 104,105호",경기도 안산시 상록구 본오동 872-12,37.2985585,126.8634752
프랜차이즈,후라이드참잘하는집-상록수점,"경기도 안산시 상록구 본오동 879-16 신안2차아파트 상가동 신안아파트 상가1층 103,104호",경기도 안산시 상록구 본오동 879-16,37.2976012,126.8612081
프랜차이즈,굽네치킨&피자-본오2동점,경기도 안산시 상록구 본오동 818 1층 102호,경기도 안산시 상록구 본오동 818,37.2957369,126.8672959
프랜차이즈,노모어피자-안산본오점,경기도 안산시 상록구 본오동 823 1층 일부호,경기도 안산시 상록구 본오동 823,37.2942667,126.8667232
프랜차이즈,가마치통닭-경기안산상록수역점,"경기도 안산시 상록구 본오동 872 월드아파트 상가 2동 1층 109,110호",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
프랜차이즈,교촌치킨-본오1호점,경기도 안산시 상록구 본오동 879-10 초원빌딩 879-10 초원빌딩 101호,경기도 안산시 상록구 본오동 879-10,37.2977868,126.8628704
프랜차이즈,노랑통닭-안산본오점,경기도 안산시 상록구 본오동 886 1층,경기도 안산시 상록구 본오동 886,37.2923739,126.8599699
프랜차이즈,버거킹-상록수역점,"경기도 안산시 상록구 본오동 873-5 서해프라자 873-5 서해프라자 1층일부, 2층일부",경기도 안산시 상록구 본오동 873-5,37.3013731,126.8659016
프랜차이즈,BBQ-본오점,경기도 안산시 상록구 본오동 879-16 신안2차아파트 879-16 신안2단지아파트상가 11,경기도 안산시 상록구 본오동 879-16,37.2976012,126.8612081
프랜차이즈,대한성-본오점,"경기도 안산시 상록구 본오동 880-12 굿모닝리빙프라자 II 880-12 101호,102호(굿모닝리빙프라자 2)",경기도 안산시 상록구 본오동 880-12,37.2943624,126.8626929
프랜차이즈,자담치킨-본오점,경기도 안산시 상록구 본오동 783-3 783-3,경기도 안산시 상록구 본오동 783-3,37.2934984,126.8709704
프랜차이즈,동근이숯불두마리치킨-안산본오점,경기도 안산시 상록구 본오동 871-7 1층 102호,경기도 안산시 상록구 본오동 871-7,37.2953787,126.8633103
프랜차이즈,둘둘치킨-본오점,경기도 안산시 상록구 본오동 871-5 우남빌딩 108호,경기도 안산시 상록구 본오동 871-5,37.2958374,126.8633323
프랜차이즈,바른치킨-본오점,경기도 안산시 상록구 본오동 898 1층 101호,경기도 안산시 상록구 본오동 898,37.2918909,126.859952
프랜차이즈,치킨마루-본오점,경기도 안산시 상록구 본오동 827-8,경기도 안산시 상록구 본오동 827-8,37.2935654,126.8689551
프랜차이즈,네네치킨-본오2호점,경기도 안산시 상록구 본오동 886-8 886-8 1층 102호,경기도 안산시 상록구 본오동 886-8,37.2923346,126.8611663
프랜차이즈,보배반점-안산본오점,경기도 안산시 상록구 본오동 870-8 1층,경기도 안산시 상록구 본오동 870-8,37.2933147,126.8642917
프랜차이즈,훌랄라참숯치킨-본오동점,경기도 안산시 상록구 본오동 924-3 924-3,경기도 안산시 상록구 본오동 924-3,37.2899739,126.8627623
프랜차이즈,누구나홀딱반한닭-안산본오점,"경기도 안산시 상록구 본오동 889-3 889-3 101,201호",경기도 안산시 상록구 본오동 889-3,37.293444,126.8604165
프랜차이즈,백억커피-안산본오점,경기도 안산시 상록구 본오동 854 1층 일부,경기도 안산시 상록구 본오동 854,37.2908978,126.8665714
프랜차이즈,투몬스터캔커피-본오직영점,경기도 안산시 상록구 본오동 909-9 한은빌딩 2층,경기도 안산시 상록구 본오동 909-9,37.2904537,126.8639477
프랜차이즈,KFC-안산상록수점,경기도 안산시 상록구 본오동 874-11 삼우프라자 103~104호,경기도 안산시 상록구 본오동 874-11,37.3019247,126.8647562
프랜차이즈,파파존스피자-안산상록점,경기도 안산시 상록구 본오동 862-10 1층 101호,경기도 안산시 상록구 본오동 862-10,37.2931552,126.8662486
프랜차이즈,1키로공룡닭강정-안산본오점,경기도 안산시 상록구 본오동 668-6 1층 일부,경기도 안산시 상록구 본오동 668-6,37.2880688,126.8658764
프랜차이즈,청년다방-안산본오점,경기도 안산시 상록구 본오동 880-5 107호,경기도 안산시 상록구 본오동 880-5,37.2958566,126.8627724
프랜차이즈,두찜-안산본오점,경기도 안산시 상록구 본오동 854-13 854-13 1층 102호,경기도 안산시 상록구 본오동 854-13,37.2903516,126.867051
프랜차이즈,동대문엽기떡볶이-안산본오1동점,경기도 안산시 상록구 본오동 949-1 1층 102호,경기도 안산시 상록구 본오동 949-1,37.2868925,126.8629723
프랜차이즈,또봉이통닭-안산본오점,경기도 안산시 상록구 본오동 823-10 1층,경기도 안산시 상록구 본오동 823-10,37.2936071,126.8676308
프랜차이즈,신전떡볶이-본오점,경기도 안산시 상록구 본오동 815-6,경기도 안산시 상록구 본오동 815-6,37.2964278,126.8692629
프랜차이즈,죠스떡볶이-상록수역점,경기도 안산시 상록구 본오동 874-5 미림프라자 874-5 미림프라자,경기도 안산시 상록구 본오동 874-5,37.3022053,126.8655452
프랜차이즈,컴포즈커피-안산상록수점,경기도 안산시 상록구 본오동 873-10 해동빌딩 1층 105호,경기도 안산시 상록구 본오동 873-10,37.3011059,126.8647143
프랜차이즈,오븐에빠진닭-안산본오점,경기도 안산시 상록구 본오동 769 769 2층,경기도 안산시 상록구 본오동 769,37.2955734,126.8729424
프랜차이즈,응급실국물떡볶이-안산본오점,경기도 안산시 상록구 본오동 889-9 889-9 101호,경기도 안산시 상록구 본오동 889-9,37.2934196,126.8612285
프랜차이즈,백종원의역전우동&덮밥-안산본오점,"경기도 안산시 상록구 본오동 880-4 혜연빌딩 101,102호",경기도 안산시 상록구 본오동 880-4,37.2960463,126.8627801
프랜차이즈,달떡볶이-본오점,경기도 안산시 상록구 본오동 813-18 1층 일부 104호,경기도 안산시 상록구 본오동 813-18,37.2976514,126.8668978
프랜차이즈,파슷타애요-안산본점,"경기도 안산시 상록구 본오동 872 월드아파트 상가3동 지하층 103호(본오동, 월드아파트)",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
프랜차이즈,에바돈가츠-안산본오점,경기도 안산시 상록구 본오동 857-4 1층,경기도 안산시 상록구 본오동 857-4,37.2931693,126.8686678
프랜차이즈,구도로통닭-상록수역점,경기도 안산시 상록구 본오동 872-3 안산송촌빌딩 1층 104호(본오동),경기도 안산시 상록구 본오동 872-3,37.3004878,126.8635754
프랜차이즈,서오릉피자-상록수점,경기도 안산시 상록구 본오동 873-11 인제빌딩 1층 106호,경기도 안산시 상록구 본오동 873-11,37.3011188,126.86432
프랜차이즈,동해횟집,경기도 안산시 상록구 본오동 666-11 1층 101호,경기도 안산시 상록구 본오동 666-11,37.2877957,126.8640798
프랜차이즈,더벤티-안산본오점,경기도 안산시 상록구 본오동 880-15 강남빌딩 103호,경기도 안산시 상록구 본오동 880-15,37.2937885,126.8626564
프랜차이즈,파리바게뜨-안산본오중점,"경기도 안산시 상록구 본오동 854-18 동양빌딩 101, 102호",경기도 안산시 상록구 본오동 854-18,37.2907424,126.8665633
프랜차이즈,마라벅스마라탕-본오점,경기도 안산시 상록구 본오동 880-13 굿모닝리빙프라자 I 1층 104호,경기도 안산시 상록구 본오동 880-13,37.2941712,126.862683
프랜차이즈,감동까스-안산본오점,경기도 안산시 상록구 본오동 869-7 1층 일부,경기도 안산시 상록구 본오동 869-7,37.2928934,126.8645536
프랜차이즈,배스킨라빈스-안산본오점,경기도 안산시 상록구 본오동 882-7 882-7 1층,경기도 안산시 상록구 본오동 882-7,37.293374,126.862522
프랜차이즈,떡볶이플러스-안산본오점,경기도 안산시 상록구 본오동 922-4 922-4 101호,경기도 안산시 상록구 본오동 922-4,37.2900881,126.8645028
프랜차이즈,포케올데이샐러드&도시락-안산상록수역점,경기도 안산시 상록구 본오동 874-10 서일빌딩 201호 일부,경기도 안산시 상록구 본오동 874-10,37.301912,126.8651391
프랜차이즈,포트리스베트남쌀국수-안산본오점,경기도 안산시 상록구 본오동 854-17 1층 일부호,경기도 안산시 상록구 본오동 854-17,37.2905576,126.8665537
프랜차이즈,배떡-본오점,경기도 안산시 상록구 본오동 820-22 102호,경기도 안산시 상록구 본오동 820-22,37.2951664,126.8681157
프랜차이즈,중평떡볶이-안산상록점,경기도 안산시 상록구 본오동 810-2 기산빌딩 1층 104호,경기도 안산시 상록구 본오동 810-2,37.2980136,126.8669492
프랜차이즈,맥시칸치킨-상록수점,경기도 안산시 상록구 본오동 1129-8 1129-8번지 1층,경기도 안산시 상록구 본오동 1129-8,37.3007895,126.8731721
프랜차이즈,떡의작품가래떡볶이-상록수본점,경기도 안산시 상록구 본오동 874-5 미림프라자 105호,경기도 안산시 상록구 본오동 874-5,37.3022053,126.8655452
프랜차이즈,탕화쿵푸마라탕-본오점,경기도 안산시 상록구 본오동 823-7 1층,경기도 안산시 상록구 본오동 823-7,37.293625,126.8671592
프랜차이즈,치킨혁명-본오점,경기도 안산시 상록구 본오동 829-10 1층102호,경기도 안산시 상록구 본오동 829-10,37.2926263,126.8722838
프랜차이즈,요아정-안산상록점,경기도 안산시 상록구 본오동 903-9 1층 일부,경기도 안산시 상록구 본오동 903-9,37.2916328,126.8630363
프랜차이즈,애플김밥-본점,경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 139호,경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
프랜차이즈,조선육회-상록점,경기도 안산시 상록구 본오동 823-11 1층,경기도 안산시 상록구 본오동 823-11,37.2936481,126.8666977
프랜차이즈,유미카츠-상록수점,경기도 안산시 상록구 본오동 873-10 해동빌딩 104호,경기도 안산시 상록구 본오동 873-10,37.3011059,126.8647143
프랜차이즈,다복향마라탕-본오점,경기도 안산시 상록구 본오동 882-6 1층 일부,경기도 안산시 상록구 본오동 882-6,37.2933755,126.8623119
프랜차이즈,고기듬뿍국물두루치기-본오점,경기도 안산시 상록구 본오동 866-17 105호,경기도 안산시 상록구 본오동 866-17,37.2920625,126.8640162
프랜차이즈,와다라멘-안산상록점,경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 136호,경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
프랜차이즈,스테이크존-본오점,경기도 안산시 상록구 본오동 827-1 1층 일부,경기도 안산시 상록구 본오동 827-1,37.2935974,126.8679897
프랜차이즈,보끔당-안산본오점,경기도 안산시 상록구 본오동 880-7 1층 103호,경기도 안산시 상록구 본오동 880-7,37.2953979,126.8627465
프랜차이즈,가장맛있는족발-본오점,경기도 안산시 상록구 본오동 871-10 로스코프라자 871-10 로스코프라자 1층 101호,경기도 안산시 상록구 본오동 871-10,37.2947993,126.8632783
프랜차이즈,덮밥90도씨-안산점,경기도 안산시 상록구 본오동 872 월드아파트 상가3동 상가3동 지하층 104호,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
프랜차이즈,소림마라-상록수점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하층 B117호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
프랜차이즈,국수나무-안산본오점,경기도 안산시 상록구 본오동 810-3 810-3 101호,경기도 안산시 상록구 본오동 810-3,37.2980311,126.8671595
프랜차이즈,뚜레쥬르-안산상록수점,경기도 안산시 상록구 본오동 872-2 국제프라자,경기도 안산시 상록구 본오동 872-2,37.3006937,126.8635925
프랜차이즈,땅스부대찌개-본오동점,경기도 안산시 상록구 본오동 882-3 1층 103호,경기도 안산시 상록구 본오동 882-3,37.2933952,126.8618887
프랜차이즈,동궁찜닭-본오점,경기도 안산시 상록구 본오동 891-5 1층 일부호,경기도 안산시 상록구 본오동 891-5,37.2930537,126.8597565
프랜차이즈,홍곱도리탕-안산본오점,경기도 안산시 상록구 본오동 869-7 1층 일부,경기도 안산시 상록구 본오동 869-7,37.2928934,126.8645536
프랜차이즈,기떡찜-안산본오점,경기도 안산시 상록구 본오동 922-4 101호,경기도 안산시 상록구 본오동 922-4,37.2900881,126.8645028
프랜차이즈,요거프레소-안산본오점,경기도 안산시 상록구 본오동 879-6 청송빌딩 101호,경기도 안산시 상록구 본오동 879-6,37.2986355,126.8629147
프랜차이즈,천수냉면-상록점,경기도 안산시 상록구 본오동 667-11 3층 1호,경기도 안산시 상록구 본오동 667-11,37.2882927,126.8660237
프랜차이즈,마왕족발-안산본오점,"경기도 안산시 상록구 본오동 872-13 상록빌딩 101,102호",경기도 안산시 상록구 본오동 872-13,37.2983528,126.8634626
프랜차이즈,아담만두-상록수점,경기도 안산시 상록구 본오동 874-5 미림프라자 1층 101호,경기도 안산시 상록구 본오동 874-5,37.3022053,126.8655452
프랜차이즈,던킨-상록수역점,경기도 안산시 상록구 본오동 874-8 청암빌딩 청암빌딩 106호,경기도 안산시 상록구 본오동 874-8,37.3018858,126.8659275
프랜차이즈,한짬뽕,경기도 안산시 상록구 본오동 862-10 1층 102호,경기도 안산시 상록구 본오동 862-10,37.2931552,126.8662486
프랜차이즈,설빙-안산상록수점,경기도 안산시 상록구 본오동 874-2 송암빌딩 874-2 송암빌딩 201호,경기도 안산시 상록구 본오동 874-2,37.3022437,126.8643785
프랜차이즈,이디야커피-안산본오동점,경기도 안산시 상록구 본오동 872-16 101호,경기도 안산시 상록구 본오동 872-16,37.2976393,126.8634277
프랜차이즈,웅이네오돌뼈닭발도-안산본오점,경기도 안산시 상록구 본오동 862-13 1층 일부 (본오동),경기도 안산시 상록구 본오동 862-13,37.2928046,126.8662304
프랜차이즈,메가MGC커피-안산본오중앙점,경기도 안산시 상록구 본오동 769-3 1층 일부,경기도 안산시 상록구 본오동 769-3,37.2951791,126.8728919
프랜차이즈,파리바게뜨-안산본오점,경기도 안산시 상록구 본오동 882-9 1층,경기도 안산시 상록구 본오동 882-9,37.293358,126.8627295
프랜차이즈,홍루이젠-안산본오점,경기도 안산시 상록구 본오동 879-13 녹원프라자 879-13 녹원프라자 102호,경기도 안산시 상록구 본오동 879-13,37.2971963,126.8628396
프랜차이즈,죽이야기-안산본오점,경기도 안산시 상록구 본오동 819 1층,경기도 안산시 상록구 본오동 819,37.2957526,126.8668226
프랜차이즈,곱창듬뿍국물곱도리탕-상록점,경기도 안산시 상록구 본오동 815-2 1층 104호 (본오동),경기도 안산시 상록구 본오동 815-2,37.2964499,126.8685978
프랜차이즈,교촌치킨-본오2호점,경기도 안산시 상록구 본오동 857-8 857-8 1층,경기도 안산시 상록구 본오동 857-8,37.2931512,126.8692115
프랜차이즈,등촌샤브칼국수-상록수점,"경기도 안산시 상록구 본오동 874-8 청암빌딩 2층 205,206호",경기도 안산시 상록구 본오동 874-8,37.3018858,126.8659275
프랜차이즈,공차-안산상록수점,경기도 안산시 상록구 본오동 874-11 삼우프라자 1층 102호,경기도 안산시 상록구 본오동 874-11,37.3019247,126.8647562
프랜차이즈,원할머니보쌈-안산상록수점,경기도 안산시 상록구 본오동 873-5 서해프라자 2층 일부,경기도 안산시 상록구 본오동 873-5,37.3013731,126.8659016
프랜차이즈,쿡1015-상록수점,경기도 안산시 상록구 본오동 873-4 현대프라자 873-4 현대프라자 1층 111호,경기도 안산시 상록구 본오동 873-4,37.3013862,126.8655017
프랜차이즈,청해수산,경기도 안산시 상록구 본오동 769-2 769-2 2층,경기도 안산시 상록구 본오동 769-2,37.295327,126.8729262
프랜차이즈,오늘도닭갈비-상록수역점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지1층 B111호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
프랜차이즈,청춘아구&알곤이찜-안산본오점,경기도 안산시 상록구 본오동 888-2 1층 일부호,경기도 안산시 상록구 본오동 888-2,37.293213,126.8603171
프랜차이즈,롱쓰부대찌개-안산본오점,경기도 안산시 상록구 본오동 753-7,경기도 안산시 상록구 본오동 753-7,37.296618,126.8741616
프랜차이즈,진교동찜닭-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 B1층 B103호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
