카테고리,가게명,주소,정제된_주소,lat,lon
한식,제육맛집,경기도 안산시 상록구 본오동 797-21 797-21,경기도 안산시 상록구 본오동 797-21,37.2961352,126.8698571
한식,바싹돈까스&볶음밥,경기도 안산시 상록구 본오동 878-10 우석빌딩 110호,경기도 안산시 상록구 본오동 878-10,37.3012115,126.8615179
한식,닭발사냥꾼-본점,경기도 안산시 상록구 본오동 873-9 덕암빌딩 206호,경기도 안산시 상록구 본오동 873-9,37.3010933,126.8650973
한식,청해화아구&해물찜,경기도 안산시 상록구 본오동 888-2 1층 일부호,경기도 안산시 상록구 본오동 888-2,37.293213,126.8603171
한식,황진이왕족발보쌈,경기도 안산시 상록구 본오동 779 연지프라자 779 연지프라자 115호,경기도 안산시 상록구 본오동 779,37.2946635,126.8723286
한식,얼큰이국밥,경기도 안산시 상록구 본오동 829 1층 102호,경기도 안산시 상록구 본오동 829,37.2930829,126.8713495
한식,홍대왕돈까스-상록점,경기도 안산시 상록구 본오동 878-10 우석빌딩 110호(본오동),경기도 안산시 상록구 본오동 878-10,37.3012115,126.8615179
한식,즉석반찬,"경기도 안산시 상록구 본오동 827-13 101, 102호",경기도 안산시 상록구 본오동 827-13,37.2939498,126.8693934
한식,수라간한식백반,경기도 안산시 상록구 본오동 839-9 1층,경기도 안산시 상록구 본오동 839-9,37.291034,126.8695852
한식,또와곱창,경기도 안산시 상록구 본오동 912-5 1층 102호(본오동),경기도 안산시 상록구 본오동 912-5,37.2913061,126.8661522
한식,새벽나주곰탕,경기도 안산시 상록구 본오동 814-7 814-7 1층,경기도 안산시 상록구 본오동 814-7,37.2964687,126.8680285
한식,일미정특선&한식,"경기도 안산시 상록구 본오동 827-13 101,102호",경기도 안산시 상록구 본오동 827-13,37.2939498,126.8693934
한식,금자씨소반,경기도 안산시 상록구 본오동 913-10 1층 101호,경기도 안산시 상록구 본오동 913-10,37.2905721,126.8661141
한식,만수르한식포차-본점,경기도 안산시 상록구 본오동 882-10 1층,경기도 안산시 상록구 본오동 882-10,37.2931408,126.8626907
한식,수라간셀프도시락,경기도 안산시 상록구 본오동 839-9 1층,경기도 안산시 상록구 본오동 839-9,37.291034,126.8695852
한식,컵빱-본점,경기도 안산시 상록구 본오동 814-8 내만삼겹살 103호,경기도 안산시 상록구 본오동 814-8,37.2963087,126.8680182
한식,화끈쭈꾸미-본점,경기도 안산시 상록구 본오동 777 777 1층,경기도 안산시 상록구 본오동 777,37.2939475,126.8728579
한식,콩불한상-상록점,경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 1층 133호,경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
한식,홍가네국밥-본오점,경기도 안산시 상록구 본오동 724 청룡빌라 1층 105호,경기도 안산시 상록구 본오동 724,37.2898862,126.8706262
한식,청불19포차,경기도 안산시 상록구 본오동 860-15 1층,경기도 안산시 상록구 본오동 860-15,37.2919628,126.8666228
한식,국밥과찌개,경기도 안산시 상록구 본오동 762-16 102호,경기도 안산시 상록구 본오동 762-16,37.2960021,126.8729663
한식,청기와김치찜-본점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B108호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
한식,무근지김치찜찌개-안산상록점,경기도 안산시 상록구 본오동 860-15 1층,경기도 안산시 상록구 본오동 860-15,37.2919628,126.8666228
한식,동대문명가닭한마리,경기도 안산시 상록구 본오동 872 월드아파트 상가2동 2층207호,경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
한식,경희꼼국,경기도 안산시 상록구 본오동 856-14 102호,경기도 안산시 상록구 본오동 856-14,37.291881,126.869067
한식,소공동김치찜전문점,경기도 안산시 상록구 본오동 797-21 797-21,경기도 안산시 상록구 본오동 797-21,37.2961352,126.8698571
한식,거기김치찜,경기도 안산시 상록구 본오동 890-3 지하1층,경기도 안산시 상록구 본오동 890-3,37.2934791,126.8593577
한식,우리동네정육점,경기도 안산시 상록구 본오동 891-5 1층103호,경기도 안산시 상록구 본오동 891-5,37.2930537,126.8597565
한식,석쇠로770연탄불고기-상록구점,경기도 안산시 상록구 본오동 874-6 대동빌딩 1층 115호,경기도 안산시 상록구 본오동 874-6,37.3021922,126.865944
한식,맘마분식,경기도 안산시 상록구 본오동 790-14 상가 1층 101호 일부,경기도 안산시 상록구 본오동 790-14,37.2950808,126.8707275
한식,국민학교분식,경기도 안산시 상록구 본오동 913-17 1층 일부(본오동),경기도 안산시 상록구 본오동 913-17,37.2904221,126.8649146
일식/돈까스,우리동네초밥24-초밥전문점,"경기도 안산시 상록구 본오동 872 월드아파트 상가3동 상가3동 112호(본오동, 월드아파트)",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
일식/돈까스,제철회수산-회전문점,"경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 1층 103호(본오동, 우성아파트 상가동)",경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
일식/돈까스,초미남-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지층 B118호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
일식/돈까스,이자카야호 육회&연어-본오점,"경기도 안산시 상록구 본오동 879-11 극동프라자 106호,107호 이자카야호",경기도 안산시 상록구 본오동 879-11,37.2975899,126.8628602
일식/돈까스,멘야타치아가루,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B113호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
일식/돈까스,신어부이야기-안산점,경기도 안산시 상록구 본오동 901-9 1층 신어부이야기,경기도 안산시 상록구 본오동 901-9,37.2905551,126.8608983
일식/돈까스,망고라이스가츠,경기도 안산시 상록구 본오동 849-1 1층,경기도 안산시 상록구 본오동 849-1,37.2916161,126.8682163
일식/돈까스,조개랑오징어랑-상록점,경기도 안산시 상록구 본오동 797-6 797-6 1층,경기도 안산시 상록구 본오동 797-6,37.2963717,126.870954
일식/돈까스,또초밥,경기도 안산시 상록구 본오동 871 신안코아 127동상가 지하 26호 일부 또초밥,경기도 안산시 상록구 본오동 871,37.2951281,126.8650065
족발/보쌈,본오왕족발-본오점,경기도 안산시 상록구 본오동 871-10 로스코프라자 871-10 로스코프라자 103호,경기도 안산시 상록구 본오동 871-10,37.2947993,126.8632783
족발/보쌈,야들야들한보약족발보쌈-안산상록점,경기도 안산시 상록구 본오동 880-12 굿모닝리빙프라자 II 880-12 굿모닝리빙프라자 II 104호,경기도 안산시 상록구 본오동 880-12,37.2943624,126.8626929
족발/보쌈,화덕에구운족발신선생-상록수점,경기도 안산시 상록구 본오동 872-6 안산석천빌딩 872-6 안산석천빌딩 1층 103~105호,경기도 안산시 상록구 본오동 872-6,37.2998703,126.8635434
족발/보쌈,건강한족발보쌈-천연재료,"경기도 안산시 상록구 본오동 879-8 대한빌딩 879-8 1층 105호,106호(대한빌딩)",경기도 안산시 상록구 본오동 879-8,37.2982442,126.8628961
족발/보쌈,상록수장충동왕족발보쌈,경기도 안산시 상록구 본오동 779 연지프라자 779 연지프라자 115호,경기도 안산시 상록구 본오동 779,37.2946635,126.8723286
족발/보쌈,족발보쌈전문점,"경기도 안산시 상록구 본오동 879-8 대한빌딩 879-8 1층 105호,106호(대한빌딩)",경기도 안산시 상록구 본오동 879-8,37.2982442,126.8628961
야식,요거트월드-본오점,경기도 안산시 상록구 본오동 888 풍족한식탁 103호,경기도 안산시 상록구 본오동 888,37.2932204,126.8600149
야식,루틴카페-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 B107호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
야식,빙수베어,경기도 안산시 상록구 본오동 1127-8 지1층 일부,경기도 안산시 상록구 본오동 1127-8,37.3011595,126.8732322
야식,할로과일카페,경기도 안산시 상록구 본오동 912 1층 일부,경기도 안산시 상록구 본오동 912,37.2917079,126.8654637
야식,디저트카페딥띵스,경기도 안산시 상록구 본오동 862 1층 105호(본오동),경기도 안산시 상록구 본오동 862,37.2932999,126.8648039
야식,베이커리카페버터풀-안산점,경기도 안산시 상록구 본오동 873-1 상경빌딩 지하1층 B107호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
야식,쿠모쿠모,경기도 안산시 상록구 본오동 873-1 상경빌딩 B107호,경기도 안산시 상록구 본오동 873-1,37.3014246,126.8643357
야식,신세계떡볶이,경기도 안산시 상록구 본오동 675-11 1층 101호,경기도 안산시 상록구 본오동 675-11,37.2863151,126.8639951
야식,머스트픽본점-MUSTPICK,경기도 안산시 상록구 본오동 813-8 1층 일부,경기도 안산시 상록구 본오동 813-8,37.2969783,126.8674208
야식,마초떡볶이-본오점,경기도 안산시 상록구 본오동 854-13 101호,경기도 안산시 상록구 본오동 854-13,37.2903516,126.867051
분식,학교앞꽁이네분식,경기도 안산시 상록구 본오동 904-17 1층,경기도 안산시 상록구 본오동 904-17,37.2912787,126.8630293
분식,황제찹쌀꽈배기,경기도 안산시 상록구 본오동 814-2 1층 103호,경기도 안산시 상록구 본오동 814-2,37.2964962,126.867197
분식,장모님손맛수제식혜&요기거리,"경기도 안산시 상록구 본오동 872 월드아파트 상가3동 지하1층 B01,B02호 일부",경기도 안산시 상록구 본오동 872,37.2998508,126.8651151
분식,리터퀸커피-안산본오동점,경기도 안산시 상록구 본오동 872-20 우성아파트 상가동 108호,경기도 안산시 상록구 본오동 872-20,37.2977001,126.8650771
분식,투몬스터캔커피-본오2호점,경기도 안산시 상록구 본오동 886-8 1층 101호,경기도 안산시 상록구 본오동 886-8,37.2923346,126.8611663
분식,진타코진심타코야끼-본오점,경기도 안산시 상록구 본오동 813-18 1층 일부 104호,경기도 안산시 상록구 본오동 813-18,37.2976514,126.8668978
분식,101분식,경기도 안산시 상록구 본오동 860-15 1층 101호,경기도 안산시 상록구 본오동 860-15,37.2919628,126.8666228
카페/디저트,카페호시,경기도 안산시 상록구 본오동 790-14 1층 101호,경기도 안산시 상록구 본오동 790-14,37.2950808,126.8707275
카페/디저트,떡사랑,경기도 안산시 상록구 본오동 889-5 대한예수교장로회우리하나교회 889-5 대한예수교장로회우리하나교회 1층 101호,경기도 안산시 상록구 본오동 889-5,37.293435,126.8606869
카페/디저트,빠띠프랑,경기도 안산시 상록구 본오동 823-6 1층,경기도 안산시 상록구 본오동 823-6,37.2936375,126.8670047
카페/디저트,송메공(베트남쌀국수),경기도 안산시 상록구 본오동 879-1 웅진빌딩 웅진빌딩 203호 본오동,경기도 안산시 상록구 본오동 879-1,37.3007083,126.8630139
카페/디저트,누카커피,경기도 안산시 상록구 본오동 862-7 1층,경기도 안산시 상록구 본오동 862-7,37.2932645,126.8657862
카페/디저트,수다,경기도 안산시 상록구 본오동 784-8 1층 102호,경기도 안산시 상록구 본오동 784-8,37.2935338,126.8697179
카페/디저트,크림비케이크,경기도 안산시 상록구 본오동 872-3 안산송촌빌딩 1층 103호,경기도 안산시 상록구 본오동 872-3,37.3004878,126.8635754
카페/디저트,에그인,경기도 안산시 상록구 본오동 823-14 1층일부,경기도 안산시 상록구 본오동 823-14,37.2941135,126.8667153
카페/디저트,카페돈-본오점,경기도 안산시 상록구 본오동 877-12 대아상가 877-12 대아상가 103호,경기도 안산시 상록구 본오동 877-12,37.3020429,126.8611657
카페/디저트,린덴(LINDEN),경기도 안산시 상록구 본오동 895-20 1층 101호,경기도 안산시 상록구 본오동 895-20,37.2906343,126.8585145
카페/디저트,라온샌드위치＆샐러드,경기도 안산시 상록구 본오동 909-5 1층일부,경기도 안산시 상록구 본오동 909-5,37.2904305,126.8646547
카페/디저트,다복수제꽈배기,경기도 안산시 상록구 본오동 880-5 1층 108호,경기도 안산시 상록구 본오동 880-5,37.2958566,126.8627724
