지점,지점명,일시,시정(10m)
119,수원,2021-02-27 00:00,2000
119,수원,2021-02-27 01:00,2000
119,수원,2021-02-27 02:00,2000
119,수원,2021-02-27 03:00,2000
119,수원,2021-02-27 04:00,2000
119,수원,2021-02-27 05:00,1949
119,수원,2021-02-27 06:00,2000
119,수원,2021-02-27 07:00,2000
119,수원,2021-02-27 08:00,2000
119,수원,2021-02-27 09:00,2000
119,수원,2021-02-27 10:00,2000
119,수원,2021-02-27 11:00,2000
119,수원,2021-02-27 12:00,2000
119,수원,2021-02-27 13:00,2000
119,수원,2021-02-27 14:00,2000
119,수원,2021-02-27 15:00,1994
119,수원,2021-02-27 16:00,1999
119,수원,2021-02-27 17:00,2000
119,수원,2021-02-27 18:00,2000
119,수원,2021-02-27 19:00,2000
119,수원,2021-02-27 20:00,2000
119,수원,2021-02-27 21:00,2000
119,수원,2021-02-27 22:00,2000
119,수원,2021-02-27 23:00,2000
119,수원,2021-02-28 00:00,2000
119,수원,2021-02-28 01:00,2000
119,수원,2021-02-28 02:00,2000
119,수원,2021-02-28 03:00,2000
119,수원,2021-02-28 04:00,2000
119,수원,2021-02-28 05:00,2000
119,수원,2021-02-28 06:00,2000
119,수원,2021-02-28 07:00,2000
119,수원,2021-02-28 08:00,2000
119,수원,2021-02-28 09:00,2000
119,수원,2021-02-28 10:00,2000
119,수원,2021-02-28 11:00,2000
119,수원,2021-02-28 12:00,2000
119,수원,2021-02-28 13:00,2000
119,수원,2021-02-28 14:00,2000
119,수원,2021-02-28 15:00,2000
119,수원,2021-02-28 16:00,2000
119,수원,2021-02-28 17:00,2000
119,수원,2021-02-28 18:00,2000
119,수원,2021-02-28 19:00,2000
119,수원,2021-02-28 20:00,1937
119,수원,2021-02-28 21:00,1827
119,수원,2021-02-28 22:00,1763
119,수원,2021-02-28 23:00,1746
119,수원,2021-03-01 00:00,1692
119,수원,2021-03-01 01:00,1783
119,수원,2021-03-01 02:00,1097
119,수원,2021-03-01 03:00,865
119,수원,2021-03-01 04:00,308
119,수원,2021-03-01 05:00,644
119,수원,2021-03-01 06:00,868
119,수원,2021-03-01 07:00,650
119,수원,2021-03-01 08:00,883
119,수원,2021-03-01 09:00,942
119,수원,2021-03-01 10:00,644
119,수원,2021-03-01 11:00,540
119,수원,2021-03-01 12:00,540
119,수원,2021-03-01 13:00,750
119,수원,2021-03-01 14:00,847
119,수원,2021-03-01 15:00,520
119,수원,2021-03-01 16:00,510
119,수원,2021-03-01 17:00,580
119,수원,2021-03-01 18:00,650
119,수원,2021-03-01 19:00,1675
119,수원,2021-03-01 20:00,1986
119,수원,2021-03-01 21:00,1597
119,수원,2021-03-01 22:00,475
119,수원,2021-03-01 23:00,459
119,수원,2021-03-02 00:00,627
119,수원,2021-03-02 01:00,1816
119,수원,2021-03-02 02:00,1975
119,수원,2021-03-02 03:00,2000
119,수원,2021-03-02 04:00,1980
119,수원,2021-03-02 05:00,2000
119,수원,2021-03-02 06:00,2000
119,수원,2021-03-02 07:00,2000
119,수원,2021-03-02 08:00,2000
119,수원,2021-03-02 09:00,2000
119,수원,2021-03-02 10:00,2000
119,수원,2021-03-02 11:00,1950
119,수원,2021-03-02 12:00,2000
119,수원,2021-03-02 13:00,1954
119,수원,2021-03-02 14:00,1997
119,수원,2021-03-02 15:00,2000
119,수원,2021-03-02 16:00,2000
119,수원,2021-03-02 17:00,2000
119,수원,2021-03-02 18:00,2000
119,수원,2021-03-02 19:00,2000
119,수원,2021-03-02 20:00,1743
119,수원,2021-03-02 21:00,1784
119,수원,2021-03-02 22:00,1863
119,수원,2021-03-02 23:00,1349
119,수원,2021-03-03 00:00,1213
119,수원,2021-03-03 01:00,812
119,수원,2021-03-03 02:00,610
119,수원,2021-03-03 03:00,674
119,수원,2021-03-03 04:00,741
119,수원,2021-03-03 05:00,850
119,수원,2021-03-03 06:00,754
119,수원,2021-03-03 07:00,682
119,수원,2021-03-03 08:00,617
119,수원,2021-03-03 09:00,990
119,수원,2021-03-03 10:00,1311
119,수원,2021-03-03 11:00,1317
119,수원,2021-03-03 12:00,1429
119,수원,2021-03-03 13:00,1936
119,수원,2021-03-03 14:00,1844
119,수원,2021-03-03 15:00,2084
119,수원,2021-03-03 16:00,1910
119,수원,2021-03-03 17:00,1962
119,수원,2021-03-03 18:00,2023
119,수원,2021-03-03 19:00,1678
119,수원,2021-03-03 20:00,1436
119,수원,2021-03-03 21:00,1095
119,수원,2021-03-03 22:00,1138
119,수원,2021-03-03 23:00,929
119,수원,2021-03-04 00:00,846
119,수원,2021-03-04 01:00,910
119,수원,2021-03-04 02:00,910
119,수원,2021-03-04 03:00,1546
119,수원,2021-03-04 04:00,1200
119,수원,2021-03-04 05:00,768
119,수원,2021-03-04 06:00,1327
119,수원,2021-03-04 07:00,1143
119,수원,2021-03-04 08:00,1118
119,수원,2021-03-04 09:00,1152
119,수원,2021-03-04 10:00,1740
119,수원,2021-03-04 11:00,1807
119,수원,2021-03-04 12:00,1986
119,수원,2021-03-04 13:00,1856
119,수원,2021-03-04 14:00,1888
119,수원,2021-03-04 15:00,1842
119,수원,2021-03-04 16:00,1942
119,수원,2021-03-04 17:00,1986
119,수원,2021-03-04 18:00,2000
119,수원,2021-03-04 19:00,2029
119,수원,2021-03-04 20:00,1900
119,수원,2021-03-04 21:00,1777
119,수원,2021-03-04 22:00,1175
119,수원,2021-03-04 23:00,1290
119,수원,2021-03-05 00:00,1100
119,수원,2021-03-05 01:00,784
119,수원,2021-03-05 02:00,639
119,수원,2021-03-05 03:00,564
119,수원,2021-03-05 04:00,673
119,수원,2021-03-05 05:00,832
119,수원,2021-03-05 06:00,690
119,수원,2021-03-05 07:00,617
119,수원,2021-03-05 08:00,696
119,수원,2021-03-05 09:00,814
119,수원,2021-03-05 10:00,962
119,수원,2021-03-05 11:00,1164
119,수원,2021-03-05 12:00,1848
119,수원,2021-03-05 13:00,1968
119,수원,2021-03-05 14:00,1985
119,수원,2021-03-05 15:00,1372
119,수원,2021-03-05 16:00,1175
119,수원,2021-03-05 17:00,1560
119,수원,2021-03-05 18:00,1998
119,수원,2021-03-05 19:00,1916
119,수원,2021-03-05 20:00,1732
119,수원,2021-03-05 21:00,990
119,수원,2021-03-05 22:00,620
119,수원,2021-03-05 23:00,132
119,수원,2021-03-06 00:00,205
119,수원,2021-03-06 01:00,179
119,수원,2021-03-06 02:00,102
119,수원,2021-03-06 03:00,127
119,수원,2021-03-06 04:00,214
119,수원,2021-03-06 05:00,84
119,수원,2021-03-06 06:00,127
119,수원,2021-03-06 07:00,256
119,수원,2021-03-06 08:00,354
119,수원,2021-03-06 09:00,536
119,수원,2021-03-06 10:00,813
119,수원,2021-03-06 11:00,1390
119,수원,2021-03-06 12:00,1455
119,수원,2021-03-06 13:00,1998
119,수원,2021-03-06 14:00,1987
119,수원,2021-03-06 15:00,1932
119,수원,2021-03-06 16:00,1950
119,수원,2021-03-06 17:00,2000
119,수원,2021-03-06 18:00,2000
119,수원,2021-03-06 19:00,2000
119,수원,2021-03-06 20:00,2000
119,수원,2021-03-06 21:00,2000
119,수원,2021-03-06 22:00,2000
119,수원,2021-03-06 23:00,1983
119,수원,2021-03-07 00:00,2000
119,수원,2021-03-07 01:00,2000
119,수원,2021-03-07 02:00,2000
119,수원,2021-03-07 03:00,2000
119,수원,2021-03-07 04:00,2000
119,수원,2021-03-07 05:00,2000
119,수원,2021-03-07 06:00,2000
119,수원,2021-03-07 07:00,2000
119,수원,2021-03-07 08:00,2000
119,수원,2021-03-07 09:00,1993
119,수원,2021-03-07 10:00,1940
119,수원,2021-03-07 11:00,2000
119,수원,2021-03-07 12:00,1827
119,수원,2021-03-07 13:00,1892
119,수원,2021-03-07 14:00,1732
119,수원,2021-03-07 15:00,1583
119,수원,2021-03-07 16:00,1497
119,수원,2021-03-07 17:00,1172
119,수원,2021-03-07 18:00,1008
119,수원,2021-03-07 19:00,1208
119,수원,2021-03-07 20:00,1016
119,수원,2021-03-07 21:00,913
119,수원,2021-03-07 22:00,868
119,수원,2021-03-07 23:00,755
119,수원,2021-03-08 00:00,650
119,수원,2021-03-08 01:00,990
119,수원,2021-03-08 02:00,675
119,수원,2021-03-08 03:00,677
119,수원,2021-03-08 04:00,545
119,수원,2021-03-08 05:00,509
119,수원,2021-03-08 06:00,806
119,수원,2021-03-08 07:00,489
119,수원,2021-03-08 08:00,23
119,수원,2021-03-08 09:00,19
119,수원,2021-03-08 10:00,598
119,수원,2021-03-08 11:00,950
119,수원,2021-03-08 12:00,1308
119,수원,2021-03-08 13:00,1333
119,수원,2021-03-08 14:00,1452
119,수원,2021-03-08 15:00,1870
119,수원,2021-03-08 16:00,1377
119,수원,2021-03-08 17:00,1131
119,수원,2021-03-08 18:00,1303
119,수원,2021-03-08 19:00,1734
119,수원,2021-03-08 20:00,1525
119,수원,2021-03-08 21:00,1400
119,수원,2021-03-08 22:00,866
119,수원,2021-03-08 23:00,1252
119,수원,2021-03-09 00:00,1415
119,수원,2021-03-09 01:00,1240
119,수원,2021-03-09 02:00,818
119,수원,2021-03-09 03:00,834
119,수원,2021-03-09 04:00,631
119,수원,2021-03-09 05:00,546
119,수원,2021-03-09 06:00,587
119,수원,2021-03-09 07:00,524
119,수원,2021-03-09 08:00,547
119,수원,2021-03-09 09:00,703
119,수원,2021-03-09 10:00,840
119,수원,2021-03-09 11:00,1032
119,수원,2021-03-09 12:00,1740
119,수원,2021-03-09 13:00,1808
119,수원,2021-03-09 14:00,1874
119,수원,2021-03-09 15:00,1884
119,수원,2021-03-09 16:00,1927
119,수원,2021-03-09 17:00,1997
119,수원,2021-03-09 18:00,2000
119,수원,2021-03-09 19:00,1992
119,수원,2021-03-09 20:00,1405
119,수원,2021-03-09 21:00,964
119,수원,2021-03-09 22:00,737
119,수원,2021-03-09 23:00,742
119,수원,2021-03-10 00:00,669
119,수원,2021-03-10 01:00,589
119,수원,2021-03-10 02:00,649
119,수원,2021-03-10 03:00,492
119,수원,2021-03-10 04:00,402
119,수원,2021-03-10 05:00,352
119,수원,2021-03-10 06:00,289
119,수원,2021-03-10 07:00,407
119,수원,2021-03-10 08:00,385
119,수원,2021-03-10 09:00,652
119,수원,2021-03-10 10:00,1635
119,수원,2021-03-10 11:00,1022
119,수원,2021-03-10 12:00,1140
119,수원,2021-03-10 13:00,1091
119,수원,2021-03-10 14:00,1299
119,수원,2021-03-10 15:00,1112
119,수원,2021-03-10 16:00,1091
119,수원,2021-03-10 17:00,579
119,수원,2021-03-10 18:00,1790
119,수원,2021-03-10 19:00,1614
119,수원,2021-03-10 20:00,611
119,수원,2021-03-10 21:00,599
119,수원,2021-03-10 22:00,560
119,수원,2021-03-10 23:00,488
119,수원,2021-03-11 00:00,440
119,수원,2021-03-11 01:00,349
119,수원,2021-03-11 02:00,335
119,수원,2021-03-11 03:00,313
119,수원,2021-03-11 04:00,290
119,수원,2021-03-11 05:00,320
119,수원,2021-03-11 06:00,259
119,수원,2021-03-11 07:00,183
119,수원,2021-03-11 08:00,268
119,수원,2021-03-11 09:00,349
119,수원,2021-03-11 10:00,417
119,수원,2021-03-11 11:00,676
119,수원,2021-03-11 12:00,1352
119,수원,2021-03-11 13:00,1113
119,수원,2021-03-11 14:00,1041
119,수원,2021-03-11 15:00,1204
119,수원,2021-03-11 16:00,1764
119,수원,2021-03-11 17:00,855
119,수원,2021-03-11 18:00,1012
119,수원,2021-03-11 19:00,1119
119,수원,2021-03-11 20:00,1983
119,수원,2021-03-11 21:00,1543
119,수원,2021-03-11 22:00,1861
119,수원,2021-03-11 23:00,1511
119,수원,2021-03-12 00:00,707
119,수원,2021-03-12 01:00,727
119,수원,2021-03-12 02:00,620
119,수원,2021-03-12 03:00,554
119,수원,2021-03-12 04:00,551
119,수원,2021-03-12 05:00,699
119,수원,2021-03-12 06:00,571
119,수원,2021-03-12 07:00,464
119,수원,2021-03-12 08:00,385
119,수원,2021-03-12 09:00,494
119,수원,2021-03-12 10:00,557
119,수원,2021-03-12 11:00,530
119,수원,2021-03-12 12:00,521
119,수원,2021-03-12 13:00,896
119,수원,2021-03-12 14:00,852
119,수원,2021-03-12 15:00,990
119,수원,2021-03-12 16:00,1958
119,수원,2021-03-12 17:00,1825
119,수원,2021-03-12 18:00,1984
119,수원,2021-03-12 19:00,2000
119,수원,2021-03-12 20:00,2038
119,수원,2021-03-12 21:00,1998
119,수원,2021-03-12 22:00,2000
119,수원,2021-03-12 23:00,2000
119,수원,2021-03-13 00:00,2000
119,수원,2021-03-13 01:00,2000
119,수원,2021-03-13 02:00,1805
119,수원,2021-03-13 03:00,1744
119,수원,2021-03-13 04:00,1566
119,수원,2021-03-13 05:00,1172
119,수원,2021-03-13 06:00,816
119,수원,2021-03-13 07:00,640
119,수원,2021-03-13 08:00,608
119,수원,2021-03-13 09:00,956
119,수원,2021-03-13 10:00,1361
119,수원,2021-03-13 11:00,1373
119,수원,2021-03-13 12:00,1363
119,수원,2021-03-13 13:00,1579
119,수원,2021-03-13 14:00,1004
119,수원,2021-03-13 15:00,1063
119,수원,2021-03-13 16:00,1107
119,수원,2021-03-13 17:00,1213
119,수원,2021-03-13 18:00,1188
119,수원,2021-03-13 19:00,1084
119,수원,2021-03-13 20:00,1334
119,수원,2021-03-13 21:00,1158
119,수원,2021-03-13 22:00,733
119,수원,2021-03-13 23:00,1450
119,수원,2021-03-14 00:00,1744
119,수원,2021-03-14 01:00,1671
119,수원,2021-03-14 02:00,629
119,수원,2021-03-14 03:00,641
119,수원,2021-03-14 04:00,444
119,수원,2021-03-14 05:00,455
119,수원,2021-03-14 06:00,273
119,수원,2021-03-14 07:00,319
119,수원,2021-03-14 08:00,347
119,수원,2021-03-14 09:00,219
119,수원,2021-03-14 10:00,395
119,수원,2021-03-14 11:00,597
119,수원,2021-03-14 12:00,758
119,수원,2021-03-14 13:00,728
119,수원,2021-03-14 14:00,948
119,수원,2021-03-14 15:00,1187
119,수원,2021-03-14 16:00,1029
119,수원,2021-03-14 17:00,1106
119,수원,2021-03-14 18:00,1091
119,수원,2021-03-14 19:00,615
119,수원,2021-03-14 20:00,529
119,수원,2021-03-14 21:00,823
119,수원,2021-03-14 22:00,580
119,수원,2021-03-14 23:00,487
119,수원,2021-03-15 00:00,425
119,수원,2021-03-15 01:00,428
119,수원,2021-03-15 02:00,344
119,수원,2021-03-15 03:00,325
119,수원,2021-03-15 04:00,396
119,수원,2021-03-15 05:00,261
119,수원,2021-03-15 06:00,447
119,수원,2021-03-15 07:00,374
119,수원,2021-03-15 08:00,348
119,수원,2021-03-15 09:00,529
119,수원,2021-03-15 10:00,586
119,수원,2021-03-15 11:00,1148
119,수원,2021-03-15 12:00,1460
119,수원,2021-03-15 13:00,2000
119,수원,2021-03-15 14:00,770
119,수원,2021-03-15 15:00,1221
119,수원,2021-03-15 16:00,1119
119,수원,2021-03-15 17:00,1664
119,수원,2021-03-15 18:00,764
119,수원,2021-03-15 19:00,1060
119,수원,2021-03-15 20:00,1048
119,수원,2021-03-15 21:00,1055
119,수원,2021-03-15 22:00,910
119,수원,2021-03-15 23:00,605
119,수원,2021-03-16 00:00,224
119,수원,2021-03-16 01:00,312
119,수원,2021-03-16 02:00,282
119,수원,2021-03-16 03:00,270
119,수원,2021-03-16 04:00,203
119,수원,2021-03-16 05:00,307
119,수원,2021-03-16 06:00,1266
119,수원,2021-03-16 07:00,1988
119,수원,2021-03-16 08:00,1982
119,수원,2021-03-16 09:00,1911
119,수원,2021-03-16 10:00,1877
119,수원,2021-03-16 11:00,1913
119,수원,2021-03-16 12:00,2000
119,수원,2021-03-16 13:00,1941
119,수원,2021-03-16 14:00,1987
119,수원,2021-03-16 15:00,1908
119,수원,2021-03-16 16:00,2000
119,수원,2021-03-16 17:00,1995
119,수원,2021-03-16 18:00,1992
119,수원,2021-03-16 19:00,2000
119,수원,2021-03-16 20:00,1957
119,수원,2021-03-16 21:00,1890
119,수원,2021-03-16 22:00,2000
119,수원,2021-03-16 23:00,1883
119,수원,2021-03-17 00:00,1945
119,수원,2021-03-17 01:00,1887
119,수원,2021-03-17 02:00,1931
119,수원,2021-03-17 03:00,1761
119,수원,2021-03-17 04:00,1913
119,수원,2021-03-17 05:00,1875
119,수원,2021-03-17 06:00,1675
119,수원,2021-03-17 07:00,1676
119,수원,2021-03-17 08:00,1724
119,수원,2021-03-17 09:00,1598
119,수원,2021-03-17 10:00,1943
119,수원,2021-03-17 11:00,1797
119,수원,2021-03-17 12:00,1941
119,수원,2021-03-17 13:00,1901
119,수원,2021-03-17 14:00,1954
119,수원,2021-03-17 15:00,1761
119,수원,2021-03-17 16:00,1825
119,수원,2021-03-17 17:00,2086
119,수원,2021-03-17 18:00,1861
119,수원,2021-03-17 19:00,1911
119,수원,2021-03-17 20:00,1770
119,수원,2021-03-17 21:00,2000
119,수원,2021-03-17 22:00,1977
119,수원,2021-03-17 23:00,2000
119,수원,2021-03-18 00:00,1930
119,수원,2021-03-18 01:00,1744
119,수원,2021-03-18 02:00,2020
119,수원,2021-03-18 03:00,1691
119,수원,2021-03-18 04:00,1751
119,수원,2021-03-18 05:00,1772
119,수원,2021-03-18 06:00,1382
119,수원,2021-03-18 07:00,1381
119,수원,2021-03-18 08:00,1169
119,수원,2021-03-18 09:00,1912
119,수원,2021-03-18 10:00,1486
119,수원,2021-03-18 11:00,1610
119,수원,2021-03-18 12:00,1676
119,수원,2021-03-18 13:00,1735
119,수원,2021-03-18 14:00,1711
119,수원,2021-03-18 15:00,1911
119,수원,2021-03-18 16:00,1457
119,수원,2021-03-18 17:00,1305
119,수원,2021-03-18 18:00,1414
119,수원,2021-03-18 19:00,1162
119,수원,2021-03-18 20:00,1099
119,수원,2021-03-18 21:00,1204
119,수원,2021-03-18 22:00,1213
119,수원,2021-03-18 23:00,1163
119,수원,2021-03-19 00:00,1036
119,수원,2021-03-19 01:00,858
119,수원,2021-03-19 02:00,818
119,수원,2021-03-19 03:00,751
119,수원,2021-03-19 04:00,671
119,수원,2021-03-19 05:00,759
119,수원,2021-03-19 06:00,1291
119,수원,2021-03-19 07:00,1998
119,수원,2021-03-19 08:00,2000
119,수원,2021-03-19 09:00,2000
119,수원,2021-03-19 10:00,2000
119,수원,2021-03-19 11:00,1980
119,수원,2021-03-19 12:00,1996
119,수원,2021-03-19 13:00,2000
119,수원,2021-03-19 14:00,1965
119,수원,2021-03-19 15:00,1986
119,수원,2021-03-19 16:00,2000
119,수원,2021-03-19 17:00,2000
119,수원,2021-03-19 18:00,1983
119,수원,2021-03-19 19:00,1664
119,수원,2021-03-19 20:00,1838
119,수원,2021-03-19 21:00,1906
119,수원,2021-03-19 22:00,1611
119,수원,2021-03-19 23:00,2000
119,수원,2021-03-20 00:00,2000
119,수원,2021-03-20 01:00,2000
119,수원,2021-03-20 02:00,2000
119,수원,2021-03-20 03:00,2000
119,수원,2021-03-20 04:00,1995
119,수원,2021-03-20 05:00,2000
119,수원,2021-03-20 06:00,2000
119,수원,2021-03-20 07:00,1998
119,수원,2021-03-20 08:00,1957
119,수원,2021-03-20 09:00,2000
119,수원,2021-03-20 10:00,883
119,수원,2021-03-20 11:00,588
119,수원,2021-03-20 12:00,813
119,수원,2021-03-20 13:00,691
119,수원,2021-03-20 14:00,661
119,수원,2021-03-20 15:00,768
119,수원,2021-03-20 16:00,819
119,수원,2021-03-20 17:00,525
119,수원,2021-03-20 18:00,814
119,수원,2021-03-20 19:00,740
119,수원,2021-03-20 20:00,1193
119,수원,2021-03-20 21:00,555
119,수원,2021-03-20 22:00,495
119,수원,2021-03-20 23:00,426
119,수원,2021-03-21 00:00,531
119,수원,2021-03-21 01:00,590
119,수원,2021-03-21 02:00,643
119,수원,2021-03-21 03:00,681
119,수원,2021-03-21 04:00,719
119,수원,2021-03-21 05:00,681
119,수원,2021-03-21 06:00,685
119,수원,2021-03-21 07:00,678
119,수원,2021-03-21 08:00,711
119,수원,2021-03-21 09:00,523
119,수원,2021-03-21 10:00,726
119,수원,2021-03-21 11:00,625
119,수원,2021-03-21 12:00,908
119,수원,2021-03-21 13:00,1523
119,수원,2021-03-21 14:00,1987
119,수원,2021-03-21 15:00,1992
119,수원,2021-03-21 16:00,2000
119,수원,2021-03-21 17:00,2000
119,수원,2021-03-21 18:00,2000
119,수원,2021-03-21 19:00,2000
119,수원,2021-03-21 20:00,2000
119,수원,2021-03-21 21:00,2000
119,수원,2021-03-21 22:00,1998
119,수원,2021-03-21 23:00,1950
119,수원,2021-03-22 00:00,2000
119,수원,2021-03-22 01:00,2000
119,수원,2021-03-22 02:00,2000
119,수원,2021-03-22 03:00,1948
119,수원,2021-03-22 04:00,2000
119,수원,2021-03-22 05:00,2000
119,수원,2021-03-22 06:00,1930
119,수원,2021-03-22 07:00,1993
119,수원,2021-03-22 08:00,1903
119,수원,2021-03-22 09:00,1947
119,수원,2021-03-22 10:00,1998
119,수원,2021-03-22 11:00,2000
119,수원,2021-03-22 12:00,1996
119,수원,2021-03-22 13:00,1980
119,수원,2021-03-22 14:00,1995
119,수원,2021-03-22 15:00,1995
119,수원,2021-03-22 16:00,2000
119,수원,2021-03-22 17:00,2000
119,수원,2021-03-22 18:00,2000
119,수원,2021-03-22 19:00,1724
119,수원,2021-03-22 20:00,1299
119,수원,2021-03-22 21:00,1038
119,수원,2021-03-22 22:00,1259
119,수원,2021-03-22 23:00,753
119,수원,2021-03-23 00:00,755
119,수원,2021-03-23 01:00,1531
119,수원,2021-03-23 02:00,1192
119,수원,2021-03-23 03:00,731
119,수원,2021-03-23 04:00,561
119,수원,2021-03-23 05:00,626
119,수원,2021-03-23 06:00,838
119,수원,2021-03-23 07:00,977
119,수원,2021-03-23 08:00,621
119,수원,2021-03-23 09:00,856
119,수원,2021-03-23 10:00,781
119,수원,2021-03-23 11:00,1099
119,수원,2021-03-23 12:00,1194
119,수원,2021-03-23 13:00,1819
119,수원,2021-03-23 14:00,1789
119,수원,2021-03-23 15:00,1800
119,수원,2021-03-23 16:00,1821
119,수원,2021-03-23 17:00,1854
119,수원,2021-03-23 18:00,1932
119,수원,2021-03-23 19:00,1973
119,수원,2021-03-23 20:00,1963
119,수원,2021-03-23 21:00,2012
119,수원,2021-03-23 22:00,1772
119,수원,2021-03-23 23:00,1324
119,수원,2021-03-24 00:00,1344
119,수원,2021-03-24 01:00,695
119,수원,2021-03-24 02:00,1965
119,수원,2021-03-24 03:00,1578
119,수원,2021-03-24 04:00,859
119,수원,2021-03-24 05:00,1942
119,수원,2021-03-24 06:00,1042
119,수원,2021-03-24 07:00,556
119,수원,2021-03-24 08:00,867
119,수원,2021-03-24 09:00,1141
119,수원,2021-03-24 10:00,1442
119,수원,2021-03-24 11:00,1799
119,수원,2021-03-24 12:00,1763
119,수원,2021-03-24 13:00,1846
119,수원,2021-03-24 14:00,1948
119,수원,2021-03-24 15:00,1964
119,수원,2021-03-24 16:00,1988
119,수원,2021-03-24 17:00,2000
119,수원,2021-03-24 18:00,2000
119,수원,2021-03-24 19:00,2000
119,수원,2021-03-24 20:00,2000
119,수원,2021-03-24 21:00,2000
119,수원,2021-03-24 22:00,2000
119,수원,2021-03-24 23:00,2000
119,수원,2021-03-25 00:00,1996
119,수원,2021-03-25 01:00,2012
119,수원,2021-03-25 02:00,2000
119,수원,2021-03-25 03:00,1973
119,수원,2021-03-25 04:00,1965
119,수원,2021-03-25 05:00,1963
119,수원,2021-03-25 06:00,1172
119,수원,2021-03-25 07:00,704
119,수원,2021-03-25 08:00,640
119,수원,2021-03-25 09:00,968
119,수원,2021-03-25 10:00,1126
119,수원,2021-03-25 11:00,1038
119,수원,2021-03-25 12:00,1082
119,수원,2021-03-25 13:00,1100
119,수원,2021-03-25 14:00,1021
119,수원,2021-03-25 15:00,1248
119,수원,2021-03-25 16:00,1514
119,수원,2021-03-25 17:00,1685
119,수원,2021-03-25 18:00,1066
119,수원,2021-03-25 19:00,735
119,수원,2021-03-25 20:00,546
119,수원,2021-03-25 21:00,519
119,수원,2021-03-25 22:00,510
119,수원,2021-03-25 23:00,546
119,수원,2021-03-26 00:00,336
119,수원,2021-03-26 01:00,196
119,수원,2021-03-26 02:00,276
119,수원,2021-03-26 03:00,238
119,수원,2021-03-26 04:00,205
119,수원,2021-03-26 05:00,50
119,수원,2021-03-26 06:00,40
119,수원,2021-03-26 07:00,90
119,수원,2021-03-26 08:00,174
119,수원,2021-03-26 09:00,310
119,수원,2021-03-26 10:00,349
119,수원,2021-03-26 11:00,780
119,수원,2021-03-26 12:00,697
119,수원,2021-03-26 13:00,891
119,수원,2021-03-26 14:00,1527
119,수원,2021-03-26 15:00,1689
119,수원,2021-03-26 16:00,1971
119,수원,2021-03-26 17:00,1937
119,수원,2021-03-26 18:00,1780
119,수원,2021-03-26 19:00,647
119,수원,2021-03-26 20:00,571
119,수원,2021-03-26 21:00,549
119,수원,2021-03-26 22:00,543
119,수원,2021-03-26 23:00,547
119,수원,2021-03-27 00:00,523
119,수원,2021-03-27 01:00,715
119,수원,2021-03-27 02:00,689
119,수원,2021-03-27 03:00,745
119,수원,2021-03-27 04:00,766
119,수원,2021-03-27 05:00,702
119,수원,2021-03-27 06:00,701
119,수원,2021-03-27 07:00,656
119,수원,2021-03-27 08:00,651
119,수원,2021-03-27 09:00,727
119,수원,2021-03-27 10:00,2001
119,수원,2021-03-27 11:00,1993
119,수원,2021-03-27 12:00,1776
119,수원,2021-03-27 13:00,1726
119,수원,2021-03-27 14:00,892
119,수원,2021-03-27 15:00,900
119,수원,2021-03-27 16:00,924
119,수원,2021-03-27 17:00,660
119,수원,2021-03-27 18:00,748
119,수원,2021-03-27 19:00,556
119,수원,2021-03-27 20:00,712
119,수원,2021-03-27 21:00,769
119,수원,2021-03-27 22:00,479
119,수원,2021-03-27 23:00,449
119,수원,2021-03-28 00:00,193
119,수원,2021-03-28 01:00,319
119,수원,2021-03-28 02:00,510
119,수원,2021-03-28 03:00,665
119,수원,2021-03-28 04:00,518
119,수원,2021-03-28 05:00,950
119,수원,2021-03-28 06:00,820
119,수원,2021-03-28 07:00,457
119,수원,2021-03-28 08:00,413
119,수원,2021-03-28 09:00,950
119,수원,2021-03-28 10:00,327
119,수원,2021-03-28 11:00,278
119,수원,2021-03-28 12:00,829
119,수원,2021-03-28 13:00,605
119,수원,2021-03-28 14:00,652
119,수원,2021-03-28 15:00,581
119,수원,2021-03-28 16:00,959
119,수원,2021-03-28 17:00,1775
119,수원,2021-03-28 18:00,1807
119,수원,2021-03-28 19:00,1836
119,수원,2021-03-28 20:00,1795
119,수원,2021-03-28 21:00,1605
119,수원,2021-03-28 22:00,1084
119,수원,2021-03-28 23:00,228
119,수원,2021-03-29 00:00,371
119,수원,2021-03-29 01:00,300
119,수원,2021-03-29 02:00,295
119,수원,2021-03-29 03:00,374
119,수원,2021-03-29 04:00,340
119,수원,2021-03-29 05:00,264
119,수원,2021-03-29 06:00,227
119,수원,2021-03-29 07:00,310
119,수원,2021-03-29 08:00,292
119,수원,2021-03-29 09:00,401
119,수원,2021-03-29 10:00,517
119,수원,2021-03-29 11:00,618
119,수원,2021-03-29 12:00,1022
119,수원,2021-03-29 13:00,1139
119,수원,2021-03-29 14:00,1719
119,수원,2021-03-29 15:00,1288
119,수원,2021-03-29 16:00,1049
119,수원,2021-03-29 17:00,974
119,수원,2021-03-29 18:00,1898
119,수원,2021-03-29 19:00,913
119,수원,2021-03-29 20:00,749
119,수원,2021-03-29 21:00,654
119,수원,2021-03-29 22:00,592
119,수원,2021-03-29 23:00,739
119,수원,2021-03-30 00:00,564
119,수원,2021-03-30 01:00,667
119,수원,2021-03-30 02:00,672
119,수원,2021-03-30 03:00,671
119,수원,2021-03-30 04:00,518
119,수원,2021-03-30 05:00,578
119,수원,2021-03-30 06:00,488
119,수원,2021-03-30 07:00,577
