날짜,시간,요일,기온,강수량,적설,시정,시도,시군구,업종,주문건수
06-28,21,일요일,22.4,0.0,0.0,1867,경기도,안산시 상록구,음식,93
06-28,22,일요일,21.1,0.0,0.0,1018,경기도,안산시 상록구,음식,69
06-28,23,일요일,20.5,0.0,0.0,1611,경기도,안산시 상록구,음식,51
06-29,0,월요일,20.3,0.0,0.0,1400,경기도,안산시 상록구,음식,25
06-29,1,월요일,19.5,0.0,0.0,1038,경기도,안산시 상록구,음식,17
06-29,2,월요일,18.8,0.0,0.0,636,경기도,안산시 상록구,음식,13
06-29,10,월요일,25.7,0.0,0.0,1294,경기도,안산시 상록구,음식,18
06-29,11,월요일,25.9,0.0,0.0,1261,경기도,안산시 상록구,음식,56
06-29,12,월요일,26.1,0.0,0.0,1037,경기도,안산시 상록구,음식,81
06-29,13,월요일,26.0,0.0,0.0,1353,경기도,안산시 상록구,음식,53
06-29,14,월요일,26.1,0.0,0.0,1180,경기도,안산시 상록구,음식,39
06-29,15,월요일,26.5,0.0,0.0,1308,경기도,안산시 상록구,음식,35
06-29,16,월요일,26.4,0.0,0.0,1100,경기도,안산시 상록구,음식,40
06-29,17,월요일,26.1,0.0,0.0,1167,경기도,안산시 상록구,음식,77
06-29,18,월요일,26.1,0.0,0.0,1199,경기도,안산시 상록구,음식,133
06-29,19,월요일,23.0,0.0,0.0,1440,경기도,안산시 상록구,음식,163
06-29,20,월요일,21.9,1.9,0.0,595,경기도,안산시 상록구,음식,119
06-29,21,월요일,21.7,2.9,0.0,799,경기도,안산시 상록구,음식,96
06-29,22,월요일,20.7,7.2,0.0,627,경기도,안산시 상록구,음식,71
06-29,23,월요일,20.0,8.0,0.0,478,경기도,안산시 상록구,음식,55
06-30,0,화요일,19.7,9.5,0.0,620,경기도,안산시 상록구,음식,19
06-30,1,화요일,19.7,8.5,0.0,603,경기도,안산시 상록구,음식,6
06-30,2,화요일,20.3,0.9,0.0,1924,경기도,안산시 상록구,음식,18
06-30,10,화요일,20.0,0.0,0.0,1923,경기도,안산시 상록구,음식,11
06-30,11,화요일,20.4,0.0,0.0,1997,경기도,안산시 상록구,음식,43
06-30,12,화요일,21.3,0.0,0.0,2000,경기도,안산시 상록구,음식,62
06-30,13,화요일,21.3,0.0,0.0,1910,경기도,안산시 상록구,음식,50
06-30,14,화요일,22.1,0.0,0.0,1988,경기도,안산시 상록구,음식,48
06-30,15,화요일,22.3,0.0,0.0,2000,경기도,안산시 상록구,음식,36
06-30,16,화요일,22.5,0.0,0.0,2000,경기도,안산시 상록구,음식,38
06-30,17,화요일,22.9,0.0,0.0,2000,경기도,안산시 상록구,음식,72
06-30,18,화요일,22.7,0.0,0.0,2000,경기도,안산시 상록구,음식,104
06-30,19,화요일,20.9,0.0,0.0,2000,경기도,안산시 상록구,음식,139
06-30,20,화요일,20.8,0.1,0.0,2000,경기도,안산시 상록구,음식,106
06-30,21,화요일,19.8,0.1,0.0,1991,경기도,안산시 상록구,음식,81
06-30,22,화요일,18.4,0.4,0.0,1070,경기도,안산시 상록구,음식,75
06-30,23,화요일,17.9,1.0,0.0,1899,경기도,안산시 상록구,음식,31
07-01,0,수요일,17.9,0.5,0.0,1937,경기도,안산시 상록구,음식,23
07-01,1,수요일,18.2,0.1,0.0,2000,경기도,안산시 상록구,음식,11
07-01,2,수요일,18.3,0.0,0.0,2000,경기도,안산시 상록구,음식,22
07-01,10,수요일,21.8,0.0,0.0,1951,경기도,안산시 상록구,음식,17
07-01,11,수요일,21.4,0.0,0.0,2000,경기도,안산시 상록구,음식,48
07-01,12,수요일,21.9,0.0,0.0,2000,경기도,안산시 상록구,음식,68
07-01,13,수요일,22.4,0.0,0.0,1962,경기도,안산시 상록구,음식,47
07-01,14,수요일,23.3,0.0,0.0,2020,경기도,안산시 상록구,음식,49
07-01,15,수요일,23.9,0.0,0.0,1885,경기도,안산시 상록구,음식,27
07-01,16,수요일,23.6,0.0,0.0,856,경기도,안산시 상록구,음식,35
07-01,17,수요일,23.0,0.0,0.0,622,경기도,안산시 상록구,음식,80
07-01,18,수요일,22.1,0.2,0.0,899,경기도,안산시 상록구,음식,117
07-01,19,수요일,22.3,0.2,0.0,574,경기도,안산시 상록구,음식,125
07-01,20,수요일,22.5,0.0,0.0,612,경기도,안산시 상록구,음식,102
07-01,21,수요일,22.2,0.0,0.0,720,경기도,안산시 상록구,음식,74
07-01,22,수요일,20.9,0.0,0.0,801,경기도,안산시 상록구,음식,66
07-01,23,수요일,20.3,0.0,0.0,934,경기도,안산시 상록구,음식,32
07-02,0,목요일,19.6,0.0,0.0,459,경기도,안산시 상록구,음식,19
07-02,1,목요일,19.2,0.0,0.0,339,경기도,안산시 상록구,음식,17
07-02,2,목요일,19.2,0.0,0.0,317,경기도,안산시 상록구,음식,16
07-02,10,목요일,24.0,0.0,0.0,943,경기도,안산시 상록구,음식,11
07-02,11,목요일,25.0,0.0,0.0,817,경기도,안산시 상록구,음식,47
07-02,12,목요일,26.8,0.0,0.0,543,경기도,안산시 상록구,음식,44
07-02,13,목요일,26.5,0.0,0.0,615,경기도,안산시 상록구,음식,44
07-02,14,목요일,27.5,0.0,0.0,764,경기도,안산시 상록구,음식,43
07-02,15,목요일,29.0,0.0,0.0,1329,경기도,안산시 상록구,음식,28
07-02,16,목요일,28.2,0.0,0.0,1000,경기도,안산시 상록구,음식,42
07-02,17,목요일,28.8,0.0,0.0,1143,경기도,안산시 상록구,음식,61
07-02,18,목요일,28.4,0.0,0.0,1056,경기도,안산시 상록구,음식,92
07-02,19,목요일,26.1,0.0,0.0,749,경기도,안산시 상록구,음식,118
07-02,20,목요일,23.7,0.0,0.0,1450,경기도,안산시 상록구,음식,80
07-02,21,목요일,22.3,0.0,0.0,849,경기도,안산시 상록구,음식,56
07-02,22,목요일,21.6,0.0,0.0,1243,경기도,안산시 상록구,음식,44
07-02,23,목요일,21.2,0.0,0.0,1082,경기도,안산시 상록구,음식,39
07-03,0,금요일,20.9,0.6,0.0,1470,경기도,안산시 상록구,음식,14
07-03,1,금요일,20.5,0.0,0.0,419,경기도,안산시 상록구,음식,8
07-03,2,금요일,20.0,0.0,0.0,357,경기도,안산시 상록구,음식,16
07-03,10,금요일,27.8,0.0,0.0,1981,경기도,안산시 상록구,음식,18
07-03,11,금요일,27.9,0.0,0.0,2000,경기도,안산시 상록구,음식,54
07-03,12,금요일,28.8,0.0,0.0,2000,경기도,안산시 상록구,음식,93
07-03,13,금요일,28.4,0.0,0.0,2000,경기도,안산시 상록구,음식,55
07-03,14,금요일,28.0,0.0,0.0,1999,경기도,안산시 상록구,음식,35
07-03,15,금요일,27.8,0.0,0.0,2000,경기도,안산시 상록구,음식,48
07-03,16,금요일,28.1,0.0,0.0,2000,경기도,안산시 상록구,음식,38
07-03,17,금요일,26.8,0.0,0.0,2000,경기도,안산시 상록구,음식,70
07-03,18,금요일,25.8,0.0,0.0,1994,경기도,안산시 상록구,음식,117
07-03,19,금요일,24.8,0.0,0.0,2000,경기도,안산시 상록구,음식,160
07-03,20,금요일,23.9,0.0,0.0,2000,경기도,안산시 상록구,음식,137
07-03,21,금요일,21.5,0.4,0.0,2000,경기도,안산시 상록구,음식,112
07-03,22,금요일,20.6,0.0,0.0,2000,경기도,안산시 상록구,음식,80
07-03,23,금요일,20.1,0.0,0.0,2000,경기도,안산시 상록구,음식,56
07-04,0,토요일,19.8,0.1,0.0,708,경기도,안산시 상록구,음식,23
07-04,1,토요일,19.3,0.6,0.0,596,경기도,안산시 상록구,음식,20
07-04,2,토요일,18.9,0.3,0.0,936,경기도,안산시 상록구,음식,15
07-04,3,토요일,18.6,0.1,0.0,1374,경기도,안산시 상록구,음식,1
07-04,10,토요일,23.7,0.0,0.0,1962,경기도,안산시 상록구,음식,25
07-04,11,토요일,25.1,0.0,0.0,1949,경기도,안산시 상록구,음식,71
07-04,12,토요일,25.8,0.0,0.0,1996,경기도,안산시 상록구,음식,80
07-04,13,토요일,26.2,0.0,0.0,2000,경기도,안산시 상록구,음식,99
07-04,14,토요일,27.9,0.0,0.0,1998,경기도,안산시 상록구,음식,72
07-04,15,토요일,27.2,0.0,0.0,1950,경기도,안산시 상록구,음식,62
07-04,16,토요일,25.4,0.0,0.0,1903,경기도,안산시 상록구,음식,65
07-04,17,토요일,26.0,0.0,0.0,1973,경기도,안산시 상록구,음식,82
07-04,18,토요일,25.1,0.0,0.0,1981,경기도,안산시 상록구,음식,118
07-04,19,토요일,24.4,0.0,0.0,1958,경기도,안산시 상록구,음식,124
07-04,20,토요일,22.3,0.0,0.0,1992,경기도,안산시 상록구,음식,110
07-04,21,토요일,21.2,0.0,0.0,1920,경기도,안산시 상록구,음식,97
07-04,22,토요일,20.7,0.0,0.0,1725,경기도,안산시 상록구,음식,76
07-04,23,토요일,21.0,0.0,0.0,1948,경기도,안산시 상록구,음식,67
07-05,0,일요일,20.2,0.0,0.0,1946,경기도,안산시 상록구,음식,29
07-05,1,일요일,19.7,0.0,0.0,926,경기도,안산시 상록구,음식,27
07-05,2,일요일,18.9,0.0,0.0,683,경기도,안산시 상록구,음식,17
07-05,9,일요일,22.0,0.0,0.0,835,경기도,안산시 상록구,음식,1
07-05,10,일요일,23.4,0.0,0.0,1490,경기도,안산시 상록구,음식,15
07-05,11,일요일,25.3,0.0,0.0,1298,경기도,안산시 상록구,음식,69
07-05,12,일요일,24.9,0.0,0.0,1224,경기도,안산시 상록구,음식,70
07-05,13,일요일,25.2,0.0,0.0,1004,경기도,안산시 상록구,음식,89
07-05,14,일요일,26.7,0.0,0.0,1159,경기도,안산시 상록구,음식,81
07-05,15,일요일,27.2,0.0,0.0,1715,경기도,안산시 상록구,음식,56
07-05,16,일요일,27.9,0.0,0.0,1793,경기도,안산시 상록구,음식,54
07-05,17,일요일,27.4,0.0,0.0,1640,경기도,안산시 상록구,음식,106
07-05,18,일요일,26.3,0.0,0.0,1930,경기도,안산시 상록구,음식,135
07-05,19,일요일,24.8,0.0,0.0,1849,경기도,안산시 상록구,음식,112
07-05,20,일요일,23.3,0.0,0.0,1729,경기도,안산시 상록구,음식,106
07-05,21,일요일,21.6,0.0,0.0,2000,경기도,안산시 상록구,음식,82
07-05,22,일요일,21.6,0.0,0.0,2006,경기도,안산시 상록구,음식,80
07-05,23,일요일,21.6,0.0,0.0,1767,경기도,안산시 상록구,음식,55
07-06,0,월요일,21.1,0.0,0.0,1439,경기도,안산시 상록구,음식,27
07-06,1,월요일,20.9,0.0,0.0,1050,경기도,안산시 상록구,음식,22
07-06,2,월요일,21.2,0.0,0.0,973,경기도,안산시 상록구,음식,22
07-06,10,월요일,25.3,0.0,0.0,1109,경기도,안산시 상록구,음식,12
07-06,11,월요일,26.6,0.0,0.0,1724,경기도,안산시 상록구,음식,69
07-06,12,월요일,27.0,0.0,0.0,1935,경기도,안산시 상록구,음식,73
07-06,13,월요일,28.1,0.0,0.0,1864,경기도,안산시 상록구,음식,65
07-06,14,월요일,28.8,0.0,0.0,1786,경기도,안산시 상록구,음식,43
07-06,15,월요일,30.2,0.0,0.0,1978,경기도,안산시 상록구,음식,31
07-06,16,월요일,29.9,0.0,0.0,1918,경기도,안산시 상록구,음식,42
07-06,17,월요일,29.1,0.0,0.0,1722,경기도,안산시 상록구,음식,66
07-06,18,월요일,26.8,0.0,0.0,1666,경기도,안산시 상록구,음식,121
07-06,19,월요일,25.3,0.0,0.0,2000,경기도,안산시 상록구,음식,135
07-06,20,월요일,24.6,0.0,0.0,1950,경기도,안산시 상록구,음식,114
07-06,21,월요일,23.4,0.0,0.0,1443,경기도,안산시 상록구,음식,83
07-06,22,월요일,22.9,0.0,0.0,1120,경기도,안산시 상록구,음식,59
07-06,23,월요일,22.2,0.0,0.0,796,경기도,안산시 상록구,음식,37
07-07,0,화요일,22.2,0.0,0.0,678,경기도,안산시 상록구,음식,21
07-07,1,화요일,22.2,0.0,0.0,751,경기도,안산시 상록구,음식,14
07-07,2,화요일,21.6,0.0,0.0,664,경기도,안산시 상록구,음식,9
07-07,10,화요일,23.5,0.0,0.0,1100,경기도,안산시 상록구,음식,12
07-07,11,화요일,24.7,0.0,0.0,1506,경기도,안산시 상록구,음식,45
07-07,12,화요일,24.7,0.0,0.0,1827,경기도,안산시 상록구,음식,51
07-07,13,화요일,25.5,0.0,0.0,1990,경기도,안산시 상록구,음식,43
07-07,14,화요일,25.6,0.0,0.0,1971,경기도,안산시 상록구,음식,31
07-07,15,화요일,26.7,0.0,0.0,1852,경기도,안산시 상록구,음식,42
07-07,16,화요일,27.4,0.0,0.0,1919,경기도,안산시 상록구,음식,44
07-07,17,화요일,27.2,0.0,0.0,2011,경기도,안산시 상록구,음식,58
07-07,18,화요일,26.1,0.0,0.0,1959,경기도,안산시 상록구,음식,123
07-07,19,화요일,24.6,0.0,0.0,1993,경기도,안산시 상록구,음식,148
07-07,20,화요일,23.1,0.0,0.0,1904,경기도,안산시 상록구,음식,113
07-07,21,화요일,21.9,0.0,0.0,1547,경기도,안산시 상록구,음식,84
07-07,22,화요일,21.6,0.0,0.0,1269,경기도,안산시 상록구,음식,64
07-07,23,화요일,21.0,0.0,0.0,1749,경기도,안산시 상록구,음식,25
07-08,0,수요일,20.9,0.0,0.0,1703,경기도,안산시 상록구,음식,20
07-08,1,수요일,20.5,0.0,0.0,590,경기도,안산시 상록구,음식,17
07-08,2,수요일,20.1,0.0,0.0,604,경기도,안산시 상록구,음식,13
07-08,10,수요일,24.6,0.0,0.0,651,경기도,안산시 상록구,음식,12
07-08,11,수요일,25.6,0.0,0.0,647,경기도,안산시 상록구,음식,44
07-08,12,수요일,27.0,0.0,0.0,707,경기도,안산시 상록구,음식,67
07-08,13,수요일,27.4,0.0,0.0,822,경기도,안산시 상록구,음식,57
07-08,14,수요일,28.9,0.0,0.0,709,경기도,안산시 상록구,음식,38
07-08,15,수요일,28.7,0.0,0.0,1303,경기도,안산시 상록구,음식,35
07-08,16,수요일,28.7,0.0,0.0,1537,경기도,안산시 상록구,음식,59
07-08,17,수요일,28.5,0.0,0.0,1802,경기도,안산시 상록구,음식,63
07-08,18,수요일,27.1,0.0,0.0,1776,경기도,안산시 상록구,음식,110
07-08,19,수요일,25.6,0.0,0.0,1530,경기도,안산시 상록구,음식,139
07-08,20,수요일,23.6,0.0,0.0,1429,경기도,안산시 상록구,음식,112
07-08,21,수요일,22.2,0.0,0.0,849,경기도,안산시 상록구,음식,76
07-08,22,수요일,20.5,0.0,0.0,417,경기도,안산시 상록구,음식,66
07-08,23,수요일,20.4,0.0,0.0,342,경기도,안산시 상록구,음식,28
07-09,0,목요일,20.4,0.0,0.0,326,경기도,안산시 상록구,음식,21
07-09,1,목요일,20.2,0.0,0.0,207,경기도,안산시 상록구,음식,21
07-09,2,목요일,20.3,0.0,0.0,218,경기도,안산시 상록구,음식,14
07-09,10,목요일,28.3,0.0,0.0,710,경기도,안산시 상록구,음식,12
07-09,11,목요일,29.6,0.0,0.0,1207,경기도,안산시 상록구,음식,46
07-09,12,목요일,30.3,0.0,0.0,1546,경기도,안산시 상록구,음식,58
07-09,13,목요일,31.9,0.0,0.0,1801,경기도,안산시 상록구,음식,46
07-09,14,목요일,31.8,0.0,0.0,1851,경기도,안산시 상록구,음식,41
07-09,15,목요일,32.3,0.0,0.0,2101,경기도,안산시 상록구,음식,39
07-09,16,목요일,32.7,0.0,0.0,1928,경기도,안산시 상록구,음식,32
07-09,17,목요일,32.0,0.0,0.0,1968,경기도,안산시 상록구,음식,65
07-09,18,목요일,31.0,0.0,0.0,1708,경기도,안산시 상록구,음식,109
07-09,19,목요일,31.1,0.0,0.0,2000,경기도,안산시 상록구,음식,139
07-09,20,목요일,30.0,0.0,0.0,2000,경기도,안산시 상록구,음식,109
07-09,21,목요일,27.6,0.0,0.0,675,경기도,안산시 상록구,음식,97
07-09,22,목요일,26.0,0.0,0.0,768,경기도,안산시 상록구,음식,60
07-09,23,목요일,27.9,0.0,0.0,1524,경기도,안산시 상록구,음식,42
07-10,0,금요일,27.2,0.0,0.0,1335,경기도,안산시 상록구,음식,28
07-10,1,금요일,26.9,0.0,0.0,1422,경기도,안산시 상록구,음식,21
07-10,2,금요일,26.4,0.0,0.0,1440,경기도,안산시 상록구,음식,11
07-10,3,금요일,26.0,0.0,0.0,1793,경기도,안산시 상록구,음식,1
07-10,10,금요일,25.8,0.0,0.0,1943,경기도,안산시 상록구,음식,15
07-10,11,금요일,27.7,0.0,0.0,1852,경기도,안산시 상록구,음식,60
07-10,12,금요일,27.4,0.0,0.0,2000,경기도,안산시 상록구,음식,56
07-10,13,금요일,26.9,0.0,0.0,2000,경기도,안산시 상록구,음식,52
07-10,14,금요일,26.5,0.0,0.0,1950,경기도,안산시 상록구,음식,35
07-10,15,금요일,27.6,0.0,0.0,1994,경기도,안산시 상록구,음식,32
07-10,16,금요일,28.0,0.0,0.0,2000,경기도,안산시 상록구,음식,44
07-10,17,금요일,27.9,0.0,0.0,2000,경기도,안산시 상록구,음식,75
07-10,18,금요일,28.6,0.0,0.0,2000,경기도,안산시 상록구,음식,141
07-10,19,금요일,27.3,0.0,0.0,2000,경기도,안산시 상록구,음식,134
07-10,20,금요일,26.1,0.0,0.0,2000,경기도,안산시 상록구,음식,116
07-10,21,금요일,25.6,0.0,0.0,2000,경기도,안산시 상록구,음식,107
07-10,22,금요일,24.7,0.0,0.0,2000,경기도,안산시 상록구,음식,81
07-10,23,금요일,24.1,0.0,0.0,2000,경기도,안산시 상록구,음식,46
07-11,0,토요일,23.2,0.0,0.0,2000,경기도,안산시 상록구,음식,23
07-11,1,토요일,23.1,0.0,0.0,2000,경기도,안산시 상록구,음식,20
07-11,2,토요일,22.7,0.0,0.0,2000,경기도,안산시 상록구,음식,17
07-11,10,토요일,27.7,0.0,0.0,2000,경기도,안산시 상록구,음식,27
07-11,11,토요일,28.2,0.0,0.0,2000,경기도,안산시 상록구,음식,56
07-11,12,토요일,28.3,0.0,0.0,2000,경기도,안산시 상록구,음식,79
07-11,13,토요일,29.8,0.0,0.0,2000,경기도,안산시 상록구,음식,90
07-11,14,토요일,30.0,0.0,0.0,2000,경기도,안산시 상록구,음식,69
07-11,15,토요일,29.8,0.0,0.0,2000,경기도,안산시 상록구,음식,62
07-11,16,토요일,29.5,0.0,0.0,2000,경기도,안산시 상록구,음식,61
07-11,17,토요일,29.0,0.0,0.0,2000,경기도,안산시 상록구,음식,111
07-11,18,토요일,28.6,0.0,0.0,1986,경기도,안산시 상록구,음식,130
07-11,19,토요일,27.8,0.0,0.0,2000,경기도,안산시 상록구,음식,146
07-11,20,토요일,27.0,0.0,0.0,2000,경기도,안산시 상록구,음식,135
07-11,21,토요일,26.3,0.0,0.0,2000,경기도,안산시 상록구,음식,97
07-11,22,토요일,25.9,0.0,0.0,2000,경기도,안산시 상록구,음식,76
07-11,23,토요일,25.4,0.0,0.0,2000,경기도,안산시 상록구,음식,47
07-12,0,일요일,24.9,0.0,0.0,2000,경기도,안산시 상록구,음식,27
07-12,1,일요일,24.7,0.0,0.0,1983,경기도,안산시 상록구,음식,25
07-12,2,일요일,24.4,0.0,0.0,1998,경기도,안산시 상록구,음식,22
07-12,10,일요일,24.2,0.0,0.0,2000,경기도,안산시 상록구,음식,27
07-12,11,일요일,25.0,0.0,0.0,1996,경기도,안산시 상록구,음식,69
07-12,12,일요일,25.2,0.0,0.0,2000,경기도,안산시 상록구,음식,102
07-12,13,일요일,25.3,0.0,0.0,2000,경기도,안산시 상록구,음식,107
07-12,14,일요일,25.1,0.0,0.0,2000,경기도,안산시 상록구,음식,86
07-12,15,일요일,25.1,0.0,0.0,2000,경기도,안산시 상록구,음식,69
07-12,16,일요일,23.9,0.2,0.0,1968,경기도,안산시 상록구,음식,97
07-12,17,일요일,22.9,0.8,0.0,1962,경기도,안산시 상록구,음식,152
07-12,18,일요일,22.3,0.8,0.0,1720,경기도,안산시 상록구,음식,174
07-12,19,일요일,22.0,0.7,0.0,1920,경기도,안산시 상록구,음식,153
07-12,20,일요일,21.6,0.6,0.0,1728,경기도,안산시 상록구,음식,127
07-12,21,일요일,21.4,1.2,0.0,1988,경기도,안산시 상록구,음식,89
07-12,22,일요일,21.4,0.0,0.0,2000,경기도,안산시 상록구,음식,66
07-12,23,일요일,21.3,0.0,0.0,1997,경기도,안산시 상록구,음식,58
07-13,0,월요일,20.8,0.5,0.0,1991,경기도,안산시 상록구,음식,42
07-13,1,월요일,20.3,2.5,0.0,970,경기도,안산시 상록구,음식,19
07-13,2,월요일,19.4,5.6,0.0,982,경기도,안산시 상록구,음식,16
07-13,10,월요일,19.2,1.5,0.0,950,경기도,안산시 상록구,음식,12
07-13,11,월요일,19.3,1.5,0.0,1995,경기도,안산시 상록구,음식,68
07-13,12,월요일,19.1,2.0,0.0,991,경기도,안산시 상록구,음식,87
07-13,13,월요일,19.1,1.3,0.0,679,경기도,안산시 상록구,음식,62
07-13,14,월요일,19.5,1.0,0.0,776,경기도,안산시 상록구,음식,57
07-13,15,월요일,19.6,1.6,0.0,950,경기도,안산시 상록구,음식,60
07-13,16,월요일,19.8,0.8,0.0,2000,경기도,안산시 상록구,음식,48
07-13,17,월요일,20.2,0.1,0.0,2000,경기도,안산시 상록구,음식,87
07-13,18,월요일,19.7,0.0,0.0,1955,경기도,안산시 상록구,음식,135
07-13,19,월요일,19.5,0.2,0.0,1885,경기도,안산시 상록구,음식,148
07-13,20,월요일,19.1,0.4,0.0,1073,경기도,안산시 상록구,음식,125
07-13,21,월요일,18.8,2.9,0.0,1862,경기도,안산시 상록구,음식,93
07-13,22,월요일,19.1,0.0,0.0,1995,경기도,안산시 상록구,음식,66
07-13,23,월요일,18.8,0.1,0.0,1991,경기도,안산시 상록구,음식,52
07-14,0,화요일,18.4,0.8,0.0,873,경기도,안산시 상록구,음식,34
07-14,1,화요일,18.1,4.7,0.0,873,경기도,안산시 상록구,음식,26
07-14,2,화요일,18.1,3.7,0.0,489,경기도,안산시 상록구,음식,19
07-14,10,화요일,20.7,0.0,0.0,2000,경기도,안산시 상록구,음식,13
07-14,11,화요일,21.0,0.0,0.0,2000,경기도,안산시 상록구,음식,49
07-14,12,화요일,21.7,0.0,0.0,2000,경기도,안산시 상록구,음식,55
07-14,13,화요일,22.4,0.0,0.0,2000,경기도,안산시 상록구,음식,47
07-14,14,화요일,22.4,0.0,0.0,2000,경기도,안산시 상록구,음식,38
07-14,15,화요일,23.1,0.0,0.0,2000,경기도,안산시 상록구,음식,45
07-14,16,화요일,23.7,0.0,0.0,2000,경기도,안산시 상록구,음식,41
07-14,17,화요일,23.2,0.0,0.0,1845,경기도,안산시 상록구,음식,68
07-14,18,화요일,22.5,0.0,0.0,2000,경기도,안산시 상록구,음식,115
07-14,19,화요일,22.3,0.0,0.0,1996,경기도,안산시 상록구,음식,124
07-14,20,화요일,22.3,0.0,0.0,2000,경기도,안산시 상록구,음식,90
07-14,21,화요일,22.1,0.0,0.0,2000,경기도,안산시 상록구,음식,59
07-14,22,화요일,21.7,0.0,0.0,2000,경기도,안산시 상록구,음식,41
07-14,23,화요일,21.7,0.0,0.0,2000,경기도,안산시 상록구,음식,40
07-15,0,수요일,21.5,0.0,0.0,2000,경기도,안산시 상록구,음식,21
07-15,1,수요일,21.1,0.0,0.0,2000,경기도,안산시 상록구,음식,16
07-15,2,수요일,20.0,0.0,0.0,2006,경기도,안산시 상록구,음식,18
07-15,10,수요일,23.4,0.0,0.0,2000,경기도,안산시 상록구,음식,16
07-15,11,수요일,24.0,0.0,0.0,2000,경기도,안산시 상록구,음식,35
07-15,12,수요일,24.8,0.0,0.0,2000,경기도,안산시 상록구,음식,77
07-15,13,수요일,25.0,0.0,0.0,2000,경기도,안산시 상록구,음식,59
07-15,14,수요일,27.0,0.0,0.0,1996,경기도,안산시 상록구,음식,36
07-15,15,수요일,26.4,0.0,0.0,2078,경기도,안산시 상록구,음식,38
07-15,16,수요일,27.5,0.0,0.0,1999,경기도,안산시 상록구,음식,29
07-15,17,수요일,26.6,0.0,0.0,1946,경기도,안산시 상록구,음식,59
07-15,18,수요일,25.7,0.0,0.0,2000,경기도,안산시 상록구,음식,90
07-15,19,수요일,24.5,0.0,0.0,2000,경기도,안산시 상록구,음식,129
07-15,20,수요일,22.6,0.0,0.0,1947,경기도,안산시 상록구,음식,116
07-15,21,수요일,21.4,0.0,0.0,2000,경기도,안산시 상록구,음식,78
07-15,22,수요일,20.9,0.0,0.0,2000,경기도,안산시 상록구,음식,54
07-15,23,수요일,20.5,0.0,0.0,2000,경기도,안산시 상록구,음식,27
07-16,0,목요일,19.9,0.0,0.0,2000,경기도,안산시 상록구,음식,13
07-16,1,목요일,19.9,0.0,0.0,1840,경기도,안산시 상록구,음식,12
07-16,2,목요일,19.0,0.0,0.0,1845,경기도,안산시 상록구,음식,15
07-16,10,목요일,24.7,0.0,0.0,1847,경기도,안산시 상록구,음식,9
07-16,11,목요일,26.2,0.0,0.0,1921,경기도,안산시 상록구,음식,48
07-16,12,목요일,26.9,0.0,0.0,1969,경기도,안산시 상록구,음식,48
07-16,13,목요일,27.9,0.0,0.0,1747,경기도,안산시 상록구,음식,61
07-16,14,목요일,27.9,0.0,0.0,1857,경기도,안산시 상록구,음식,58
07-16,15,목요일,28.5,0.0,0.0,1880,경기도,안산시 상록구,음식,50
07-16,16,목요일,28.0,0.0,0.0,2022,경기도,안산시 상록구,음식,38
07-16,17,목요일,27.2,0.0,0.0,2025,경기도,안산시 상록구,음식,79
07-16,18,목요일,26.3,0.0,0.0,2000,경기도,안산시 상록구,음식,149
07-16,19,목요일,25.1,0.0,0.0,2000,경기도,안산시 상록구,음식,167
07-16,20,목요일,23.1,0.0,0.0,1881,경기도,안산시 상록구,음식,139
07-16,21,목요일,22.9,0.0,0.0,1994,경기도,안산시 상록구,음식,106
07-16,22,목요일,21.7,0.0,0.0,1707,경기도,안산시 상록구,음식,72
07-16,23,목요일,21.4,0.0,0.0,1716,경기도,안산시 상록구,음식,54
07-17,0,금요일,21.1,0.0,0.0,1870,경기도,안산시 상록구,음식,19
07-17,1,금요일,20.8,0.0,0.0,1067,경기도,안산시 상록구,음식,16
07-17,2,금요일,20.7,0.0,0.0,946,경기도,안산시 상록구,음식,12
07-17,10,금요일,25.8,0.0,0.0,851,경기도,안산시 상록구,음식,12
07-17,11,금요일,26.9,0.0,0.0,753,경기도,안산시 상록구,음식,70
07-17,12,금요일,28.2,0.0,0.0,1060,경기도,안산시 상록구,음식,84
07-17,13,금요일,28.5,0.0,0.0,1161,경기도,안산시 상록구,음식,62
07-17,14,금요일,29.4,0.0,0.0,1411,경기도,안산시 상록구,음식,52
07-17,15,금요일,29.1,0.0,0.0,1393,경기도,안산시 상록구,음식,23
07-17,16,금요일,28.2,0.0,0.0,1538,경기도,안산시 상록구,음식,49
07-17,17,금요일,28.4,0.0,0.0,1329,경기도,안산시 상록구,음식,69
07-17,18,금요일,27.6,0.0,0.0,1666,경기도,안산시 상록구,음식,120
07-17,19,금요일,25.0,0.0,0.0,1998,경기도,안산시 상록구,음식,141
07-17,20,금요일,23.5,0.0,0.0,2000,경기도,안산시 상록구,음식,143
07-17,21,금요일,22.8,0.0,0.0,2000,경기도,안산시 상록구,음식,108
07-17,22,금요일,22.9,0.0,0.0,2000,경기도,안산시 상록구,음식,78
07-17,23,금요일,23.0,0.0,0.0,2000,경기도,안산시 상록구,음식,54
07-18,0,토요일,22.2,0.0,0.0,1950,경기도,안산시 상록구,음식,29
07-18,1,토요일,21.6,0.0,0.0,1989,경기도,안산시 상록구,음식,23
07-18,2,토요일,21.6,0.0,0.0,1944,경기도,안산시 상록구,음식,18
07-18,10,토요일,26.7,0.0,0.0,1094,경기도,안산시 상록구,음식,26
07-18,11,토요일,26.7,0.0,0.0,1050,경기도,안산시 상록구,음식,66
