날짜,시간,요일,기온,강수량,적설,시정,시도,시군구,업종,주문건수
01-08,22,수요일,1.0,0.0,0.0,808,경기도,안산시 상록구,음식,52
01-08,23,수요일,0.5,0.0,0.0,1509,경기도,안산시 상록구,음식,37
01-09,0,목요일,0.2,0.0,0.0,1170,경기도,안산시 상록구,음식,16
01-09,1,목요일,0.2,0.0,0.0,1162,경기도,안산시 상록구,음식,10
01-09,2,목요일,0.0,0.0,0.0,837,경기도,안산시 상록구,음식,4
01-09,11,목요일,0.0,0.0,0.0,674,경기도,안산시 상록구,음식,23
01-09,12,목요일,0.7,0.0,0.0,777,경기도,안산시 상록구,음식,45
01-09,13,목요일,1.8,0.0,0.0,949,경기도,안산시 상록구,음식,43
01-09,14,목요일,2.5,0.0,0.0,1063,경기도,안산시 상록구,음식,35
01-09,15,목요일,2.7,0.0,0.0,1151,경기도,안산시 상록구,음식,19
01-09,16,목요일,2.2,0.0,0.0,1000,경기도,안산시 상록구,음식,25
01-09,17,목요일,1.0,0.0,0.0,966,경기도,안산시 상록구,음식,38
01-09,18,목요일,0.0,0.0,0.0,872,경기도,안산시 상록구,음식,76
01-09,19,목요일,-0.4,0.0,0.0,847,경기도,안산시 상록구,음식,99
01-09,20,목요일,-1.3,0.0,0.0,729,경기도,안산시 상록구,음식,80
01-09,21,목요일,-1.6,0.0,0.0,717,경기도,안산시 상록구,음식,74
01-09,22,목요일,-2.2,0.0,0.0,616,경기도,안산시 상록구,음식,63
01-09,23,목요일,-2.6,0.0,0.0,650,경기도,안산시 상록구,음식,46
01-10,0,금요일,-3.0,0.0,0.0,660,경기도,안산시 상록구,음식,16
01-10,1,금요일,-3.3,0.0,0.0,667,경기도,안산시 상록구,음식,15
01-10,2,금요일,-3.6,0.0,0.0,560,경기도,안산시 상록구,음식,14
01-10,10,금요일,-0.7,0.0,0.0,796,경기도,안산시 상록구,음식,6
01-10,11,금요일,0.7,0.0,0.0,647,경기도,안산시 상록구,음식,26
01-10,12,금요일,2.0,0.0,0.0,592,경기도,안산시 상록구,음식,40
01-10,13,금요일,2.9,0.0,0.0,627,경기도,안산시 상록구,음식,26
01-10,14,금요일,3.4,0.0,0.0,731,경기도,안산시 상록구,음식,27
01-10,15,금요일,4.1,0.0,0.0,552,경기도,안산시 상록구,음식,24
01-10,16,금요일,4.2,0.0,0.0,707,경기도,안산시 상록구,음식,15
01-10,17,금요일,3.3,0.0,0.0,535,경기도,안산시 상록구,음식,43
01-10,18,금요일,1.5,0.0,0.0,964,경기도,안산시 상록구,음식,87
01-10,19,금요일,0.4,0.0,0.0,766,경기도,안산시 상록구,음식,105
01-10,20,금요일,-0.1,0.0,0.0,746,경기도,안산시 상록구,음식,95
01-10,21,금요일,-0.5,0.0,0.0,653,경기도,안산시 상록구,음식,65
01-10,22,금요일,-1.1,0.0,0.0,577,경기도,안산시 상록구,음식,63
01-10,23,금요일,-1.6,0.0,0.0,555,경기도,안산시 상록구,음식,36
01-11,0,토요일,-1.9,0.0,0.0,557,경기도,안산시 상록구,음식,26
01-11,1,토요일,-2.5,0.0,0.0,686,경기도,안산시 상록구,음식,17
01-11,2,토요일,-3.0,0.0,0.0,673,경기도,안산시 상록구,음식,15
01-11,10,토요일,0.3,0.0,0.0,753,경기도,안산시 상록구,음식,14
01-11,11,토요일,2.0,0.0,0.0,643,경기도,안산시 상록구,음식,35
01-11,12,토요일,3.2,0.0,0.0,904,경기도,안산시 상록구,음식,63
01-11,13,토요일,3.7,0.0,0.0,932,경기도,안산시 상록구,음식,46
01-11,14,토요일,4.1,0.0,0.0,889,경기도,안산시 상록구,음식,39
01-11,15,토요일,3.9,0.0,0.0,1300,경기도,안산시 상록구,음식,40
01-11,16,토요일,3.4,0.0,0.0,1719,경기도,안산시 상록구,음식,42
01-11,17,토요일,1.8,0.0,0.0,1208,경기도,안산시 상록구,음식,83
01-11,18,토요일,0.5,0.0,0.0,766,경기도,안산시 상록구,음식,112
01-11,19,토요일,-0.1,0.0,0.0,758,경기도,안산시 상록구,음식,101
01-11,20,토요일,0.0,0.0,0.0,702,경기도,안산시 상록구,음식,83
01-11,21,토요일,0.1,0.0,0.0,892,경기도,안산시 상록구,음식,66
01-11,22,토요일,-0.4,0.0,0.0,833,경기도,안산시 상록구,음식,61
01-11,23,토요일,-0.3,0.0,0.0,930,경기도,안산시 상록구,음식,54
01-12,0,일요일,-0.9,0.0,0.0,716,경기도,안산시 상록구,음식,19
01-12,1,일요일,-0.8,0.0,0.0,797,경기도,안산시 상록구,음식,16
01-12,2,일요일,-1.2,0.0,0.0,884,경기도,안산시 상록구,음식,23
01-12,10,일요일,-1.1,0.0,0.0,984,경기도,안산시 상록구,음식,2
01-12,11,일요일,0.0,0.0,0.0,1638,경기도,안산시 상록구,음식,45
01-12,12,일요일,1.3,0.0,0.0,1495,경기도,안산시 상록구,음식,55
01-12,13,일요일,1.3,0.0,0.0,1859,경기도,안산시 상록구,음식,69
01-12,14,일요일,1.9,0.0,0.0,1952,경기도,안산시 상록구,음식,41
01-12,15,일요일,2.1,0.0,0.0,1915,경기도,안산시 상록구,음식,47
01-12,16,일요일,1.3,0.0,0.0,2000,경기도,안산시 상록구,음식,57
01-12,17,일요일,0.8,0.0,0.0,2000,경기도,안산시 상록구,음식,70
01-12,18,일요일,0.4,0.0,0.0,1863,경기도,안산시 상록구,음식,127
01-12,19,일요일,-0.3,0.0,0.0,1884,경기도,안산시 상록구,음식,116
01-12,20,일요일,-0.9,0.0,0.0,1619,경기도,안산시 상록구,음식,79
01-12,21,일요일,-0.8,0.0,0.0,2000,경기도,안산시 상록구,음식,85
01-12,22,일요일,-0.4,0.0,0.0,2000,경기도,안산시 상록구,음식,65
01-12,23,일요일,-0.9,0.0,0.0,2000,경기도,안산시 상록구,음식,32
01-13,0,월요일,-1.2,0.0,0.0,2000,경기도,안산시 상록구,음식,17
01-13,1,월요일,-2.0,0.0,0.0,1943,경기도,안산시 상록구,음식,11
01-13,2,월요일,-2.6,0.0,0.0,1787,경기도,안산시 상록구,음식,20
01-13,10,월요일,-1.6,0.0,0.0,1866,경기도,안산시 상록구,음식,6
01-13,11,월요일,-0.3,0.0,0.0,1995,경기도,안산시 상록구,음식,32
01-13,12,월요일,-0.4,0.0,0.0,1998,경기도,안산시 상록구,음식,50
01-13,13,월요일,-0.1,0.0,0.0,1988,경기도,안산시 상록구,음식,38
01-13,14,월요일,0.3,0.0,0.0,1989,경기도,안산시 상록구,음식,23
01-13,15,월요일,0.4,0.0,0.0,2000,경기도,안산시 상록구,음식,29
01-13,16,월요일,0.0,0.0,0.0,2000,경기도,안산시 상록구,음식,19
01-13,17,월요일,-0.5,0.0,0.0,2000,경기도,안산시 상록구,음식,41
01-13,18,월요일,-1.8,0.0,0.0,2000,경기도,안산시 상록구,음식,70
01-13,19,월요일,-2.0,0.0,0.0,1950,경기도,안산시 상록구,음식,87
01-13,20,월요일,-2.9,0.0,0.0,2000,경기도,안산시 상록구,음식,67
01-13,21,월요일,-3.3,0.0,0.0,2000,경기도,안산시 상록구,음식,37
01-13,22,월요일,-3.5,0.0,0.0,2000,경기도,안산시 상록구,음식,38
01-13,23,월요일,-4.3,0.0,0.0,1997,경기도,안산시 상록구,음식,30
01-14,0,화요일,-4.6,0.0,0.0,1950,경기도,안산시 상록구,음식,15
01-14,1,화요일,-5.2,0.0,0.0,1902,경기도,안산시 상록구,음식,11
01-14,2,화요일,-5.2,0.0,0.0,1761,경기도,안산시 상록구,음식,6
01-14,10,화요일,-1.2,0.0,0.0,1777,경기도,안산시 상록구,음식,5
01-14,11,화요일,-0.3,0.0,0.0,1884,경기도,안산시 상록구,음식,34
01-14,12,화요일,0.8,0.0,0.0,1933,경기도,안산시 상록구,음식,23
01-14,13,화요일,1.8,0.0,0.0,1910,경기도,안산시 상록구,음식,23
01-14,14,화요일,2.6,0.0,0.0,1795,경기도,안산시 상록구,음식,20
01-14,15,화요일,2.8,0.0,0.0,1747,경기도,안산시 상록구,음식,13
01-14,16,화요일,2.3,0.0,0.0,1559,경기도,안산시 상록구,음식,19
01-14,17,화요일,1.1,0.0,0.0,1792,경기도,안산시 상록구,음식,25
01-14,18,화요일,-0.2,0.0,0.0,1949,경기도,안산시 상록구,음식,74
01-14,19,화요일,-1.4,0.0,0.0,2000,경기도,안산시 상록구,음식,61
01-14,20,화요일,-2.0,0.0,0.0,2000,경기도,안산시 상록구,음식,54
01-14,21,화요일,-2.1,0.0,0.0,1955,경기도,안산시 상록구,음식,45
01-14,22,화요일,-2.5,0.0,0.0,2000,경기도,안산시 상록구,음식,31
01-14,23,화요일,-3.3,0.0,0.0,2000,경기도,안산시 상록구,음식,25
01-15,0,수요일,-3.4,0.0,0.0,1941,경기도,안산시 상록구,음식,16
01-15,1,수요일,-4.2,0.0,0.0,1957,경기도,안산시 상록구,음식,1
01-15,2,수요일,-4.8,0.0,0.0,1812,경기도,안산시 상록구,음식,11
01-15,10,수요일,-2.2,0.0,0.0,1715,경기도,안산시 상록구,음식,8
01-15,11,수요일,-1.4,0.0,0.0,1766,경기도,안산시 상록구,음식,31
01-15,12,수요일,-1.4,0.0,0.0,1996,경기도,안산시 상록구,음식,42
01-15,13,수요일,0.9,0.0,0.0,1974,경기도,안산시 상록구,음식,32
01-15,14,수요일,1.6,0.0,0.0,1924,경기도,안산시 상록구,음식,23
01-15,15,수요일,2.0,0.0,0.0,2000,경기도,안산시 상록구,음식,23
01-15,16,수요일,1.9,0.0,0.0,1975,경기도,안산시 상록구,음식,30
01-15,17,수요일,1.1,0.0,0.0,1760,경기도,안산시 상록구,음식,55
01-15,18,수요일,-0.4,0.0,0.0,1921,경기도,안산시 상록구,음식,101
01-15,19,수요일,-1.2,0.0,0.0,1870,경기도,안산시 상록구,음식,108
01-15,20,수요일,-2.2,0.0,0.0,1593,경기도,안산시 상록구,음식,79
01-15,21,수요일,-2.3,0.0,0.0,1611,경기도,안산시 상록구,음식,44
01-15,22,수요일,-2.4,0.0,0.0,1937,경기도,안산시 상록구,음식,45
01-15,23,수요일,-3.5,0.0,0.0,1336,경기도,안산시 상록구,음식,33
01-16,0,목요일,-4.0,0.0,0.0,1205,경기도,안산시 상록구,음식,16
01-16,1,목요일,-3.9,0.0,0.0,1260,경기도,안산시 상록구,음식,12
01-16,2,목요일,-5.8,0.0,0.0,1012,경기도,안산시 상록구,음식,10
01-16,10,목요일,-2.0,0.0,0.0,1686,경기도,안산시 상록구,음식,8
01-16,11,목요일,0.0,0.0,0.0,1668,경기도,안산시 상록구,음식,29
01-16,12,목요일,0.7,0.0,0.0,1675,경기도,안산시 상록구,음식,41
01-16,13,목요일,2.1,0.0,0.0,2000,경기도,안산시 상록구,음식,37
01-16,14,목요일,3.3,0.0,0.0,1986,경기도,안산시 상록구,음식,21
01-16,15,목요일,4.0,0.0,0.0,2000,경기도,안산시 상록구,음식,21
01-16,16,목요일,3.1,0.0,0.0,1891,경기도,안산시 상록구,음식,26
01-16,17,목요일,0.8,0.0,0.0,1991,경기도,안산시 상록구,음식,47
01-16,18,목요일,-0.2,0.0,0.0,2000,경기도,안산시 상록구,음식,83
01-16,19,목요일,-0.8,0.0,0.0,1831,경기도,안산시 상록구,음식,108
01-16,20,목요일,-0.5,0.0,0.0,1615,경기도,안산시 상록구,음식,75
01-16,21,목요일,-1.3,0.0,0.0,1631,경기도,안산시 상록구,음식,51
01-16,22,목요일,-1.9,0.0,0.0,1730,경기도,안산시 상록구,음식,46
01-16,23,목요일,-2.0,0.0,0.0,1617,경기도,안산시 상록구,음식,44
01-17,0,금요일,-2.8,0.0,0.0,1427,경기도,안산시 상록구,음식,13
01-17,1,금요일,-2.8,0.0,0.0,1756,경기도,안산시 상록구,음식,15
01-17,2,금요일,-3.8,0.0,0.0,1302,경기도,안산시 상록구,음식,16
01-17,10,금요일,-1.5,0.0,0.0,1233,경기도,안산시 상록구,음식,5
01-17,11,금요일,0.1,0.0,0.0,1601,경기도,안산시 상록구,음식,35
01-17,12,금요일,1.9,0.0,0.0,1690,경기도,안산시 상록구,음식,70
01-17,13,금요일,2.9,0.0,0.0,1860,경기도,안산시 상록구,음식,34
01-17,14,금요일,3.8,0.0,0.0,1833,경기도,안산시 상록구,음식,19
01-17,15,금요일,4.4,0.0,0.0,1942,경기도,안산시 상록구,음식,22
01-17,16,금요일,3.8,0.0,0.0,1080,경기도,안산시 상록구,음식,19
01-17,17,금요일,2.1,0.0,0.0,1141,경기도,안산시 상록구,음식,39
01-17,18,금요일,0.9,0.0,0.0,1212,경기도,안산시 상록구,음식,79
01-17,19,금요일,-0.4,0.0,0.0,1446,경기도,안산시 상록구,음식,108
01-17,20,금요일,-0.6,0.0,0.0,1208,경기도,안산시 상록구,음식,85
01-17,21,금요일,-1.2,0.0,0.0,1054,경기도,안산시 상록구,음식,82
01-17,22,금요일,-1.3,0.0,0.0,983,경기도,안산시 상록구,음식,63
01-17,23,금요일,-1.5,0.0,0.0,1368,경기도,안산시 상록구,음식,50
01-18,0,토요일,-2.2,0.0,0.0,1095,경기도,안산시 상록구,음식,22
01-18,1,토요일,-2.5,0.0,0.0,1124,경기도,안산시 상록구,음식,8
01-18,2,토요일,-3.4,0.0,0.0,947,경기도,안산시 상록구,음식,12
01-18,3,토요일,-3.9,0.0,0.0,783,경기도,안산시 상록구,음식,1
01-18,10,토요일,-0.4,0.0,0.0,641,경기도,안산시 상록구,음식,6
01-18,11,토요일,1.0,0.0,0.0,669,경기도,안산시 상록구,음식,33
01-18,12,토요일,2.6,0.0,0.0,715,경기도,안산시 상록구,음식,62
01-18,13,토요일,3.9,0.0,0.0,945,경기도,안산시 상록구,음식,46
01-18,14,토요일,5.1,0.0,0.0,1238,경기도,안산시 상록구,음식,34
01-18,15,토요일,5.4,0.0,0.0,1705,경기도,안산시 상록구,음식,51
01-18,16,토요일,5.1,0.0,0.0,1988,경기도,안산시 상록구,음식,46
01-18,17,토요일,3.9,0.0,0.0,2000,경기도,안산시 상록구,음식,66
01-18,18,토요일,2.1,0.0,0.0,2000,경기도,안산시 상록구,음식,108
01-18,19,토요일,0.7,0.0,0.0,2000,경기도,안산시 상록구,음식,97
01-18,20,토요일,-0.7,0.0,0.0,2000,경기도,안산시 상록구,음식,72
01-18,21,토요일,-0.9,0.0,0.0,1861,경기도,안산시 상록구,음식,83
01-18,22,토요일,-2.1,0.0,0.0,1916,경기도,안산시 상록구,음식,56
01-18,23,토요일,-1.8,0.0,0.0,1775,경기도,안산시 상록구,음식,47
01-19,0,일요일,-2.0,0.0,0.0,1525,경기도,안산시 상록구,음식,7
01-19,1,일요일,-1.3,0.0,0.0,1751,경기도,안산시 상록구,음식,5
01-19,2,일요일,-1.5,0.0,0.0,1477,경기도,안산시 상록구,음식,17
01-19,10,일요일,0.3,0.0,0.0,576,경기도,안산시 상록구,음식,11
01-19,11,일요일,3.0,0.0,0.0,1238,경기도,안산시 상록구,음식,43
01-19,12,일요일,5.2,0.2,0.0,1832,경기도,안산시 상록구,음식,70
01-19,13,일요일,5.8,0.0,0.0,479,경기도,안산시 상록구,음식,72
01-19,14,일요일,3.7,0.0,0.0,494,경기도,안산시 상록구,음식,45
01-19,15,일요일,5.2,0.2,0.0,706,경기도,안산시 상록구,음식,55
01-19,16,일요일,5.3,0.0,0.0,1555,경기도,안산시 상록구,음식,60
01-19,17,일요일,4.6,0.0,0.0,765,경기도,안산시 상록구,음식,81
01-19,18,일요일,3.6,0.0,0.0,774,경기도,안산시 상록구,음식,117
01-19,19,일요일,2.6,0.0,0.0,768,경기도,안산시 상록구,음식,111
01-19,20,일요일,1.6,0.0,0.0,812,경기도,안산시 상록구,음식,89
01-19,21,일요일,1.5,0.0,0.0,1539,경기도,안산시 상록구,음식,51
01-19,22,일요일,0.2,0.0,0.0,828,경기도,안산시 상록구,음식,47
01-19,23,일요일,0.7,0.0,0.0,900,경기도,안산시 상록구,음식,50
01-20,0,월요일,1.0,0.0,0.0,518,경기도,안산시 상록구,음식,18
01-20,1,월요일,0.9,0.0,0.0,570,경기도,안산시 상록구,음식,3
01-20,2,월요일,-0.1,0.0,0.0,563,경기도,안산시 상록구,음식,11
01-20,10,월요일,2.3,0.0,0.0,1496,경기도,안산시 상록구,음식,5
01-20,11,월요일,3.3,0.0,0.0,1942,경기도,안산시 상록구,음식,30
01-20,12,월요일,4.4,0.0,0.0,2042,경기도,안산시 상록구,음식,49
01-20,13,월요일,5.0,0.0,0.0,1906,경기도,안산시 상록구,음식,25
01-20,14,월요일,5.3,0.0,0.0,1549,경기도,안산시 상록구,음식,20
