날짜,시간,요일,기온,강수량,적설,시도,시군구,업종,주문건수
2021-01-01,0,금요일,-8.7,0.0,0.0,경기도,안산시 상록구,음식,46
2021-01-01,1,금요일,-8.6,0.0,0.0,경기도,안산시 상록구,음식,35
2021-01-01,2,금요일,-9.8,0.0,0.0,경기도,안산시 상록구,음식,20
2021-01-01,10,금요일,-5.8,0.0,0.0,경기도,안산시 상록구,음식,35
2021-01-01,11,금요일,-3.8,0.0,0.0,경기도,안산시 상록구,음식,52
2021-01-01,12,금요일,-2.1,0.0,0.0,경기도,안산시 상록구,음식,93
2021-01-01,13,금요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,62
2021-01-01,14,금요일,-0.6,0.0,0.0,경기도,안산시 상록구,음식,69
2021-01-01,15,금요일,-0.5,0.0,0.0,경기도,안산시 상록구,음식,82
2021-01-01,16,금요일,-0.3,0.0,0.0,경기도,안산시 상록구,음식,88
2021-01-01,17,금요일,-1.0,0.0,0.0,경기도,안산시 상록구,음식,156
2021-01-01,18,금요일,-1.7,0.0,0.0,경기도,안산시 상록구,음식,216
2021-01-01,19,금요일,-2.4,0.0,0.0,경기도,안산시 상록구,음식,189
2021-01-01,20,금요일,-3.0,0.0,0.0,경기도,안산시 상록구,음식,151
2021-01-01,21,금요일,-2.7,0.0,0.0,경기도,안산시 상록구,음식,143
2021-01-01,22,금요일,-3.1,0.0,0.0,경기도,안산시 상록구,음식,105
2021-01-01,23,금요일,-3.4,0.0,0.0,경기도,안산시 상록구,음식,88
2021-01-02,0,토요일,-4.1,0.0,0.0,경기도,안산시 상록구,음식,38
2021-01-02,1,토요일,-4.0,0.0,0.0,경기도,안산시 상록구,음식,37
2021-01-02,2,토요일,-3.6,0.0,0.0,경기도,안산시 상록구,음식,7
2021-01-02,3,토요일,-4.7,0.0,0.0,경기도,안산시 상록구,음식,2
2021-01-02,10,토요일,-4.8,0.0,0.0,경기도,안산시 상록구,음식,45
2021-01-02,11,토요일,-4.0,0.0,0.0,경기도,안산시 상록구,음식,88
2021-01-02,12,토요일,-2.5,0.0,0.0,경기도,안산시 상록구,음식,98
2021-01-02,13,토요일,-1.6,0.0,0.0,경기도,안산시 상록구,음식,88
2021-01-02,14,토요일,-1.7,0.0,0.0,경기도,안산시 상록구,음식,91
2021-01-02,15,토요일,-1.0,0.0,0.0,경기도,안산시 상록구,음식,72
2021-01-02,16,토요일,-1.8,0.0,0.0,경기도,안산시 상록구,음식,75
2021-01-02,17,토요일,-2.4,0.0,0.0,경기도,안산시 상록구,음식,165
2021-01-02,18,토요일,-3.1,0.0,0.0,경기도,안산시 상록구,음식,216
2021-01-02,19,토요일,-3.7,0.0,0.0,경기도,안산시 상록구,음식,191
2021-01-02,20,토요일,-4.7,0.0,0.0,경기도,안산시 상록구,음식,167
2021-01-02,21,토요일,-5.0,0.0,0.0,경기도,안산시 상록구,음식,155
2021-01-02,22,토요일,-4.4,0.0,0.0,경기도,안산시 상록구,음식,138
2021-01-02,23,토요일,-5.3,0.0,0.0,경기도,안산시 상록구,음식,84
2021-01-03,0,일요일,-6.0,0.0,0.0,경기도,안산시 상록구,음식,49
2021-01-03,1,일요일,-6.7,0.0,0.0,경기도,안산시 상록구,음식,28
2021-01-03,2,일요일,-7.3,0.0,0.0,경기도,안산시 상록구,음식,23
2021-01-03,10,일요일,-4.5,0.0,0.0,경기도,안산시 상록구,음식,46
2021-01-03,11,일요일,-3.5,0.0,0.0,경기도,안산시 상록구,음식,66
2021-01-03,12,일요일,-2.2,0.0,0.0,경기도,안산시 상록구,음식,92
2021-01-03,13,일요일,-0.9,0.0,0.0,경기도,안산시 상록구,음식,91
2021-01-03,14,일요일,-0.8,0.0,0.0,경기도,안산시 상록구,음식,84
2021-01-03,15,일요일,-0.8,0.0,0.0,경기도,안산시 상록구,음식,72
2021-01-03,16,일요일,-1.2,0.0,0.0,경기도,안산시 상록구,음식,88
2021-01-03,17,일요일,-2.3,0.0,0.0,경기도,안산시 상록구,음식,166
2021-01-03,18,일요일,-3.3,0.0,0.0,경기도,안산시 상록구,음식,183
2021-01-03,19,일요일,-3.8,0.0,0.0,경기도,안산시 상록구,음식,147
2021-01-03,20,일요일,-4.3,0.0,0.0,경기도,안산시 상록구,음식,101
2021-01-03,21,일요일,-4.7,0.0,0.0,경기도,안산시 상록구,음식,111
2021-01-03,22,일요일,-5.8,0.0,0.0,경기도,안산시 상록구,음식,79
2021-01-03,23,일요일,-6.5,0.0,0.0,경기도,안산시 상록구,음식,47
2021-01-04,0,월요일,-7.9,0.0,0.0,경기도,안산시 상록구,음식,30
2021-01-04,1,월요일,-8.6,0.0,0.0,경기도,안산시 상록구,음식,34
2021-01-04,2,월요일,-8.6,0.0,0.0,경기도,안산시 상록구,음식,15
2021-01-04,10,월요일,-3.5,0.0,0.0,경기도,안산시 상록구,음식,14
2021-01-04,11,월요일,-2.8,0.0,0.0,경기도,안산시 상록구,음식,75
2021-01-04,12,월요일,-1.4,0.0,0.0,경기도,안산시 상록구,음식,103
2021-01-04,13,월요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,62
2021-01-04,14,월요일,0.1,0.0,0.0,경기도,안산시 상록구,음식,68
2021-01-04,15,월요일,0.4,0.0,0.0,경기도,안산시 상록구,음식,46
2021-01-04,16,월요일,0.0,0.0,0.0,경기도,안산시 상록구,음식,53
2021-01-04,17,월요일,-0.3,0.0,0.0,경기도,안산시 상록구,음식,90
2021-01-04,18,월요일,-1.5,0.0,0.0,경기도,안산시 상록구,음식,138
2021-01-04,19,월요일,-1.4,0.0,0.0,경기도,안산시 상록구,음식,151
2021-01-04,20,월요일,-1.2,0.0,0.0,경기도,안산시 상록구,음식,111
2021-01-04,21,월요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,94
2021-01-04,22,월요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,67
2021-01-04,23,월요일,-0.9,0.0,0.1,경기도,안산시 상록구,음식,46
2021-01-05,0,화요일,-0.9,0.0,0.1,경기도,안산시 상록구,음식,35
2021-01-05,1,화요일,-0.9,0.0,0.0,경기도,안산시 상록구,음식,17
2021-01-05,2,화요일,-1.7,0.0,0.0,경기도,안산시 상록구,음식,21
2021-01-05,10,화요일,-4.0,0.0,0.0,경기도,안산시 상록구,음식,35
2021-01-05,11,화요일,-3.8,0.0,0.0,경기도,안산시 상록구,음식,62
2021-01-05,12,화요일,-3.6,0.0,0.0,경기도,안산시 상록구,음식,109
2021-01-05,13,화요일,-3.0,0.0,0.0,경기도,안산시 상록구,음식,74
2021-01-05,14,화요일,-2.8,0.0,0.0,경기도,안산시 상록구,음식,57
2021-01-05,15,화요일,-3.4,0.0,0.0,경기도,안산시 상록구,음식,66
2021-01-05,16,화요일,-3.5,0.0,0.0,경기도,안산시 상록구,음식,49
2021-01-05,17,화요일,-4.2,0.0,0.0,경기도,안산시 상록구,음식,99
2021-01-05,18,화요일,-5.4,0.0,0.0,경기도,안산시 상록구,음식,167
2021-01-05,19,화요일,-5.4,0.0,0.0,경기도,안산시 상록구,음식,155
2021-01-05,20,화요일,-6.3,0.0,0.0,경기도,안산시 상록구,음식,117
2021-01-05,21,화요일,-7.0,0.0,0.0,경기도,안산시 상록구,음식,129
2021-01-05,22,화요일,-7.7,0.0,0.0,경기도,안산시 상록구,음식,99
2021-01-05,23,화요일,-8.5,0.0,0.0,경기도,안산시 상록구,음식,59
2021-01-06,11,수요일,-6.3,0.0,0.0,경기도,안산시 상록구,음식,51
2021-01-06,12,수요일,-5.5,0.0,0.0,경기도,안산시 상록구,음식,99
2021-01-06,13,수요일,-4.4,0.0,0.0,경기도,안산시 상록구,음식,66
2021-01-06,14,수요일,-3.7,0.0,0.0,경기도,안산시 상록구,음식,53
2021-01-06,15,수요일,-3.2,0.0,0.0,경기도,안산시 상록구,음식,41
2021-01-06,16,수요일,-2.6,0.0,0.0,경기도,안산시 상록구,음식,54
2021-01-06,17,수요일,-3.2,0.0,0.0,경기도,안산시 상록구,음식,102
2021-01-06,18,수요일,-3.8,0.0,0.0,경기도,안산시 상록구,음식,192
2021-01-06,19,수요일,-3.9,0.0,0.0,경기도,안산시 상록구,음식,142
2021-01-06,20,수요일,-5.0,0.0,0.7,경기도,안산시 상록구,음식,3
2021-01-07,10,목요일,-14.7,0.0,5.5,경기도,안산시 상록구,음식,1
2021-01-07,14,목요일,-12.3,0.0,4.5,경기도,안산시 상록구,음식,9
2021-01-07,15,목요일,-12.2,0.0,4.5,경기도,안산시 상록구,음식,15
2021-01-07,16,목요일,-12.1,0.0,4.4,경기도,안산시 상록구,음식,20
2021-01-07,17,목요일,-12.5,0.0,4.4,경기도,안산시 상록구,음식,23
2021-01-07,18,목요일,-13.7,0.0,4.2,경기도,안산시 상록구,음식,1
2021-01-07,19,목요일,-13.8,0.0,4.2,경기도,안산시 상록구,음식,4
2021-01-07,22,목요일,-14.7,0.0,3.9,경기도,안산시 상록구,음식,2
2021-01-08,10,금요일,-15.2,0.0,2.9,경기도,안산시 상록구,음식,47
2021-01-08,11,금요일,-14.5,0.0,2.9,경기도,안산시 상록구,음식,26
2021-01-08,12,금요일,-13.5,0.0,2.9,경기도,안산시 상록구,음식,28
2021-01-08,13,금요일,-12.7,0.0,2.9,경기도,안산시 상록구,음식,23
2021-01-08,14,금요일,-12.1,0.0,2.8,경기도,안산시 상록구,음식,13
2021-01-08,15,금요일,-10.9,0.0,2.8,경기도,안산시 상록구,음식,12
2021-01-08,16,금요일,-11.0,0.0,2.8,경기도,안산시 상록구,음식,22
2021-01-08,17,금요일,-11.2,0.0,2.8,경기도,안산시 상록구,음식,32
2021-01-08,18,금요일,-11.7,0.0,2.8,경기도,안산시 상록구,음식,31
2021-01-08,19,금요일,-12.6,0.0,2.8,경기도,안산시 상록구,음식,30
2021-01-08,20,금요일,-13.0,0.0,2.7,경기도,안산시 상록구,음식,21
2021-01-08,21,금요일,-13.6,0.0,2.6,경기도,안산시 상록구,음식,16
2021-01-08,22,금요일,-14.3,0.0,2.5,경기도,안산시 상록구,음식,13
2021-01-08,23,금요일,-14.3,0.0,2.5,경기도,안산시 상록구,음식,5
2021-01-09,11,토요일,-12.7,0.0,2.4,경기도,안산시 상록구,음식,90
2021-01-09,12,토요일,-10.7,0.0,2.4,경기도,안산시 상록구,음식,110
2021-01-09,13,토요일,-9.7,0.0,2.4,경기도,안산시 상록구,음식,108
2021-01-09,14,토요일,-8.9,0.0,2.4,경기도,안산시 상록구,음식,95
2021-01-09,15,토요일,-8.1,0.0,2.3,경기도,안산시 상록구,음식,73
2021-01-09,16,토요일,-8.1,0.0,2.3,경기도,안산시 상록구,음식,119
2021-01-09,17,토요일,-8.4,0.0,2.3,경기도,안산시 상록구,음식,189
2021-01-09,18,토요일,-9.3,0.0,2.3,경기도,안산시 상록구,음식,277
2021-01-09,19,토요일,-9.7,0.0,2.3,경기도,안산시 상록구,음식,85
2021-01-09,20,토요일,-10.4,0.0,2.3,경기도,안산시 상록구,음식,27
2021-01-09,21,토요일,-11.4,0.0,2.3,경기도,안산시 상록구,음식,31
2021-01-09,22,토요일,-11.4,0.0,2.3,경기도,안산시 상록구,음식,12
2021-01-09,23,토요일,-11.9,0.0,2.3,경기도,안산시 상록구,음식,4
2021-01-10,0,일요일,-12.5,0.0,2.3,경기도,안산시 상록구,음식,6
2021-01-10,10,일요일,-10.1,0.0,2.3,경기도,안산시 상록구,음식,2
2021-01-10,11,일요일,-7.8,0.0,2.3,경기도,안산시 상록구,음식,110
2021-01-10,12,일요일,-6.2,0.0,2.3,경기도,안산시 상록구,음식,123
2021-01-10,13,일요일,-5.0,0.0,2.2,경기도,안산시 상록구,음식,127
2021-01-10,14,일요일,-4.1,0.0,2.2,경기도,안산시 상록구,음식,91
2021-01-10,15,일요일,-3.5,0.0,2.2,경기도,안산시 상록구,음식,82
2021-01-10,16,일요일,-3.5,0.0,2.1,경기도,안산시 상록구,음식,110
2021-01-10,17,일요일,-3.6,0.0,2.1,경기도,안산시 상록구,음식,188
2021-01-10,18,일요일,-4.1,0.0,2.1,경기도,안산시 상록구,음식,235
2021-01-10,19,일요일,-4.2,0.0,2.1,경기도,안산시 상록구,음식,177
2021-01-10,20,일요일,-4.4,0.0,2.1,경기도,안산시 상록구,음식,142
2021-01-10,21,일요일,-4.7,0.0,2.1,경기도,안산시 상록구,음식,120
2021-01-10,22,일요일,-6.2,0.0,2.1,경기도,안산시 상록구,음식,10
2021-01-10,23,일요일,-7.5,0.0,2.1,경기도,안산시 상록구,음식,3
2021-01-11,0,월요일,-9.7,0.0,2.1,경기도,안산시 상록구,음식,1
2021-01-11,11,월요일,-6.7,0.0,2.1,경기도,안산시 상록구,음식,107
2021-01-11,12,월요일,-5.7,0.0,2.1,경기도,안산시 상록구,음식,78
2021-01-11,13,월요일,-5.0,0.0,2.1,경기도,안산시 상록구,음식,47
2021-01-11,14,월요일,-4.6,0.0,2.1,경기도,안산시 상록구,음식,55
2021-01-11,15,월요일,-3.9,0.0,2.0,경기도,안산시 상록구,음식,38
2021-01-11,16,월요일,-3.9,0.0,2.0,경기도,안산시 상록구,음식,44
2021-01-11,17,월요일,-3.8,0.0,2.0,경기도,안산시 상록구,음식,93
2021-01-11,18,월요일,-4.4,0.0,2.0,경기도,안산시 상록구,음식,178
2021-01-11,19,월요일,-5.8,0.0,2.0,경기도,안산시 상록구,음식,162
2021-01-11,20,월요일,-6.4,0.0,2.0,경기도,안산시 상록구,음식,114
2021-01-11,21,월요일,-7.4,0.0,2.0,경기도,안산시 상록구,음식,121
2021-01-11,22,월요일,-7.1,0.0,2.0,경기도,안산시 상록구,음식,72
2021-01-11,23,월요일,-6.6,0.0,2.0,경기도,안산시 상록구,음식,50
2021-01-12,0,화요일,-6.7,0.0,2.0,경기도,안산시 상록구,음식,27
2021-01-12,1,화요일,-7.1,0.0,2.0,경기도,안산시 상록구,음식,15
2021-01-12,2,화요일,-7.3,0.0,2.0,경기도,안산시 상록구,음식,10
2021-01-12,10,화요일,-4.8,0.0,2.0,경기도,안산시 상록구,음식,26
2021-01-12,11,화요일,-3.1,0.0,1.9,경기도,안산시 상록구,음식,94
2021-01-12,12,화요일,-1.8,0.0,1.9,경기도,안산시 상록구,음식,108
2021-01-12,13,화요일,-0.8,0.0,1.9,경기도,안산시 상록구,음식,86
2021-01-12,14,화요일,0.1,0.0,1.9,경기도,안산시 상록구,음식,66
2021-01-12,15,화요일,0.5,0.0,1.7,경기도,안산시 상록구,음식,60
2021-01-12,16,화요일,-0.8,0.0,2.9,경기도,안산시 상록구,음식,71
2021-01-12,17,화요일,-0.5,0.0,4.2,경기도,안산시 상록구,음식,163
2021-01-12,18,화요일,-0.7,1.2,4.7,경기도,안산시 상록구,음식,63
2021-01-12,19,화요일,-0.4,0.0,4.7,경기도,안산시 상록구,음식,15
2021-01-13,10,수요일,0.1,0.0,4.8,경기도,안산시 상록구,음식,4
2021-01-13,11,수요일,2.6,0.0,4.6,경기도,안산시 상록구,음식,110
2021-01-13,12,수요일,4.5,0.0,4.0,경기도,안산시 상록구,음식,68
2021-01-13,13,수요일,6.7,0.0,1.4,경기도,안산시 상록구,음식,63
2021-01-13,14,수요일,8.0,0.0,1.0,경기도,안산시 상록구,음식,64
2021-01-13,15,수요일,8.6,0.0,0.0,경기도,안산시 상록구,음식,39
2021-01-13,16,수요일,8.2,0.0,0.0,경기도,안산시 상록구,음식,60
2021-01-13,17,수요일,7.6,0.0,0.0,경기도,안산시 상록구,음식,118
2021-01-13,18,수요일,6.4,0.0,0.0,경기도,안산시 상록구,음식,189
2021-01-13,19,수요일,5.7,0.0,0.0,경기도,안산시 상록구,음식,164
2021-01-13,20,수요일,4.3,0.0,0.0,경기도,안산시 상록구,음식,133
2021-01-13,21,수요일,4.2,0.0,0.0,경기도,안산시 상록구,음식,110
2021-01-13,22,수요일,2.3,0.0,0.0,경기도,안산시 상록구,음식,72
2021-01-13,23,수요일,1.2,0.0,0.0,경기도,안산시 상록구,음식,50
2021-01-14,0,목요일,0.4,0.0,0.0,경기도,안산시 상록구,음식,23
2021-01-14,1,목요일,0.2,0.0,0.0,경기도,안산시 상록구,음식,16
2021-01-14,2,목요일,-0.1,0.0,0.0,경기도,안산시 상록구,음식,7
2021-01-14,10,목요일,0.7,0.0,0.0,경기도,안산시 상록구,음식,26
2021-01-14,11,목요일,2.5,0.0,0.0,경기도,안산시 상록구,음식,62
2021-01-14,12,목요일,3.8,0.0,0.0,경기도,안산시 상록구,음식,94
2021-01-14,13,목요일,5.7,0.0,0.0,경기도,안산시 상록구,음식,51
2021-01-14,14,목요일,6.8,0.0,0.0,경기도,안산시 상록구,음식,57
2021-01-14,15,목요일,7.3,0.0,0.0,경기도,안산시 상록구,음식,37
2021-01-14,16,목요일,7.6,0.0,0.0,경기도,안산시 상록구,음식,56
2021-01-14,17,목요일,7.0,0.0,0.0,경기도,안산시 상록구,음식,92
2021-01-14,18,목요일,5.5,0.0,0.0,경기도,안산시 상록구,음식,180
2021-01-14,19,목요일,4.3,0.0,0.0,경기도,안산시 상록구,음식,136
2021-01-14,20,목요일,3.3,0.0,0.0,경기도,안산시 상록구,음식,109
2021-01-14,21,목요일,2.9,0.0,0.0,경기도,안산시 상록구,음식,106
2021-01-14,22,목요일,2.1,0.0,0.0,경기도,안산시 상록구,음식,65
2021-01-14,23,목요일,0.6,0.0,0.0,경기도,안산시 상록구,음식,55
2021-01-15,0,금요일,0.2,0.0,0.0,경기도,안산시 상록구,음식,34
2021-01-15,1,금요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,28
2021-01-15,2,금요일,-0.6,0.0,0.0,경기도,안산시 상록구,음식,13
2021-01-15,10,금요일,6.3,0.0,0.0,경기도,안산시 상록구,음식,17
2021-01-15,11,금요일,8.5,0.0,0.0,경기도,안산시 상록구,음식,67
2021-01-15,12,금요일,9.8,0.0,0.0,경기도,안산시 상록구,음식,81
2021-01-15,13,금요일,11.2,0.0,0.0,경기도,안산시 상록구,음식,59
2021-01-15,14,금요일,10.9,0.0,0.0,경기도,안산시 상록구,음식,40
2021-01-15,15,금요일,10.0,0.0,0.0,경기도,안산시 상록구,음식,37
2021-01-15,16,금요일,6.9,0.0,0.0,경기도,안산시 상록구,음식,69
2021-01-15,17,금요일,6.2,0.0,0.0,경기도,안산시 상록구,음식,94
2021-01-15,18,금요일,3.7,0.0,0.0,경기도,안산시 상록구,음식,159
2021-01-15,19,금요일,2.8,0.0,0.0,경기도,안산시 상록구,음식,217
2021-01-15,20,금요일,2.3,0.0,0.0,경기도,안산시 상록구,음식,168
2021-01-15,21,금요일,2.0,0.0,0.0,경기도,안산시 상록구,음식,166
2021-01-15,22,금요일,1.4,0.0,0.0,경기도,안산시 상록구,음식,135
2021-01-15,23,금요일,0.6,0.0,0.0,경기도,안산시 상록구,음식,53
2021-01-16,0,토요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,29
2021-01-16,1,토요일,-1.4,0.0,0.0,경기도,안산시 상록구,음식,23
2021-01-16,2,토요일,-2.0,0.0,0.0,경기도,안산시 상록구,음식,16
2021-01-16,10,토요일,-4.3,0.0,0.0,경기도,안산시 상록구,음식,41
2021-01-16,11,토요일,-3.7,0.0,0.0,경기도,안산시 상록구,음식,67
2021-01-16,12,토요일,-2.5,0.0,0.0,경기도,안산시 상록구,음식,105
2021-01-16,13,토요일,-2.5,0.0,0.0,경기도,안산시 상록구,음식,99
2021-01-16,14,토요일,-2.5,0.0,0.0,경기도,안산시 상록구,음식,53
2021-01-16,15,토요일,-3.0,0.0,0.0,경기도,안산시 상록구,음식,60
2021-01-16,16,토요일,-2.6,0.0,0.0,경기도,안산시 상록구,음식,67
2021-01-16,17,토요일,-3.4,0.0,0.0,경기도,안산시 상록구,음식,134
2021-01-16,18,토요일,-4.2,0.0,0.0,경기도,안산시 상록구,음식,244
2021-01-16,19,토요일,-4.8,0.0,0.0,경기도,안산시 상록구,음식,165
2021-01-16,20,토요일,-4.9,0.0,0.0,경기도,안산시 상록구,음식,146
2021-01-16,21,토요일,-5.5,0.0,0.0,경기도,안산시 상록구,음식,166
2021-01-16,22,토요일,-6.1,0.0,0.0,경기도,안산시 상록구,음식,121
2021-01-16,23,토요일,-6.6,0.0,0.0,경기도,안산시 상록구,음식,47
2021-01-17,0,일요일,-7.3,0.0,0.0,경기도,안산시 상록구,음식,31
2021-01-17,1,일요일,-7.9,0.0,0.0,경기도,안산시 상록구,음식,26
2021-01-17,2,일요일,-8.2,0.0,0.0,경기도,안산시 상록구,음식,21
2021-01-17,10,일요일,-6.8,0.0,0.0,경기도,안산시 상록구,음식,33
2021-01-17,11,일요일,-5.8,0.0,0.0,경기도,안산시 상록구,음식,79
2021-01-17,12,일요일,-3.9,0.0,0.0,경기도,안산시 상록구,음식,94
2021-01-17,13,일요일,-2.5,0.0,0.0,경기도,안산시 상록구,음식,95
2021-01-17,14,일요일,-2.2,0.0,0.0,경기도,안산시 상록구,음식,87
2021-01-17,15,일요일,-2.0,0.0,0.0,경기도,안산시 상록구,음식,90
2021-01-17,16,일요일,-2.3,0.0,0.0,경기도,안산시 상록구,음식,77
2021-01-17,17,일요일,-1.5,0.0,0.0,경기도,안산시 상록구,음식,156
2021-01-17,18,일요일,-2.2,0.0,0.0,경기도,안산시 상록구,음식,188
2021-01-17,19,일요일,-2.7,0.0,0.0,경기도,안산시 상록구,음식,154
2021-01-17,20,일요일,-2.6,0.0,0.0,경기도,안산시 상록구,음식,132
2021-01-17,21,일요일,-3.0,0.0,0.2,경기도,안산시 상록구,음식,86
2021-01-17,22,일요일,-2.9,0.0,1.8,경기도,안산시 상록구,음식,83
2021-01-17,23,일요일,-2.8,0.0,2.3,경기도,안산시 상록구,음식,63
2021-01-18,0,월요일,-3.5,1.1,2.8,경기도,안산시 상록구,음식,41
2021-01-18,1,월요일,-4.1,0.0,2.8,경기도,안산시 상록구,음식,16
2021-01-18,10,월요일,-2.4,0.0,3.5,경기도,안산시 상록구,음식,39
2021-01-18,11,월요일,-1.2,0.0,3.4,경기도,안산시 상록구,음식,71
2021-01-18,12,월요일,0.4,0.0,3.2,경기도,안산시 상록구,음식,93
2021-01-18,13,월요일,1.5,0.0,2.0,경기도,안산시 상록구,음식,68
2021-01-18,14,월요일,0.9,0.0,1.0,경기도,안산시 상록구,음식,58
2021-01-18,15,월요일,0.6,0.0,0.5,경기도,안산시 상록구,음식,47
2021-01-18,16,월요일,0.8,0.0,0.1,경기도,안산시 상록구,음식,50
2021-01-18,17,월요일,-0.8,0.0,0.0,경기도,안산시 상록구,음식,74
2021-01-18,18,월요일,-2.5,0.0,0.0,경기도,안산시 상록구,음식,131
2021-01-18,19,월요일,-4.1,0.0,0.0,경기도,안산시 상록구,음식,122
2021-01-18,20,월요일,-4.8,0.0,0.0,경기도,안산시 상록구,음식,92
2021-01-18,21,월요일,-5.1,0.0,0.0,경기도,안산시 상록구,음식,77
2021-01-18,22,월요일,-5.7,0.0,0.0,경기도,안산시 상록구,음식,64
2021-01-18,23,월요일,-7.0,0.0,0.0,경기도,안산시 상록구,음식,33
2021-01-19,0,화요일,-8.1,0.0,0.0,경기도,안산시 상록구,음식,16
2021-01-19,1,화요일,-8.8,0.0,0.0,경기도,안산시 상록구,음식,16
2021-01-19,2,화요일,-9.6,0.0,0.0,경기도,안산시 상록구,음식,7
2021-01-19,10,화요일,-7.3,0.0,0.0,경기도,안산시 상록구,음식,24
2021-01-19,11,화요일,-5.3,0.0,0.0,경기도,안산시 상록구,음식,82
2021-01-19,12,화요일,-4.5,0.0,0.0,경기도,안산시 상록구,음식,85
2021-01-19,13,화요일,-3.2,0.0,0.0,경기도,안산시 상록구,음식,46
2021-01-19,14,화요일,-2.0,0.0,0.0,경기도,안산시 상록구,음식,63
2021-01-19,15,화요일,-1.6,0.0,0.0,경기도,안산시 상록구,음식,45
2021-01-19,16,화요일,-1.5,0.0,0.0,경기도,안산시 상록구,음식,37
2021-01-19,17,화요일,-1.7,0.0,0.0,경기도,안산시 상록구,음식,82
2021-01-19,18,화요일,-3.1,0.0,0.0,경기도,안산시 상록구,음식,138
2021-01-19,19,화요일,-3.5,0.0,0.0,경기도,안산시 상록구,음식,130
2021-01-19,20,화요일,-4.9,0.0,0.0,경기도,안산시 상록구,음식,107
2021-01-19,21,화요일,-5.8,0.0,0.0,경기도,안산시 상록구,음식,108
2021-01-19,22,화요일,-5.9,0.0,0.0,경기도,안산시 상록구,음식,73
2021-01-19,23,화요일,-7.1,0.0,0.0,경기도,안산시 상록구,음식,51
2021-01-20,0,수요일,-7.0,0.0,0.0,경기도,안산시 상록구,음식,23
2021-01-20,1,수요일,-7.3,0.0,0.0,경기도,안산시 상록구,음식,15
2021-01-20,2,수요일,-8.2,0.0,0.0,경기도,안산시 상록구,음식,8
2021-01-20,10,수요일,-1.8,0.0,0.0,경기도,안산시 상록구,음식,29
2021-01-20,11,수요일,0.4,0.0,0.0,경기도,안산시 상록구,음식,75
2021-01-20,12,수요일,1.8,0.0,0.0,경기도,안산시 상록구,음식,85
2021-01-20,13,수요일,4.2,0.0,0.0,경기도,안산시 상록구,음식,54
2021-01-20,14,수요일,5.8,0.0,0.0,경기도,안산시 상록구,음식,44
2021-01-20,15,수요일,6.9,0.0,0.0,경기도,안산시 상록구,음식,34
2021-01-20,16,수요일,7.4,0.0,0.0,경기도,안산시 상록구,음식,32
2021-01-20,17,수요일,6.1,0.0,0.0,경기도,안산시 상록구,음식,95
2021-01-20,18,수요일,4.1,0.0,0.0,경기도,안산시 상록구,음식,148
2021-01-20,19,수요일,2.7,0.0,0.0,경기도,안산시 상록구,음식,170
2021-01-20,20,수요일,0.5,0.0,0.0,경기도,안산시 상록구,음식,115
2021-01-20,21,수요일,0.5,0.0,0.0,경기도,안산시 상록구,음식,110
2021-01-20,22,수요일,-0.2,0.0,0.0,경기도,안산시 상록구,음식,70
2021-01-20,23,수요일,-0.7,0.0,0.0,경기도,안산시 상록구,음식,48
2021-01-21,0,목요일,0.5,0.0,0.0,경기도,안산시 상록구,음식,31
2021-01-21,1,목요일,0.3,0.0,0.0,경기도,안산시 상록구,음식,13
2021-01-21,2,목요일,2.0,0.0,0.0,경기도,안산시 상록구,음식,14
2021-01-21,10,목요일,5.3,0.0,0.0,경기도,안산시 상록구,음식,18
2021-01-21,11,목요일,6.3,0.0,0.0,경기도,안산시 상록구,음식,79
2021-01-21,12,목요일,7.7,0.0,0.0,경기도,안산시 상록구,음식,89
2021-01-21,13,목요일,8.0,0.0,0.0,경기도,안산시 상록구,음식,50
2021-01-21,14,목요일,7.5,0.0,0.0,경기도,안산시 상록구,음식,56
2021-01-21,15,목요일,5.8,0.8,0.0,경기도,안산시 상록구,음식,37
2021-01-21,16,목요일,5.2,0.0,0.0,경기도,안산시 상록구,음식,52
2021-01-21,17,목요일,5.0,0.0,0.0,경기도,안산시 상록구,음식,101
2021-01-21,18,목요일,4.9,3.7,0.0,경기도,안산시 상록구,음식,142
2021-01-21,19,목요일,4.9,0.0,0.0,경기도,안산시 상록구,음식,155
2021-01-21,20,목요일,5.0,0.0,0.0,경기도,안산시 상록구,음식,117
2021-01-21,21,목요일,5.0,3.6,0.0,경기도,안산시 상록구,음식,107
2021-01-21,22,목요일,4.9,0.0,0.0,경기도,안산시 상록구,음식,77
2021-01-21,23,목요일,4.6,0.0,0.0,경기도,안산시 상록구,음식,43
2021-01-22,0,금요일,4.6,1.0,0.0,경기도,안산시 상록구,음식,28
2021-01-22,1,금요일,4.5,0.0,0.0,경기도,안산시 상록구,음식,19
2021-01-22,2,금요일,4.5,0.0,0.0,경기도,안산시 상록구,음식,18
2021-01-22,10,금요일,5.6,0.0,0.0,경기도,안산시 상록구,음식,29
