날짜,시간,요일,기온,강수량,적설,시정,시도,시군구,업종,주문건수
08-27,19,화요일,25.9,0.0,0.0,1122.0,경기도,안산시 상록구,음식,3
08-27,20,화요일,24.8,0.0,0.0,1261.0,경기도,안산시 상록구,음식,6
08-28,11,수요일,26.4,0.0,0.0,1459.0,경기도,안산시 상록구,음식,1
08-28,13,수요일,28.7,0.0,0.0,2007.0,경기도,안산시 상록구,음식,2
08-28,14,수요일,29.0,0.0,0.0,1917.0,경기도,안산시 상록구,음식,1
08-28,15,수요일,28.8,0.0,0.0,2000.0,경기도,안산시 상록구,음식,1
08-28,16,수요일,28.3,0.0,0.0,1989.0,경기도,안산시 상록구,음식,1
08-28,17,수요일,28.1,0.0,0.0,1857.0,경기도,안산시 상록구,음식,1
08-28,18,수요일,27.0,0.0,0.0,2000.0,경기도,안산시 상록구,음식,2
08-28,19,수요일,25.5,0.0,0.0,2000.0,경기도,안산시 상록구,음식,6
08-28,20,수요일,24.8,0.0,0.0,2000.0,경기도,안산시 상록구,음식,1
08-28,21,수요일,24.4,0.0,0.0,1890.0,경기도,안산시 상록구,음식,1
08-28,23,수요일,23.2,0.0,0.0,1299.0,경기도,안산시 상록구,음식,2
08-29,11,목요일,26.9,0.0,0.0,1052.0,경기도,안산시 상록구,음식,1
08-29,12,목요일,21.8,0.0,0.0,1178.0,경기도,안산시 상록구,음식,1
08-29,14,목요일,23.3,0.0,0.0,1429.0,경기도,안산시 상록구,음식,2
08-29,16,목요일,24.9,0.0,0.0,1773.0,경기도,안산시 상록구,음식,1
08-29,18,목요일,24.6,0.0,0.0,1616.0,경기도,안산시 상록구,음식,1
08-29,19,목요일,23.5,0.0,0.0,1706.0,경기도,안산시 상록구,음식,6
08-29,20,목요일,22.9,0.1,0.0,954.0,경기도,안산시 상록구,음식,4
08-29,21,목요일,22.0,0.2,0.0,717.0,경기도,안산시 상록구,음식,1
08-30,11,금요일,25.0,0.0,0.0,2000.0,경기도,안산시 상록구,음식,2
08-30,12,금요일,25.6,0.0,0.0,2000.0,경기도,안산시 상록구,음식,1
08-30,13,금요일,25.6,0.0,0.0,2000.0,경기도,안산시 상록구,음식,2
08-30,14,금요일,25.9,0.0,0.0,2000.0,경기도,안산시 상록구,음식,3
08-30,16,금요일,25.5,0.0,0.0,2000.0,경기도,안산시 상록구,음식,2
08-30,17,금요일,25.4,0.0,0.0,2000.0,경기도,안산시 상록구,음식,1
