날짜,시간,요일,기온,강수량,적설,시정,시도,시군구,업종,주문건수
04-13,11,화요일,11.0,0.0,0.0,1923,경기도,안산시 상록구,음식,22
04-13,12,화요일,10.4,0.0,0.0,1971,경기도,안산시 상록구,음식,24
04-13,13,화요일,10.8,0.0,0.0,1970,경기도,안산시 상록구,음식,24
04-13,14,화요일,11.5,0.0,0.0,2000,경기도,안산시 상록구,음식,16
04-13,15,화요일,10.9,0.0,0.0,1997,경기도,안산시 상록구,음식,14
04-13,16,화요일,10.3,0.0,0.0,2000,경기도,안산시 상록구,음식,10
04-13,17,화요일,9.7,0.0,0.0,1998,경기도,안산시 상록구,음식,24
04-13,18,화요일,8.5,0.0,0.0,1994,경기도,안산시 상록구,음식,45
04-13,19,화요일,7.6,0.0,0.0,2000,경기도,안산시 상록구,음식,50
04-13,20,화요일,6.9,0.0,0.0,1996,경기도,안산시 상록구,음식,44
04-13,21,화요일,6.8,0.0,0.0,2000,경기도,안산시 상록구,음식,37
04-13,22,화요일,7.2,0.0,0.0,2000,경기도,안산시 상록구,음식,29
04-13,23,화요일,6.8,0.0,0.0,2000,경기도,안산시 상록구,음식,21
04-14,0,수요일,6.0,0.0,0.0,2000,경기도,안산시 상록구,음식,10
04-14,1,수요일,5.7,0.0,0.0,2000,경기도,안산시 상록구,음식,6
04-14,2,수요일,4.9,0.0,0.0,2000,경기도,안산시 상록구,음식,2
04-14,10,수요일,9.6,0.0,0.0,1987,경기도,안산시 상록구,음식,2
04-14,11,수요일,11.1,0.0,0.0,1997,경기도,안산시 상록구,음식,13
04-14,12,수요일,12.7,0.0,0.0,1944,경기도,안산시 상록구,음식,35
04-14,13,수요일,12.7,0.0,0.0,1998,경기도,안산시 상록구,음식,8
04-14,14,수요일,12.1,0.0,0.0,2000,경기도,안산시 상록구,음식,14
04-14,15,수요일,11.9,0.0,0.0,2000,경기도,안산시 상록구,음식,11
04-14,16,수요일,11.8,0.0,0.0,2000,경기도,안산시 상록구,음식,13
04-14,17,수요일,11.1,0.0,0.0,2000,경기도,안산시 상록구,음식,19
04-14,18,수요일,9.8,0.0,0.0,1988,경기도,안산시 상록구,음식,48
04-14,19,수요일,8.5,0.0,0.0,2000,경기도,안산시 상록구,음식,54
04-14,20,수요일,7.4,0.0,0.0,1993,경기도,안산시 상록구,음식,40
04-14,21,수요일,7.0,0.0,0.0,1957,경기도,안산시 상록구,음식,38
04-14,22,수요일,7.0,0.0,0.0,1779,경기도,안산시 상록구,음식,26
04-14,23,수요일,6.4,0.0,0.0,1513,경기도,안산시 상록구,음식,16
04-15,0,목요일,5.9,0.0,0.0,1079,경기도,안산시 상록구,음식,7
04-15,1,목요일,5.6,0.0,0.0,1165,경기도,안산시 상록구,음식,3
04-15,2,목요일,5.8,0.0,0.0,936,경기도,안산시 상록구,음식,2
04-15,10,목요일,10.3,0.0,0.0,1694,경기도,안산시 상록구,음식,10
04-15,11,목요일,11.7,0.0,0.0,1582,경기도,안산시 상록구,음식,23
04-15,12,목요일,13.6,0.0,0.0,1816,경기도,안산시 상록구,음식,22
04-15,13,목요일,15.3,0.0,0.0,1762,경기도,안산시 상록구,음식,16
04-15,14,목요일,16.6,0.0,0.0,1666,경기도,안산시 상록구,음식,22
04-15,15,목요일,17.8,0.0,0.0,1859,경기도,안산시 상록구,음식,7
04-15,16,목요일,16.7,0.0,0.0,1976,경기도,안산시 상록구,음식,13
04-15,17,목요일,16.9,0.0,0.0,1984,경기도,안산시 상록구,음식,25
04-15,18,목요일,16.1,0.0,0.0,1998,경기도,안산시 상록구,음식,45
04-15,19,목요일,13.2,0.0,0.0,2000,경기도,안산시 상록구,음식,62
04-15,20,목요일,10.6,0.0,0.0,1955,경기도,안산시 상록구,음식,39
04-15,21,목요일,9.5,0.0,0.0,1588,경기도,안산시 상록구,음식,38
04-15,22,목요일,8.8,0.0,0.0,1162,경기도,안산시 상록구,음식,38
04-15,23,목요일,8.8,0.0,0.0,1641,경기도,안산시 상록구,음식,24
04-16,0,금요일,8.3,0.0,0.0,1604,경기도,안산시 상록구,음식,15
04-16,1,금요일,8.9,0.0,0.0,1062,경기도,안산시 상록구,음식,9
04-16,2,금요일,8.0,0.0,0.0,802,경기도,안산시 상록구,음식,3
04-16,10,금요일,12.4,0.0,0.0,1991,경기도,안산시 상록구,음식,9
04-16,11,금요일,12.2,0.0,0.0,1548,경기도,안산시 상록구,음식,26
04-16,12,금요일,10.9,0.1,0.0,397,경기도,안산시 상록구,음식,39
04-16,13,금요일,11.1,0.2,0.0,465,경기도,안산시 상록구,음식,17
04-16,14,금요일,11.2,0.1,0.0,677,경기도,안산시 상록구,음식,17
04-16,15,금요일,12.6,0.0,0.0,1332,경기도,안산시 상록구,음식,12
04-16,16,금요일,14.8,0.0,0.0,1163,경기도,안산시 상록구,음식,9
04-16,17,금요일,14.2,0.0,0.0,803,경기도,안산시 상록구,음식,24
04-16,18,금요일,13.6,0.0,0.0,797,경기도,안산시 상록구,음식,44
04-16,19,금요일,11.8,0.0,0.0,1262,경기도,안산시 상록구,음식,55
04-16,20,금요일,10.7,0.0,0.0,1018,경기도,안산시 상록구,음식,57
04-16,21,금요일,8.7,0.0,0.0,1122,경기도,안산시 상록구,음식,50
04-16,22,금요일,7.7,0.0,0.0,1106,경기도,안산시 상록구,음식,39
04-16,23,금요일,7.4,0.0,0.0,1029,경기도,안산시 상록구,음식,32
04-17,0,토요일,6.3,0.0,0.0,1069,경기도,안산시 상록구,음식,14
04-17,1,토요일,6.2,0.0,0.0,1082,경기도,안산시 상록구,음식,8
04-17,2,토요일,4.7,0.0,0.0,1251,경기도,안산시 상록구,음식,6
04-17,10,토요일,11.6,0.0,0.0,1641,경기도,안산시 상록구,음식,19
04-17,11,토요일,11.2,0.0,0.0,1260,경기도,안산시 상록구,음식,28
04-17,12,토요일,12.6,0.0,0.0,1562,경기도,안산시 상록구,음식,39
04-17,13,토요일,13.0,0.0,0.0,1244,경기도,안산시 상록구,음식,26
04-17,14,토요일,12.9,0.0,0.0,1977,경기도,안산시 상록구,음식,26
04-17,15,토요일,13.2,0.0,0.0,1804,경기도,안산시 상록구,음식,18
04-17,16,토요일,13.2,0.0,0.0,1971,경기도,안산시 상록구,음식,25
04-17,17,토요일,11.6,0.0,0.0,1962,경기도,안산시 상록구,음식,52
04-17,18,토요일,10.7,0.0,0.0,2000,경기도,안산시 상록구,음식,45
04-17,19,토요일,9.5,0.0,0.0,2000,경기도,안산시 상록구,음식,70
04-17,20,토요일,8.9,0.0,0.0,2000,경기도,안산시 상록구,음식,54
04-17,21,토요일,8.4,0.0,0.0,2000,경기도,안산시 상록구,음식,45
04-17,22,토요일,7.8,0.0,0.0,2000,경기도,안산시 상록구,음식,54
04-17,23,토요일,8.0,0.0,0.0,2000,경기도,안산시 상록구,음식,33
04-18,0,일요일,7.2,0.0,0.0,2000,경기도,안산시 상록구,음식,15
04-18,1,일요일,7.8,0.0,0.0,2000,경기도,안산시 상록구,음식,9
04-18,2,일요일,7.4,0.0,0.0,2000,경기도,안산시 상록구,음식,10
04-18,10,일요일,10.2,0.0,0.0,1997,경기도,안산시 상록구,음식,24
04-18,11,일요일,11.1,0.0,0.0,2000,경기도,안산시 상록구,음식,55
04-18,12,일요일,12.0,0.0,0.0,1946,경기도,안산시 상록구,음식,40
04-18,13,일요일,12.6,0.0,0.0,2000,경기도,안산시 상록구,음식,37
04-18,14,일요일,13.2,0.0,0.0,2000,경기도,안산시 상록구,음식,33
04-18,15,일요일,13.4,0.0,0.0,1889,경기도,안산시 상록구,음식,27
04-18,16,일요일,14.0,0.0,0.0,1979,경기도,안산시 상록구,음식,36
04-18,17,일요일,13.1,0.0,0.0,1992,경기도,안산시 상록구,음식,61
04-18,18,일요일,11.7,0.0,0.0,2000,경기도,안산시 상록구,음식,72
04-18,19,일요일,10.3,0.0,0.0,1996,경기도,안산시 상록구,음식,61
04-18,20,일요일,9.1,0.0,0.0,1741,경기도,안산시 상록구,음식,48
04-18,21,일요일,8.1,0.0,0.0,1674,경기도,안산시 상록구,음식,44
04-18,22,일요일,8.1,0.0,0.0,1801,경기도,안산시 상록구,음식,26
04-18,23,일요일,7.3,0.0,0.0,1785,경기도,안산시 상록구,음식,28
04-19,0,월요일,6.8,0.0,0.0,1625,경기도,안산시 상록구,음식,8
04-19,1,월요일,6.3,0.0,0.0,1279,경기도,안산시 상록구,음식,3
04-19,2,월요일,6.0,0.0,0.0,1209,경기도,안산시 상록구,음식,2
04-19,10,월요일,13.1,0.0,0.0,1784,경기도,안산시 상록구,음식,9
04-19,11,월요일,15.4,0.0,0.0,1841,경기도,안산시 상록구,음식,12
04-19,12,월요일,16.6,0.0,0.0,1908,경기도,안산시 상록구,음식,22
04-19,13,월요일,17.5,0.0,0.0,1867,경기도,안산시 상록구,음식,15
04-19,14,월요일,17.7,0.0,0.0,1899,경기도,안산시 상록구,음식,14
04-19,15,월요일,17.5,0.0,0.0,1946,경기도,안산시 상록구,음식,10
04-19,16,월요일,18.0,0.0,0.0,1928,경기도,안산시 상록구,음식,11
04-19,17,월요일,17.4,0.0,0.0,1621,경기도,안산시 상록구,음식,17
04-19,18,월요일,15.7,0.0,0.0,1804,경기도,안산시 상록구,음식,32
04-19,19,월요일,13.3,0.0,0.0,1992,경기도,안산시 상록구,음식,44
04-19,20,월요일,12.3,0.0,0.0,1760,경기도,안산시 상록구,음식,36
04-19,21,월요일,11.9,0.0,0.0,1644,경기도,안산시 상록구,음식,36
04-19,22,월요일,10.6,0.0,0.0,1870,경기도,안산시 상록구,음식,23
04-19,23,월요일,9.6,0.0,0.0,1598,경기도,안산시 상록구,음식,12
04-20,0,화요일,9.3,0.0,0.0,1229,경기도,안산시 상록구,음식,9
04-20,1,화요일,8.1,0.0,0.0,957,경기도,안산시 상록구,음식,11
04-20,2,화요일,8.4,0.0,0.0,745,경기도,안산시 상록구,음식,5
04-20,10,화요일,15.4,0.0,0.0,1168,경기도,안산시 상록구,음식,13
04-20,11,화요일,17.4,0.0,0.0,1337,경기도,안산시 상록구,음식,18
04-20,12,화요일,19.3,0.0,0.0,1316,경기도,안산시 상록구,음식,15
04-20,13,화요일,20.6,0.0,0.0,1176,경기도,안산시 상록구,음식,19
04-20,14,화요일,20.7,0.0,0.0,1182,경기도,안산시 상록구,음식,7
04-20,15,화요일,20.6,0.0,0.0,1919,경기도,안산시 상록구,음식,12
04-20,16,화요일,20.5,0.0,0.0,1952,경기도,안산시 상록구,음식,11
04-20,17,화요일,18.1,0.0,0.0,2000,경기도,안산시 상록구,음식,25
04-20,18,화요일,16.4,0.0,0.0,2000,경기도,안산시 상록구,음식,51
04-20,19,화요일,15.3,0.0,0.0,2000,경기도,안산시 상록구,음식,36
04-20,20,화요일,13.3,0.0,0.0,2000,경기도,안산시 상록구,음식,43
04-20,21,화요일,12.0,0.0,0.0,2000,경기도,안산시 상록구,음식,38
04-20,22,화요일,12.0,0.0,0.0,2000,경기도,안산시 상록구,음식,34
04-20,23,화요일,11.6,0.0,0.0,1924,경기도,안산시 상록구,음식,18
04-21,0,수요일,10.6,0.0,0.0,1985,경기도,안산시 상록구,음식,12
04-21,1,수요일,10.0,0.0,0.0,2137,경기도,안산시 상록구,음식,7
04-21,2,수요일,9.2,0.0,0.0,1671,경기도,안산시 상록구,음식,1
04-21,10,수요일,18.9,0.0,0.0,1025,경기도,안산시 상록구,음식,19
04-21,11,수요일,21.5,0.0,0.0,936,경기도,안산시 상록구,음식,18
04-21,12,수요일,23.1,0.0,0.0,1249,경기도,안산시 상록구,음식,25
04-21,13,수요일,25.8,0.0,0.0,1878,경기도,안산시 상록구,음식,15
04-21,14,수요일,26.6,0.0,0.0,1692,경기도,안산시 상록구,음식,10
04-21,15,수요일,27.3,0.0,0.0,1784,경기도,안산시 상록구,음식,21
04-21,16,수요일,27.7,0.0,0.0,1643,경기도,안산시 상록구,음식,9
04-21,17,수요일,28.0,0.0,0.0,1757,경기도,안산시 상록구,음식,33
04-21,18,수요일,25.1,0.0,0.0,1390,경기도,안산시 상록구,음식,49
04-21,19,수요일,21.1,0.0,0.0,860,경기도,안산시 상록구,음식,52
04-21,20,수요일,20.3,0.0,0.0,1162,경기도,안산시 상록구,음식,36
04-21,21,수요일,17.7,0.0,0.0,1372,경기도,안산시 상록구,음식,23
04-21,22,수요일,16.5,0.0,0.0,1407,경기도,안산시 상록구,음식,21
04-21,23,수요일,16.2,0.0,0.0,1529,경기도,안산시 상록구,음식,15
04-22,0,목요일,15.7,0.0,0.0,1605,경기도,안산시 상록구,음식,9
04-22,1,목요일,14.7,0.0,0.0,1383,경기도,안산시 상록구,음식,9
04-22,2,목요일,14.9,0.0,0.0,1583,경기도,안산시 상록구,음식,3
04-22,10,목요일,20.5,0.0,0.0,1014,경기도,안산시 상록구,음식,10
04-22,11,목요일,22.1,0.0,0.0,1042,경기도,안산시 상록구,음식,20
04-22,12,목요일,24.3,0.0,0.0,1152,경기도,안산시 상록구,음식,26
04-22,13,목요일,26.0,0.0,0.0,1238,경기도,안산시 상록구,음식,22
04-22,14,목요일,26.8,0.0,0.0,1652,경기도,안산시 상록구,음식,15
04-22,15,목요일,26.7,0.0,0.0,1739,경기도,안산시 상록구,음식,11
04-22,16,목요일,27.0,0.0,0.0,1724,경기도,안산시 상록구,음식,12
04-22,17,목요일,24.7,0.0,0.0,1761,경기도,안산시 상록구,음식,21
04-22,18,목요일,23.0,0.0,0.0,1215,경기도,안산시 상록구,음식,52
04-22,19,목요일,21.4,0.0,0.0,1517,경기도,안산시 상록구,음식,43
04-22,20,목요일,21.2,0.0,0.0,1767,경기도,안산시 상록구,음식,46
04-22,21,목요일,20.4,0.0,0.0,1643,경기도,안산시 상록구,음식,21
04-22,22,목요일,17.6,0.0,0.0,1596,경기도,안산시 상록구,음식,27
04-22,23,목요일,17.1,0.0,0.0,1455,경기도,안산시 상록구,음식,25
04-23,0,금요일,17.2,0.0,0.0,1633,경기도,안산시 상록구,음식,8
04-23,1,금요일,17.6,0.0,0.0,1676,경기도,안산시 상록구,음식,15
04-23,2,금요일,17.6,0.0,0.0,1731,경기도,안산시 상록구,음식,1
04-23,10,금요일,20.5,0.0,0.0,2000,경기도,안산시 상록구,음식,9
04-23,11,금요일,21.6,0.0,0.0,2000,경기도,안산시 상록구,음식,24
04-23,12,금요일,22.5,0.0,0.0,2000,경기도,안산시 상록구,음식,24
04-23,13,금요일,22.1,0.0,0.0,2000,경기도,안산시 상록구,음식,16
04-23,14,금요일,22.6,0.0,0.0,2000,경기도,안산시 상록구,음식,14
04-23,15,금요일,22.8,0.0,0.0,2000,경기도,안산시 상록구,음식,9
04-23,16,금요일,22.1,0.0,0.0,2000,경기도,안산시 상록구,음식,7
04-23,17,금요일,21.4,0.0,0.0,2000,경기도,안산시 상록구,음식,27
04-23,18,금요일,21.3,0.0,0.0,2000,경기도,안산시 상록구,음식,51
04-23,19,금요일,21.0,0.0,0.0,1950,경기도,안산시 상록구,음식,66
04-23,20,금요일,20.1,0.0,0.0,2000,경기도,안산시 상록구,음식,65
04-23,21,금요일,19.8,0.0,0.0,2000,경기도,안산시 상록구,음식,61
04-23,22,금요일,19.6,0.0,0.0,2000,경기도,안산시 상록구,음식,34
04-23,23,금요일,18.7,0.0,0.0,2000,경기도,안산시 상록구,음식,29
04-24,0,토요일,18.2,0.0,0.0,2000,경기도,안산시 상록구,음식,12
04-24,1,토요일,17.8,0.0,0.0,2000,경기도,안산시 상록구,음식,5
04-24,2,토요일,17.5,0.0,0.0,1992,경기도,안산시 상록구,음식,9
04-24,10,토요일,18.2,0.0,0.0,2000,경기도,안산시 상록구,음식,19
04-24,11,토요일,19.2,0.0,0.0,2000,경기도,안산시 상록구,음식,24
04-24,12,토요일,20.1,0.0,0.0,2000,경기도,안산시 상록구,음식,44
04-24,13,토요일,20.4,0.0,0.0,2000,경기도,안산시 상록구,음식,35
04-24,14,토요일,20.6,0.0,0.0,2000,경기도,안산시 상록구,음식,19
04-24,15,토요일,20.7,0.0,0.0,2000,경기도,안산시 상록구,음식,27
04-24,16,토요일,21.7,0.0,0.0,2000,경기도,안산시 상록구,음식,21
04-24,17,토요일,22.8,0.0,0.0,1946,경기도,안산시 상록구,음식,46
04-24,18,토요일,21.4,0.0,0.0,1984,경기도,안산시 상록구,음식,56
04-24,19,토요일,17.6,0.0,0.0,1996,경기도,안산시 상록구,음식,56
04-24,20,토요일,15.3,0.0,0.0,2000,경기도,안산시 상록구,음식,55
04-24,21,토요일,14.7,0.0,0.0,2000,경기도,안산시 상록구,음식,41
04-24,22,토요일,13.4,0.0,0.0,1976,경기도,안산시 상록구,음식,42
04-24,23,토요일,13.5,0.0,0.0,1692,경기도,안산시 상록구,음식,20
04-25,0,일요일,12.1,0.0,0.0,1100,경기도,안산시 상록구,음식,9
04-25,1,일요일,11.5,0.0,0.0,1581,경기도,안산시 상록구,음식,6
04-25,2,일요일,10.9,0.0,0.0,1040,경기도,안산시 상록구,음식,4
04-25,10,일요일,18.7,0.0,0.0,1995,경기도,안산시 상록구,음식,26
04-25,11,일요일,19.5,0.0,0.0,2000,경기도,안산시 상록구,음식,37
04-25,12,일요일,20.8,0.0,0.0,1985,경기도,안산시 상록구,음식,37
04-25,13,일요일,21.2,0.0,0.0,1794,경기도,안산시 상록구,음식,40
04-25,14,일요일,22.5,0.0,0.0,2000,경기도,안산시 상록구,음식,37
04-25,15,일요일,22.7,0.0,0.0,2000,경기도,안산시 상록구,음식,32
04-25,16,일요일,23.3,0.0,0.0,1992,경기도,안산시 상록구,음식,37
04-25,17,일요일,23.1,0.0,0.0,2000,경기도,안산시 상록구,음식,54
04-25,18,일요일,22.3,0.0,0.0,2000,경기도,안산시 상록구,음식,60
04-25,19,일요일,20.7,0.0,0.0,2000,경기도,안산시 상록구,음식,70
04-25,20,일요일,18.3,0.0,0.0,2000,경기도,안산시 상록구,음식,59
04-25,21,일요일,17.9,0.0,0.0,2000,경기도,안산시 상록구,음식,37
04-25,22,일요일,16.4,0.0,0.0,2000,경기도,안산시 상록구,음식,32
04-25,23,일요일,15.6,0.0,0.0,2000,경기도,안산시 상록구,음식,17
04-26,0,월요일,17.0,0.0,0.0,2000,경기도,안산시 상록구,음식,8
04-26,1,월요일,15.6,0.0,0.0,2000,경기도,안산시 상록구,음식,3
04-26,2,월요일,15.0,0.0,0.0,2000,경기도,안산시 상록구,음식,4
04-26,10,월요일,16.7,0.0,0.0,2000,경기도,안산시 상록구,음식,11
04-26,11,월요일,17.2,0.0,0.0,1891,경기도,안산시 상록구,음식,17
04-26,12,월요일,17.5,0.0,0.0,1882,경기도,안산시 상록구,음식,26
04-26,13,월요일,19.1,0.0,0.0,1896,경기도,안산시 상록구,음식,10
04-26,14,월요일,19.0,0.0,0.0,1951,경기도,안산시 상록구,음식,13
04-26,15,월요일,19.7,0.0,0.0,1821,경기도,안산시 상록구,음식,11
04-26,16,월요일,20.1,0.0,0.0,1879,경기도,안산시 상록구,음식,17
04-26,17,월요일,19.7,0.0,0.0,1964,경기도,안산시 상록구,음식,21
04-26,18,월요일,19.0,0.0,0.0,2000,경기도,안산시 상록구,음식,36
04-26,19,월요일,17.2,0.0,0.0,1985,경기도,안산시 상록구,음식,51
04-26,20,월요일,15.1,0.0,0.0,1794,경기도,안산시 상록구,음식,26
04-26,21,월요일,13.7,0.0,0.0,1422,경기도,안산시 상록구,음식,25
04-26,22,월요일,12.8,0.0,0.0,1522,경기도,안산시 상록구,음식,24
04-26,23,월요일,13.9,0.0,0.0,1578,경기도,안산시 상록구,음식,14
04-27,0,화요일,12.7,0.0,0.0,1834,경기도,안산시 상록구,음식,4
04-27,1,화요일,12.2,0.0,0.0,1584,경기도,안산시 상록구,음식,2
04-27,2,화요일,11.7,0.0,0.0,1311,경기도,안산시 상록구,음식,2
04-27,10,화요일,16.0,0.0,0.0,1650,경기도,안산시 상록구,음식,16
04-27,11,화요일,16.8,0.0,0.0,1856,경기도,안산시 상록구,음식,17
04-27,12,화요일,16.9,0.0,0.0,1810,경기도,안산시 상록구,음식,34
04-27,13,화요일,18.0,0.0,0.0,1981,경기도,안산시 상록구,음식,21
04-27,14,화요일,19.3,0.0,0.0,1801,경기도,안산시 상록구,음식,18
04-27,15,화요일,19.2,0.0,0.0,1904,경기도,안산시 상록구,음식,8
04-27,16,화요일,18.6,0.0,0.0,1920,경기도,안산시 상록구,음식,10
04-27,17,화요일,16.9,0.0,0.0,2024,경기도,안산시 상록구,음식,34
04-27,18,화요일,16.6,0.0,0.0,2000,경기도,안산시 상록구,음식,56
04-27,19,화요일,15.4,0.0,0.0,2000,경기도,안산시 상록구,음식,37
04-27,20,화요일,15.4,0.0,0.0,2000,경기도,안산시 상록구,음식,36
04-27,21,화요일,15.7,0.0,0.0,2000,경기도,안산시 상록구,음식,39
04-27,22,화요일,15.2,0.0,0.0,2000,경기도,안산시 상록구,음식,24
04-27,23,화요일,15.2,0.0,0.0,2000,경기도,안산시 상록구,음식,19
04-28,0,수요일,15.2,0.0,0.0,1952,경기도,안산시 상록구,음식,14
04-28,1,수요일,13.7,1.6,0.0,573,경기도,안산시 상록구,음식,4
04-28,2,수요일,13.6,0.2,0.0,587,경기도,안산시 상록구,음식,3
04-28,10,수요일,14.4,0.0,0.0,606,경기도,안산시 상록구,음식,12
04-28,11,수요일,15.6,0.0,0.0,712,경기도,안산시 상록구,음식,14
04-28,12,수요일,17.4,0.0,0.0,800,경기도,안산시 상록구,음식,40
04-28,13,수요일,18.5,0.0,0.0,1275,경기도,안산시 상록구,음식,22
04-28,14,수요일,18.8,0.0,0.0,1735,경기도,안산시 상록구,음식,11
04-28,15,수요일,17.4,0.0,0.0,1584,경기도,안산시 상록구,음식,5
04-28,16,수요일,16.8,0.0,0.0,1536,경기도,안산시 상록구,음식,16
04-28,17,수요일,16.5,0.0,0.0,1492,경기도,안산시 상록구,음식,20
04-28,18,수요일,16.5,0.0,0.0,1726,경기도,안산시 상록구,음식,41
04-28,19,수요일,15.6,0.0,0.0,1860,경기도,안산시 상록구,음식,45
04-28,20,수요일,14.2,0.0,0.0,1869,경기도,안산시 상록구,음식,39
04-28,21,수요일,14.2,0.0,0.0,2000,경기도,안산시 상록구,음식,26
04-28,22,수요일,13.6,0.0,0.0,1763,경기도,안산시 상록구,음식,29
04-28,23,수요일,12.8,0.0,0.0,1619,경기도,안산시 상록구,음식,3
04-29,0,목요일,11.7,0.0,0.0,1945,경기도,안산시 상록구,음식,12
04-29,1,목요일,11.2,0.0,0.0,1541,경기도,안산시 상록구,음식,5
04-29,2,목요일,10.2,0.0,0.0,1705,경기도,안산시 상록구,음식,3
04-29,10,목요일,16.9,0.0,0.0,1874,경기도,안산시 상록구,음식,9
04-29,11,목요일,16.1,0.0,0.0,1759,경기도,안산시 상록구,음식,19
04-29,12,목요일,15.4,0.0,0.0,1977,경기도,안산시 상록구,음식,18
04-29,13,목요일,17.1,0.0,0.0,1480,경기도,안산시 상록구,음식,21
04-29,14,목요일,17.8,0.0,0.0,1853,경기도,안산시 상록구,음식,19
04-29,15,목요일,19.5,0.0,0.0,1583,경기도,안산시 상록구,음식,9
04-29,16,목요일,19.7,0.0,0.0,1874,경기도,안산시 상록구,음식,12
04-29,17,목요일,18.9,0.0,0.0,1503,경기도,안산시 상록구,음식,28
04-29,18,목요일,18.1,0.0,0.0,2039,경기도,안산시 상록구,음식,44
04-29,19,목요일,16.5,0.0,0.0,1118,경기도,안산시 상록구,음식,47
04-29,20,목요일,15.4,0.0,0.0,1227,경기도,안산시 상록구,음식,40
04-29,21,목요일,15.9,0.0,0.0,1961,경기도,안산시 상록구,음식,42
04-29,22,목요일,12.3,0.7,0.0,1098,경기도,안산시 상록구,음식,25
04-29,23,목요일,10.9,4.4,0.0,832,경기도,안산시 상록구,음식,15
04-30,0,금요일,11.3,1.2,0.0,787,경기도,안산시 상록구,음식,8
04-30,1,금요일,10.4,2.2,0.0,788,경기도,안산시 상록구,음식,8
04-30,2,금요일,9.5,4.7,0.0,994,경기도,안산시 상록구,음식,2
04-30,10,금요일,9.8,0.4,0.0,1998,경기도,안산시 상록구,음식,15
04-30,11,금요일,11.1,0.0,0.0,1997,경기도,안산시 상록구,음식,15
04-30,12,금요일,11.0,0.0,0.0,1297,경기도,안산시 상록구,음식,35
04-30,13,금요일,11.2,0.0,0.0,1094,경기도,안산시 상록구,음식,22
04-30,14,금요일,13.3,0.0,0.0,1243,경기도,안산시 상록구,음식,16
04-30,15,금요일,14.1,0.0,0.0,1397,경기도,안산시 상록구,음식,14
04-30,16,금요일,13.9,0.0,0.0,1368,경기도,안산시 상록구,음식,11
04-30,17,금요일,12.1,0.0,0.0,774,경기도,안산시 상록구,음식,34
04-30,18,금요일,12.0,0.0,0.0,592,경기도,안산시 상록구,음식,52
04-30,19,금요일,11.3,0.0,0.0,672,경기도,안산시 상록구,음식,67
04-30,20,금요일,11.1,0.0,0.0,870,경기도,안산시 상록구,음식,57
04-30,21,금요일,10.5,0.0,0.0,1046,경기도,안산시 상록구,음식,44
04-30,22,금요일,10.2,0.0,0.0,1393,경기도,안산시 상록구,음식,50
04-30,23,금요일,9.9,0.0,0.0,1081,경기도,안산시 상록구,음식,24
05-01,0,토요일,10.0,0.0,0.0,882,경기도,안산시 상록구,음식,7
05-01,1,토요일,10.0,0.0,0.0,900,경기도,안산시 상록구,음식,9
05-01,2,토요일,9.8,0.0,0.0,776,경기도,안산시 상록구,음식,5
05-01,10,토요일,11.4,0.0,0.0,1893,경기도,안산시 상록구,음식,19
05-01,11,토요일,13.3,0.0,0.0,1981,경기도,안산시 상록구,음식,34
05-01,12,토요일,13.9,0.0,0.0,1955,경기도,안산시 상록구,음식,40
05-01,13,토요일,12.6,0.0,0.0,1788,경기도,안산시 상록구,음식,24
05-01,14,토요일,12.4,1.4,0.0,1644,경기도,안산시 상록구,음식,26
05-01,15,토요일,12.6,0.0,0.0,1980,경기도,안산시 상록구,음식,23
05-01,16,토요일,10.9,0.1,0.0,1890,경기도,안산시 상록구,음식,35
05-01,17,토요일,10.5,0.0,0.0,2000,경기도,안산시 상록구,음식,50
05-01,18,토요일,10.1,0.0,0.0,1435,경기도,안산시 상록구,음식,71
05-01,19,토요일,9.9,0.3,0.0,1994,경기도,안산시 상록구,음식,56
05-01,20,토요일,9.5,0.0,0.0,1993,경기도,안산시 상록구,음식,56
05-01,21,토요일,10.3,0.0,0.0,2000,경기도,안산시 상록구,음식,52
05-01,22,토요일,9.4,0.0,0.0,2113,경기도,안산시 상록구,음식,47
05-01,23,토요일,9.1,0.0,0.0,1724,경기도,안산시 상록구,음식,29
05-02,0,일요일,8.7,0.0,0.0,1992,경기도,안산시 상록구,음식,16
05-02,1,일요일,8.5,0.2,0.0,1664,경기도,안산시 상록구,음식,10
05-02,2,일요일,8.0,1.4,0.0,2010,경기도,안산시 상록구,음식,8
05-02,3,일요일,8.1,0.6,0.0,2000,경기도,안산시 상록구,음식,2
05-02,10,일요일,12.7,0.0,0.0,1999,경기도,안산시 상록구,음식,14
05-02,11,일요일,14.0,0.0,0.0,2000,경기도,안산시 상록구,음식,32
05-02,12,일요일,15.5,0.0,0.0,2000,경기도,안산시 상록구,음식,45
05-02,13,일요일,17.0,0.0,0.0,1988,경기도,안산시 상록구,음식,37
05-02,14,일요일,17.3,0.0,0.0,1925,경기도,안산시 상록구,음식,21
05-02,15,일요일,16.9,0.0,0.0,1997,경기도,안산시 상록구,음식,23
05-02,16,일요일,16.5,0.0,0.0,2000,경기도,안산시 상록구,음식,36
05-02,17,일요일,16.0,0.0,0.0,2000,경기도,안산시 상록구,음식,45
05-02,18,일요일,15.1,0.0,0.0,2000,경기도,안산시 상록구,음식,52
05-02,19,일요일,13.9,0.0,0.0,2000,경기도,안산시 상록구,음식,66
