지점,지점명,일시,기온(°C),강수량(mm),적설(cm),시정(10m)
119,수원,2021-01-03 15:00,-.8,,,1994
119,수원,2021-01-03 16:00,-1.2,,,1998
119,수원,2021-01-03 17:00,-2.3,,,2000
119,수원,2021-01-03 18:00,-3.3,,,1957
119,수원,2021-01-03 19:00,-3.8,,,1988
119,수원,2021-01-03 20:00,-4.3,,,2000
119,수원,2021-01-03 21:00,-4.7,,,1996
119,수원,2021-01-03 22:00,-5.8,,,2032
119,수원,2021-01-03 23:00,-6.5,,,1751
119,수원,2021-01-04 00:00,-7.9,,,1650
119,수원,2021-01-04 01:00,-8.6,,,1997
119,수원,2021-01-04 02:00,-8.6,,,1572
119,수원,2021-01-04 03:00,-8.5,,,1849
119,수원,2021-01-04 04:00,-9.6,,,1670
119,수원,2021-01-04 05:00,-9.7,,,1887
119,수원,2021-01-04 06:00,-9.7,,,1560
119,수원,2021-01-04 07:00,-9.4,,,1825
119,수원,2021-01-04 08:00,-9.1,,,1920
119,수원,2021-01-04 09:00,-6.3,,,1635
119,수원,2021-01-04 10:00,-3.5,,,1952
119,수원,2021-01-04 11:00,-2.8,,,1970
119,수원,2021-01-04 12:00,-1.4,,,1975
119,수원,2021-01-04 13:00,-.7,,,2000
119,수원,2021-01-04 14:00,.1,,,1951
119,수원,2021-01-04 15:00,.4,,,2000
119,수원,2021-01-04 16:00,0,,,1996
119,수원,2021-01-04 17:00,-.3,,,2000
119,수원,2021-01-04 18:00,-1.5,0,,1058
119,수원,2021-01-04 19:00,-1.4,,,1821
119,수원,2021-01-04 20:00,-1.2,,,1753
119,수원,2021-01-04 21:00,-.7,0,,1742
119,수원,2021-01-04 22:00,-.7,,,1731
119,수원,2021-01-04 23:00,-.9,,.1,892
119,수원,2021-01-05 00:00,-.9,0,.1,1512
119,수원,2021-01-05 01:00,-.9,,0,1420
119,수원,2021-01-05 02:00,-1.7,,,1366
119,수원,2021-01-05 03:00,-2.5,,,1272
119,수원,2021-01-05 04:00,-3,,,1176
119,수원,2021-01-05 05:00,-2.7,,,1289
119,수원,2021-01-05 06:00,-3.3,0,,1052
119,수원,2021-01-05 07:00,-3.8,,,1325
119,수원,2021-01-05 08:00,-4.6,,,1911
119,수원,2021-01-05 09:00,-4.7,,,1978
119,수원,2021-01-05 10:00,-4,,,2000
119,수원,2021-01-05 11:00,-3.8,,,1941
119,수원,2021-01-05 12:00,-3.6,,,1974
119,수원,2021-01-05 13:00,-3,,,1994
119,수원,2021-01-05 14:00,-2.8,,,2000
119,수원,2021-01-05 15:00,-3.4,,,2000
119,수원,2021-01-05 16:00,-3.5,,,2000
119,수원,2021-01-05 17:00,-4.2,,,2000
119,수원,2021-01-05 18:00,-5.4,,,2000
119,수원,2021-01-05 19:00,-5.4,,,2000
119,수원,2021-01-05 20:00,-6.3,,,2000
119,수원,2021-01-05 21:00,-7,,,2000
119,수원,2021-01-05 22:00,-7.7,,,2000
119,수원,2021-01-05 23:00,-8.5,,,1950
119,수원,2021-01-06 00:00,-9.2,,,2000
119,수원,2021-01-06 01:00,-10,,,2000
119,수원,2021-01-06 02:00,-10.3,,,2000
119,수원,2021-01-06 03:00,-10.2,,,2000
119,수원,2021-01-06 04:00,-10.7,,,2000
119,수원,2021-01-06 05:00,-11.8,,,2000
119,수원,2021-01-06 06:00,-12.3,,,2000
119,수원,2021-01-06 07:00,-12.2,,,2000
119,수원,2021-01-06 08:00,-12.2,,,1812
119,수원,2021-01-06 09:00,-9.6,,,2000
119,수원,2021-01-06 10:00,-7.7,,,2000
119,수원,2021-01-06 11:00,-6.3,,,2000
119,수원,2021-01-06 12:00,-5.5,,,1994
119,수원,2021-01-06 13:00,-4.4,,,2000
119,수원,2021-01-06 14:00,-3.7,,,2000
119,수원,2021-01-06 15:00,-3.2,,,1998
119,수원,2021-01-06 16:00,-2.6,,,2000
119,수원,2021-01-06 17:00,-3.2,,,2000
119,수원,2021-01-06 18:00,-3.8,,,2000
119,수원,2021-01-06 19:00,-3.9,,,2000
119,수원,2021-01-06 20:00,-5,,.7,586
119,수원,2021-01-06 21:00,-4.9,2.5,5,53
119,수원,2021-01-06 22:00,-4.1,,8,212
119,수원,2021-01-06 23:00,-4.8,,9,137
119,수원,2021-01-07 00:00,-8.3,3.2,8.5,1050
119,수원,2021-01-07 01:00,-9.7,,7.5,1664
119,수원,2021-01-07 02:00,-10.6,,7.2,1722
119,수원,2021-01-07 03:00,-12,,7,1114
119,수원,2021-01-07 04:00,-13.2,,6.8,2000
119,수원,2021-01-07 05:00,-13.9,,6.6,1948
119,수원,2021-01-07 06:00,-14.7,,6.3,1988
119,수원,2021-01-07 07:00,-15.3,,6,1986
119,수원,2021-01-07 08:00,-15.5,,6,2000
119,수원,2021-01-07 09:00,-15.4,,5.7,1940
119,수원,2021-01-07 10:00,-14.7,,5.5,1955
119,수원,2021-01-07 11:00,-14.1,,5.5,1126
119,수원,2021-01-07 12:00,-13,,5.5,1998
119,수원,2021-01-07 13:00,-12.8,,4.8,2000
119,수원,2021-01-07 14:00,-12.3,,4.5,1943
119,수원,2021-01-07 15:00,-12.2,,4.5,1977
119,수원,2021-01-07 16:00,-12.1,,4.4,2032
119,수원,2021-01-07 17:00,-12.5,,4.4,2000
119,수원,2021-01-07 18:00,-13.7,,4.2,2000
119,수원,2021-01-07 19:00,-13.8,,4.2,2000
119,수원,2021-01-07 20:00,-14,,4.2,2000
119,수원,2021-01-07 21:00,-14,,4,2000
119,수원,2021-01-07 22:00,-14.7,,3.9,2000
119,수원,2021-01-07 23:00,-15.3,,3.8,2000
119,수원,2021-01-08 00:00,-15.2,,3.6,2000
119,수원,2021-01-08 01:00,-15.9,,3.5,2000
119,수원,2021-01-08 02:00,-15.8,,3.4,2000
119,수원,2021-01-08 03:00,-16.6,,3.3,2000
119,수원,2021-01-08 04:00,-17.2,,3.2,2000
119,수원,2021-01-08 05:00,-17.2,,3.2,2000
119,수원,2021-01-08 06:00,-17.7,,3,2000
119,수원,2021-01-08 07:00,-18.2,,2.9,2000
119,수원,2021-01-08 08:00,-17.2,,2.9,1955
119,수원,2021-01-08 09:00,-16.3,,2.9,1995
119,수원,2021-01-08 10:00,-15.2,,2.9,2000
119,수원,2021-01-08 11:00,-14.5,,2.9,1968
119,수원,2021-01-08 12:00,-13.5,,2.9,1989
119,수원,2021-01-08 13:00,-12.7,,2.9,2000
119,수원,2021-01-08 14:00,-12.1,,2.8,1948
119,수원,2021-01-08 15:00,-10.9,,2.8,1994
119,수원,2021-01-08 16:00,-11,,2.8,1916
119,수원,2021-01-08 17:00,-11.2,,2.8,2000
119,수원,2021-01-08 18:00,-11.7,,2.8,2000
119,수원,2021-01-08 19:00,-12.6,,2.8,1854
119,수원,2021-01-08 20:00,-13,,2.7,2000
119,수원,2021-01-08 21:00,-13.6,,2.6,2000
119,수원,2021-01-08 22:00,-14.3,,2.5,2000
119,수원,2021-01-08 23:00,-14.3,,2.5,1954
119,수원,2021-01-09 00:00,-15.2,,2.5,2000
119,수원,2021-01-09 01:00,-14.9,,2.5,2000
119,수원,2021-01-09 02:00,-16.1,,2.4,2000
119,수원,2021-01-09 03:00,-16.9,,2.4,2000
119,수원,2021-01-09 04:00,-17.3,,2.4,1950
119,수원,2021-01-09 05:00,-18.3,,2.4,2000
119,수원,2021-01-09 06:00,-17.1,,2.4,2000
119,수원,2021-01-09 07:00,-17.9,,2.4,2000
119,수원,2021-01-09 08:00,-17.9,,2.4,1903
119,수원,2021-01-09 09:00,-15.8,,2.4,1120
119,수원,2021-01-09 10:00,-14,,2.4,1711
119,수원,2021-01-09 11:00,-12.7,,2.4,2000
119,수원,2021-01-09 12:00,-10.7,,2.4,1946
119,수원,2021-01-09 13:00,-9.7,,2.4,1865
119,수원,2021-01-09 14:00,-8.9,,2.4,1791
119,수원,2021-01-09 15:00,-8.1,,2.3,1960
119,수원,2021-01-09 16:00,-8.1,,2.3,1992
119,수원,2021-01-09 17:00,-8.4,,2.3,2000
119,수원,2021-01-09 18:00,-9.3,,2.3,2000
119,수원,2021-01-09 19:00,-9.7,,2.3,2000
119,수원,2021-01-09 20:00,-10.4,,2.3,2000
119,수원,2021-01-09 21:00,-11.4,,2.3,2000
119,수원,2021-01-09 22:00,-11.4,,2.3,2000
119,수원,2021-01-09 23:00,-11.9,,2.3,2000
119,수원,2021-01-10 00:00,-12.5,,2.3,2000
119,수원,2021-01-10 01:00,-13.8,,2.3,1992
119,수원,2021-01-10 02:00,-13.6,,2.3,2037
119,수원,2021-01-10 03:00,-14.1,,2.3,1945
119,수원,2021-01-10 04:00,-15.6,,2.3,1894
119,수원,2021-01-10 05:00,-15.8,,2.3,1938
119,수원,2021-01-10 06:00,-16.4,,2.3,1573
119,수원,2021-01-10 07:00,-15.8,,2.3,1744
119,수원,2021-01-10 08:00,-15.3,,2.3,1406
119,수원,2021-01-10 09:00,-12.2,,2.3,1328
119,수원,2021-01-10 10:00,-10.1,,2.3,1371
119,수원,2021-01-10 11:00,-7.8,,2.3,1660
119,수원,2021-01-10 12:00,-6.2,,2.3,1881
119,수원,2021-01-10 13:00,-5,,2.2,1932
119,수원,2021-01-10 14:00,-4.1,,2.2,1933
119,수원,2021-01-10 15:00,-3.5,,2.2,2000
119,수원,2021-01-10 16:00,-3.5,,2.1,1940
119,수원,2021-01-10 17:00,-3.6,,2.1,1975
119,수원,2021-01-10 18:00,-4.1,,2.1,2000
119,수원,2021-01-10 19:00,-4.2,,2.1,2000
119,수원,2021-01-10 20:00,-4.4,,2.1,2000
119,수원,2021-01-10 21:00,-4.7,0,2.1,2004
119,수원,2021-01-10 22:00,-6.2,,2.1,1973
119,수원,2021-01-10 23:00,-7.5,,2.1,1783
119,수원,2021-01-11 00:00,-9.7,0,2.1,1568
119,수원,2021-01-11 01:00,-10.1,,2.1,1480
119,수원,2021-01-11 02:00,-11.2,,2.1,1211
119,수원,2021-01-11 03:00,-11.6,,2.1,1220
119,수원,2021-01-11 04:00,-11.3,,2.1,1391
119,수원,2021-01-11 05:00,-11.5,,2.1,1139
119,수원,2021-01-11 06:00,-11.4,,2.1,1048
119,수원,2021-01-11 07:00,-11.2,,2.1,984
119,수원,2021-01-11 08:00,-10.3,,2.1,1014
119,수원,2021-01-11 09:00,-9.6,,2.1,1262
119,수원,2021-01-11 10:00,-7.9,,2.1,1151
119,수원,2021-01-11 11:00,-6.7,,2.1,879
119,수원,2021-01-11 12:00,-5.7,,2.1,1067
119,수원,2021-01-11 13:00,-5,,2.1,1254
119,수원,2021-01-11 14:00,-4.6,,2.1,1364
119,수원,2021-01-11 15:00,-3.9,,2,1338
119,수원,2021-01-11 16:00,-3.9,,2,1420
119,수원,2021-01-11 17:00,-3.8,,2,1574
119,수원,2021-01-11 18:00,-4.4,,2,1517
119,수원,2021-01-11 19:00,-5.8,,2,1199
119,수원,2021-01-11 20:00,-6.4,,2,1073
119,수원,2021-01-11 21:00,-7.4,,2,1281
119,수원,2021-01-11 22:00,-7.1,,2,1185
119,수원,2021-01-11 23:00,-6.6,,2,1273
119,수원,2021-01-12 00:00,-6.7,,2,949
119,수원,2021-01-12 01:00,-7.1,,2,875
119,수원,2021-01-12 02:00,-7.3,,2,786
119,수원,2021-01-12 03:00,-7.9,,2,643
119,수원,2021-01-12 04:00,-9.6,,2,523
119,수원,2021-01-12 05:00,-11,,2,701
119,수원,2021-01-12 06:00,-10.1,,2,934
119,수원,2021-01-12 07:00,-10.2,,2,499
119,수원,2021-01-12 08:00,-9.3,,2,784
119,수원,2021-01-12 09:00,-7.1,,2,548
119,수원,2021-01-12 10:00,-4.8,,2,810
119,수원,2021-01-12 11:00,-3.1,,1.9,948
119,수원,2021-01-12 12:00,-1.8,,1.9,1168
119,수원,2021-01-12 13:00,-.8,,1.9,1023
119,수원,2021-01-12 14:00,.1,,1.9,1050
119,수원,2021-01-12 15:00,.5,0,1.7,1062
119,수원,2021-01-12 16:00,-.8,,2.9,71
119,수원,2021-01-12 17:00,-.5,,4.2,369
119,수원,2021-01-12 18:00,-.7,1.2,4.7,560
119,수원,2021-01-12 19:00,-.4,,4.7,381
119,수원,2021-01-12 20:00,-.6,,5.3,248
119,수원,2021-01-12 21:00,-1.3,.3,5.3,323
119,수원,2021-01-12 22:00,-1.1,,5.3,344
119,수원,2021-01-12 23:00,-2.3,,5.3,234
119,수원,2021-01-13 00:00,-2.7,,5.3,315
119,수원,2021-01-13 01:00,-2.9,,5.3,215
119,수원,2021-01-13 02:00,-3,,5.3,296
119,수원,2021-01-13 03:00,-3.5,,5.2,238
119,수원,2021-01-13 04:00,-3.9,,5.2,170
119,수원,2021-01-13 05:00,-4.6,,5.2,33
119,수원,2021-01-13 06:00,-4.7,,5.1,194
119,수원,2021-01-13 07:00,-3.4,,5.1,392
119,수원,2021-01-13 08:00,-3,,5.1,708
119,수원,2021-01-13 09:00,-2.3,,4.9,831
119,수원,2021-01-13 10:00,.1,,4.8,918
119,수원,2021-01-13 11:00,2.6,,4.6,729
119,수원,2021-01-13 12:00,4.5,,4,788
119,수원,2021-01-13 13:00,6.7,,1.4,848
119,수원,2021-01-13 14:00,8,,1,948
119,수원,2021-01-13 15:00,8.6,,,1150
119,수원,2021-01-13 16:00,8.2,,,1150
119,수원,2021-01-13 17:00,7.6,,,1458
119,수원,2021-01-13 18:00,6.4,,,1115
119,수원,2021-01-13 19:00,5.7,,,857
119,수원,2021-01-13 20:00,4.3,,,1727
119,수원,2021-01-13 21:00,4.2,,,737
119,수원,2021-01-13 22:00,2.3,,,945
119,수원,2021-01-13 23:00,1.2,,,693
119,수원,2021-01-14 00:00,.4,,,965
119,수원,2021-01-14 01:00,.2,,,924
119,수원,2021-01-14 02:00,-.1,,,1638
119,수원,2021-01-14 03:00,-1.3,,,1992
119,수원,2021-01-14 04:00,-1.9,,,1763
119,수원,2021-01-14 05:00,-2.9,,,1704
119,수원,2021-01-14 06:00,-3.7,,,1542
119,수원,2021-01-14 07:00,-4.1,,,1179
119,수원,2021-01-14 08:00,-5.3,,,1229
119,수원,2021-01-14 09:00,-3.1,,,1162
119,수원,2021-01-14 10:00,.7,,,1330
119,수원,2021-01-14 11:00,2.5,,,1812
119,수원,2021-01-14 12:00,3.8,,,2000
119,수원,2021-01-14 13:00,5.7,,,1745
119,수원,2021-01-14 14:00,6.8,,,1974
119,수원,2021-01-14 15:00,7.3,,,1944
119,수원,2021-01-14 16:00,7.6,,,2000
119,수원,2021-01-14 17:00,7,,,1961
119,수원,2021-01-14 18:00,5.5,,,1898
119,수원,2021-01-14 19:00,4.3,,,1912
119,수원,2021-01-14 20:00,3.3,,,1627
119,수원,2021-01-14 21:00,2.9,,,1857
119,수원,2021-01-14 22:00,2.1,,,1685
119,수원,2021-01-14 23:00,.6,,,1806
119,수원,2021-01-15 00:00,.2,,,1118
119,수원,2021-01-15 01:00,-.7,,,1523
119,수원,2021-01-15 02:00,-.6,,,1551
119,수원,2021-01-15 03:00,1.1,,,1565
119,수원,2021-01-15 04:00,1.6,,,1882
119,수원,2021-01-15 05:00,1.1,,,1681
119,수원,2021-01-15 06:00,1.7,,,1660
119,수원,2021-01-15 07:00,1.8,,,1718
119,수원,2021-01-15 08:00,2.2,,,1383
119,수원,2021-01-15 09:00,4.6,,,1284
119,수원,2021-01-15 10:00,6.3,,,1162
119,수원,2021-01-15 11:00,8.5,,,1292
119,수원,2021-01-15 12:00,9.8,0,,1792
119,수원,2021-01-15 13:00,11.2,,,1640
119,수원,2021-01-15 14:00,10.9,,,1663
119,수원,2021-01-15 15:00,10,,,912
119,수원,2021-01-15 16:00,6.9,,,586
119,수원,2021-01-15 17:00,6.2,,,598
119,수원,2021-01-15 18:00,3.7,,,506
119,수원,2021-01-15 19:00,2.8,,,665
119,수원,2021-01-15 20:00,2.3,,,697
119,수원,2021-01-15 21:00,2,,,1106
119,수원,2021-01-15 22:00,1.4,,,1190
119,수원,2021-01-15 23:00,.6,,,949
119,수원,2021-01-16 00:00,-.7,,,1682
119,수원,2021-01-16 01:00,-1.4,,,828
119,수원,2021-01-16 02:00,-2,,,734
119,수원,2021-01-16 03:00,-2.8,,,802
119,수원,2021-01-16 04:00,-3.6,,,699
119,수원,2021-01-16 05:00,-4,,,685
119,수원,2021-01-16 06:00,-3.8,,,570
119,수원,2021-01-16 07:00,-4,,,567
119,수원,2021-01-16 08:00,-4.3,,,611
119,수원,2021-01-16 09:00,-4.6,,,891
119,수원,2021-01-16 10:00,-4.3,,,729
119,수원,2021-01-16 11:00,-3.7,,,778
119,수원,2021-01-16 12:00,-2.5,,,1185
119,수원,2021-01-16 13:00,-2.5,,,1130
119,수원,2021-01-16 14:00,-2.5,,,1440
119,수원,2021-01-16 15:00,-3,,,2016
119,수원,2021-01-16 16:00,-2.6,,,1876
119,수원,2021-01-16 17:00,-3.4,,,2000
119,수원,2021-01-16 18:00,-4.2,,,1999
119,수원,2021-01-16 19:00,-4.8,,,2000
119,수원,2021-01-16 20:00,-4.9,,,2000
119,수원,2021-01-16 21:00,-5.5,,,2000
119,수원,2021-01-16 22:00,-6.1,,,2000
119,수원,2021-01-16 23:00,-6.6,,,2000
119,수원,2021-01-17 00:00,-7.3,,,1950
119,수원,2021-01-17 01:00,-7.9,,,2000
119,수원,2021-01-17 02:00,-8.2,,,2000
119,수원,2021-01-17 03:00,-9.1,,,2000
119,수원,2021-01-17 04:00,-9.5,,,2000
119,수원,2021-01-17 05:00,-9.8,,,2000
119,수원,2021-01-17 06:00,-10,,,1994
119,수원,2021-01-17 07:00,-10.6,,,2000
119,수원,2021-01-17 08:00,-11.1,,,1999
119,수원,2021-01-17 09:00,-8.4,,,1991
119,수원,2021-01-17 10:00,-6.8,,,1960
119,수원,2021-01-17 11:00,-5.8,,,1982
119,수원,2021-01-17 12:00,-3.9,,,1998
119,수원,2021-01-17 13:00,-2.5,,,2000
119,수원,2021-01-17 14:00,-2.2,,,2000
119,수원,2021-01-17 15:00,-2,0,,1997
119,수원,2021-01-17 16:00,-2.3,,,2000
119,수원,2021-01-17 17:00,-1.5,,,2000
119,수원,2021-01-17 18:00,-2.2,0,,2000
119,수원,2021-01-17 19:00,-2.7,,,2000
119,수원,2021-01-17 20:00,-2.6,,,1962
119,수원,2021-01-17 21:00,-3,0,.2,1439
119,수원,2021-01-17 22:00,-2.9,,1.8,375
119,수원,2021-01-17 23:00,-2.8,,2.3,1005
119,수원,2021-01-18 00:00,-3.5,1.1,2.8,572
119,수원,2021-01-18 01:00,-4.1,,2.8,1100
119,수원,2021-01-18 02:00,-3.2,,2.8,392
119,수원,2021-01-18 03:00,-4,.1,2.9,468
119,수원,2021-01-18 04:00,-4,,2.9,474
119,수원,2021-01-18 05:00,-3,,3.2,1100
119,수원,2021-01-18 06:00,-3.6,.1,3.2,572
119,수원,2021-01-18 07:00,-4.5,,3.1,547
119,수원,2021-01-18 08:00,-3.7,,3.1,618
119,수원,2021-01-18 09:00,-3.3,.1,3.4,785
119,수원,2021-01-18 10:00,-2.4,,3.5,582
119,수원,2021-01-18 11:00,-1.2,,3.4,522
119,수원,2021-01-18 12:00,.4,0,3.2,420
119,수원,2021-01-18 13:00,1.5,,2,739
119,수원,2021-01-18 14:00,.9,,1,1700
119,수원,2021-01-18 15:00,.6,0,.5,1545
119,수원,2021-01-18 16:00,.8,,.1,1886
119,수원,2021-01-18 17:00,-.8,,,2000
119,수원,2021-01-18 18:00,-2.5,0,,2000
119,수원,2021-01-18 19:00,-4.1,,,2000
119,수원,2021-01-18 20:00,-4.8,,,2000
119,수원,2021-01-18 21:00,-5.1,,,2000
119,수원,2021-01-18 22:00,-5.7,,,2000
119,수원,2021-01-18 23:00,-7,,,2000
119,수원,2021-01-19 00:00,-8.1,,,2000
119,수원,2021-01-19 01:00,-8.8,,,2000
119,수원,2021-01-19 02:00,-9.6,,,2000
119,수원,2021-01-19 03:00,-10,,,2000
119,수원,2021-01-19 04:00,-11.2,,,2000
119,수원,2021-01-19 05:00,-11,,,2000
119,수원,2021-01-19 06:00,-11.6,,,2000
119,수원,2021-01-19 07:00,-11.7,,,2000
119,수원,2021-01-19 08:00,-11.7,,,2000
119,수원,2021-01-19 09:00,-9.3,,,2000
119,수원,2021-01-19 10:00,-7.3,,,1945
119,수원,2021-01-19 11:00,-5.3,,,2000
119,수원,2021-01-19 12:00,-4.5,,,1985
119,수원,2021-01-19 13:00,-3.2,,,1988
119,수원,2021-01-19 14:00,-2,,,1972
119,수원,2021-01-19 15:00,-1.6,,,2000
119,수원,2021-01-19 16:00,-1.5,,,1996
119,수원,2021-01-19 17:00,-1.7,,,2000
119,수원,2021-01-19 18:00,-3.1,,,1992
119,수원,2021-01-19 19:00,-3.5,,,1960
119,수원,2021-01-19 20:00,-4.9,,,1857
119,수원,2021-01-19 21:00,-5.8,,,1849
119,수원,2021-01-19 22:00,-5.9,,,1989
119,수원,2021-01-19 23:00,-7.1,,,1836
119,수원,2021-01-20 00:00,-7,,,1803
119,수원,2021-01-20 01:00,-7.3,,,1841
119,수원,2021-01-20 02:00,-8.2,,,1785
119,수원,2021-01-20 03:00,-7.6,,,1780
119,수원,2021-01-20 04:00,-6.8,,,2000
119,수원,2021-01-20 05:00,-7.6,,,1996
119,수원,2021-01-20 06:00,-6.2,,,1950
119,수원,2021-01-20 07:00,-5.1,,,2000
119,수원,2021-01-20 08:00,-4.9,,,2000
119,수원,2021-01-20 09:00,-3.5,,,2000
119,수원,2021-01-20 10:00,-1.8,,,2000
119,수원,2021-01-20 11:00,.4,,,1973
119,수원,2021-01-20 12:00,1.8,,,2000
119,수원,2021-01-20 13:00,4.2,,,1939
119,수원,2021-01-20 14:00,5.8,,,2000
119,수원,2021-01-20 15:00,6.9,,,2000
119,수원,2021-01-20 16:00,7.4,,,1959
119,수원,2021-01-20 17:00,6.1,,,2000
119,수원,2021-01-20 18:00,4.1,,,1866
119,수원,2021-01-20 19:00,2.7,,,1557
119,수원,2021-01-20 20:00,.5,,,1880
119,수원,2021-01-20 21:00,.5,,,1523
119,수원,2021-01-20 22:00,-.2,,,1636
119,수원,2021-01-20 23:00,-.7,,,1847
119,수원,2021-01-21 00:00,.5,,,1766
119,수원,2021-01-21 01:00,.3,,,1858
119,수원,2021-01-21 02:00,2,,,1947
119,수원,2021-01-21 03:00,1.8,,,1831
119,수원,2021-01-21 04:00,2.5,,,1893
119,수원,2021-01-21 05:00,2.4,,,1919
119,수원,2021-01-21 06:00,2.6,,,1988
119,수원,2021-01-21 07:00,2.2,,,1970
119,수원,2021-01-21 08:00,2.7,,,1948
119,수원,2021-01-21 09:00,3.7,,,1755
119,수원,2021-01-21 10:00,5.3,,,1948
119,수원,2021-01-21 11:00,6.3,,,1800
119,수원,2021-01-21 12:00,7.7,,,1755
119,수원,2021-01-21 13:00,8,,,1836
119,수원,2021-01-21 14:00,7.5,,,1348
119,수원,2021-01-21 15:00,5.8,.8,,597
119,수원,2021-01-21 16:00,5.2,,,601
119,수원,2021-01-21 17:00,5,,,483
119,수원,2021-01-21 18:00,4.9,3.7,,303
119,수원,2021-01-21 19:00,4.9,,,300
119,수원,2021-01-21 20:00,5,,,388
119,수원,2021-01-21 21:00,5,3.6,,242
119,수원,2021-01-21 22:00,4.9,,,195
119,수원,2021-01-21 23:00,4.6,,,145
119,수원,2021-01-22 00:00,4.6,1,,218
119,수원,2021-01-22 01:00,4.5,,,333
119,수원,2021-01-22 02:00,4.5,,,177
119,수원,2021-01-22 03:00,4,,,150
119,수원,2021-01-22 04:00,4.4,,,228
119,수원,2021-01-22 05:00,4.1,,,129
119,수원,2021-01-22 06:00,4.6,,,94
119,수원,2021-01-22 07:00,4.8,,,180
119,수원,2021-01-22 08:00,4.6,,,266
119,수원,2021-01-22 09:00,5.1,,,300
119,수원,2021-01-22 10:00,5.6,,,313
119,수원,2021-01-22 11:00,6.2,,,480
119,수원,2021-01-22 12:00,6.7,,,783
119,수원,2021-01-22 13:00,7,,,1600
119,수원,2021-01-22 14:00,7.5,,,1776
119,수원,2021-01-22 15:00,7.2,,,1542
119,수원,2021-01-22 16:00,7.1,,,689
119,수원,2021-01-22 17:00,6.4,,,553
119,수원,2021-01-22 18:00,6.1,,,583
119,수원,2021-01-22 19:00,5.9,,,621
119,수원,2021-01-22 20:00,6.3,,,669
119,수원,2021-01-22 21:00,6,,,536
119,수원,2021-01-22 22:00,6,,,516
119,수원,2021-01-22 23:00,5.6,,,574
119,수원,2021-01-23 00:00,5.5,,,521
119,수원,2021-01-23 01:00,5,,,634
