단지고유번호,필지고유번호,주소,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,단지종류,동수,세대수,사용승인일
41271320414405,4127110100100830000,경기도 안산상록구 일동 83,한샘빌,한샘빌,한샘빌,3,1,8,2020-11-13
41271320314118,4127110100100830001,경기도 안산상록구 일동 83-1,로젠하임,,,3,1,10,2015-04-10
41271320182142,4127110100100830002,경기도 안산상록구 일동 83-2,노블시티,,,3,1,8,2013-08-19
41271320277843,4127110100100830003,경기도 안산상록구 일동 83-3,묵산트윈풍경채,묵산트윈풍경채,묵산트윈풍경채,3,2,24,2013-11-22
41271320136549,4127110100100840000,경기도 안산상록구 일동 84,대한아트빌(84),대한아트빌,대한아트빌,3,1,8,2011-04-21
41271320279085,4127110100100840002,경기도 안산상록구 일동 84-2,현진센스빌A동,현진센스빌 1동,현진센스빌 1동,3,1,8,2013-12-20
41271320278791,4127110100100840003,경기도 안산상록구 일동 84-3,현진센스빌B동,현진센스빌 2동,현진센스빌 2동,3,1,8,2013-12-20
41271320316406,4127110100100840006,경기도 안산상록구 일동 84-6,(84-6),,,3,1,10,2015-04-27
41271320443274,4127110100100840010,경기도 안산상록구 일동 84-10,대현그랑시아4차A동,대현그랑시아,대현그랑시아,3,1,8,2023-03-24
41271320443339,4127110100100840011,경기도 안산상록구 일동 84-11,대현그랑시아4차B동,대현그랑시아,대현그랑시아,3,1,4,2023-03-28
41271312168172,4127110100100850000,경기도 안산상록구 일동 85,인성주택,,,3,1,11,2003-01-24
41271320433929,4127110100100850004,경기도 안산상록구 일동 85-4,은성빌,은성빌,은성빌,3,1,4,2022-04-27
41271320330084,4127110100100850008,경기도 안산상록구 일동 85-8,(85-8),,,3,1,8,2015-12-29
41271320330085,4127110100100850010,경기도 안산상록구 일동 85-10,라이프하우스,,,3,1,16,2015-12-22
41271320299414,4127110100100860000,경기도 안산상록구 일동 86,풍경채,풍경채,풍경채,3,1,8,2014-09-26
41271320141306,4127110100100860001,경기도 안산상록구 일동 86-1,대가팰리스,대가팰리스,대가팰리스,3,1,8,2011-07-27
41271320293241,4127110100100860004,경기도 안산상록구 일동 86-4,모던캐슬,모던캐슬,모던캐슬,3,1,10,2014-06-19
41271320040935,4127110100100860005,경기도 안산상록구 일동 86-5,청록하이츠,청록하이츠,청록하이츠,3,1,6,2006-04-26
41271320438060,4127110100100860013,경기도 안산상록구 일동 86-13,서원럭스빌(86-13),,,3,1,6,2022-07-15
41271320347554,4127110100100860017,경기도 안산상록구 일동 86-17,서원럭스빌,서원럭스빌,서원럭스빌,3,1,8,2017-02-10
41271320349917,4127110100100870002,경기도 안산상록구 일동 87-2,리첸빌(RETCHENVILL),리첸빌,리첸빌,3,1,12,2017-04-20
41271320332122,4127110100100870008,경기도 안산상록구 일동 87-8,서원럭스빌,서원럭스빌,서원럭스빌,3,1,8,2016-02-05
41271320144019,4127110100100870010,경기도 안산상록구 일동 87-10,정상캐슬,정상캐슬,정상캐슬,3,1,8,2011-10-28
41271320331158,4127110100100870014,경기도 안산상록구 일동 87-14,서원럭스빌,서원럭스빌,서원럭스빌,3,1,8,2016-01-06
41271320069289,4127110100100880009,경기도 안산상록구 일동 88-9,삼성쉐르빌(88-9),삼성쉐르빌,삼성쉐르빌,3,1,4,2007-05-30
41271312168173,4127110100100880012,경기도 안산상록구 일동 88-12,(88-12),,,3,1,14,2002-04-17
41271312168174,4127110100100880013,경기도 안산상록구 일동 88-13,도원아트빌,도원아트빌,도원아트빌,3,1,11,2002-04-25
41271320099423,4127110100100890000,경기도 안산상록구 일동 89,대한아트빌(89-0),,,3,1,8,2008-08-22
41271320312055,4127110100100890008,경기도 안산상록구 일동 89-8,다현아트빌,다현아트빌,다현아트빌,3,1,8,2015-01-15
41271320348824,4127110100100890010,경기도 안산상록구 일동 89-10,서원럭스빌B,서원럭스빌,서원럭스빌,3,1,12,2017-03-27
41271320348825,4127110100100890011,경기도 안산상록구 일동 89-11,서원럭스빌A,서원럭스빌,서원럭스빌,3,1,12,2017-03-27
41271320390144,4127110100100900005,경기도 안산상록구 일동 90-5,(90-5),,,3,1,9,2019-06-05
41271312168175,4127110100100900008,경기도 안산상록구 일동 90-8,거산아트빌,,,3,1,8,2002-07-11
41271320091125,4127110100100910005,경기도 안산상록구 일동 91-5,하민하이츠빌,하민하이츠빌라,하민하이츠빌라,3,1,7,2008-05-09
41271320360829,4127110100100910007,경기도 안산상록구 일동 91-7,정은타운(91-7),,,3,1,10,2018-02-13
41271320126697,4127110100100910008,경기도 안산상록구 일동 91-8,묵산킹스빌B,묵산킹스빌B,묵산킹스빌B,3,1,8,2010-04-22
41271320126644,4127110100100910009,경기도 안산상록구 일동 91-9,묵산킹스빌A,묵산킹스빌A,묵산킹스빌A,3,1,4,2010-04-21
41271312168177,4127110100100910011,경기도 안산상록구 일동 91-11,정원빌라A(91-11),정원하이츠,정원하이츠,3,1,8,2002-04-17
41271312168178,4127110100100910012,경기도 안산상록구 일동 91-12,정원빌라B(91-12),정원하이츠,정원하이츠,3,1,8,2002-04-30
41271312168179,4127110100100920002,경기도 안산상록구 일동 92-2,일동하이츠빌라,,,3,1,10,2001-08-28
41271312168180,4127110100100920003,경기도 안산상록구 일동 92-3,대원빌라,,,3,1,19,2001-10-30
41271312168181,4127110100100920005,경기도 안산상록구 일동 92-5,오앤디빌,오앤디빌,오앤디빌,3,1,6,2002-08-26
41271320358157,4127110100100920006,경기도 안산상록구 일동 92-6,엠(M)시티,엠(M)시티,엠(M)시티,3,1,8,2017-11-02
41271312168182,4127110100100920007,경기도 안산상록구 일동 92-7,동현주택,,,3,1,8,2001-05-08
41271320090879,4127110100100920010,경기도 안산상록구 일동 92-10,신화아트빌(92-10),,,3,1,6,2008-04-28
41271320306735,4127110100100970000,경기도 안산상록구 일동 97,정인빌리지,정인빌리지,정인빌리지,3,1,8,2015-01-05
41271320306717,4127110100100970001,경기도 안산상록구 일동 97-1,정인빌리지,정인빌리지,정인빌리지,3,1,8,2015-01-05
41271320167357,4127110100100970002,경기도 안산상록구 일동 97-2,라임하우스A동,라임하우스,라임하우스,3,1,8,2012-12-27
41271320167368,4127110100100970003,경기도 안산상록구 일동 97-3,라임하우스B동,라임하우스B동,라임하우스B동,3,1,8,2012-12-27
41271320293234,4127110100100970004,경기도 안산상록구 일동 97-4,퀸즈팰리스,퀸즈팰리스,퀸즈팰리스,3,1,8,2014-06-20
41271320328870,4127110100100970007,경기도 안산상록구 일동 97-7,대풍아트빌,,,3,1,7,2015-11-18
41271320288253,4127110100100980000,경기도 안산상록구 일동 98,우영캐슬B동,우영캐슬B동,우영캐슬B동,3,1,8,2014-04-30
41271320181859,4127110100100980001,경기도 안산상록구 일동 98-1,신정홈타운,신정홈타운,신정홈타운,3,1,8,2013-08-06
41271320288335,4127110100100980007,경기도 안산상록구 일동 98-7,우영캐슬A동,우영캐슬A동,우영캐슬A동,3,1,8,2014-04-30
41271320285652,4127110100100990004,경기도 안산상록구 일동 99-4,트라움하우스A동,,,3,1,8,2014-02-13
41271320285723,4127110100100990005,경기도 안산상록구 일동 99-5,트라움하우스B동,,,3,1,8,2014-02-13
41271320430667,4127110100100990006,경기도 안산상록구 일동 99-6,(99-6),,,3,1,6,2021-12-07
41271320285899,4127110100101000002,경기도 안산상록구 일동 100-2,시온하우스,,,3,1,8,2014-02-17
41271320432420,4127110100101000003,경기도 안산상록구 일동 100-3,The채움11차,,,3,1,4,2022-02-16
41271320071780,4127110100101010000,경기도 안산상록구 일동 101,신화아트빌,,,3,1,9,2007-08-24
41271320441756,4127110100101010002,경기도 안산상록구 일동 101-2,M포레스트(101-2),M포레스트,M포레스트,3,1,8,2023-01-04
41271312168191,4127110100101010005,경기도 안산상록구 일동 101-5,(101-5),,,3,1,16,2001-03-19
41271312168192,4127110100101010006,경기도 안산상록구 일동 101-6,(101-6),,,3,1,5,2001-12-19
41271320171127,4127110100101010007,경기도 안산상록구 일동 101-7,골든캐슬101동(101-7),골든캐슬,골든캐슬,3,1,8,2013-01-11
41271320171123,4127110100101010008,경기도 안산상록구 일동 101-8,골든캐슬102동(101-8),골든캐슬,골든캐슬,3,1,4,2013-01-11
41271320293232,4127110100101020000,경기도 안산상록구 일동 102,대영맨션,대영맨션,대영맨션,3,1,8,2014-06-19
41271312168193,4127110100101020007,경기도 안산상록구 일동 102-7,(102-7),,,3,1,8,2002-07-03
41271320372551,4127110100101020008,경기도 안산상록구 일동 102-8,더빌,더빌,더빌,3,1,6,2018-06-20
41271320286239,4127110100101020009,경기도 안산상록구 일동 102-9,에코타운A동,에코타운,에코타운,3,1,12,2014-03-05
41271320286254,4127110100101020011,경기도 안산상록구 일동 102-11,에코타운B동,에코타운,에코타운,3,1,12,2014-03-05
41271320360830,4127110100101020012,경기도 안산상록구 일동 102-12,늘봄하우스(102-12),,,3,1,9,2018-02-09
41271320155533,4127110100101020017,경기도 안산상록구 일동 102-17,(102-17)청호나이스빌,,,3,1,7,2012-05-22
41271320140742,4127110100101020019,경기도 안산상록구 일동 102-19,중앙,중앙빌라,중앙빌라,3,1,8,2011-07-07
41271320297537,4127110100101030000,경기도 안산상록구 일동 103,뜨란체(103-0),,,3,1,8,2014-08-28
41271320154753,4127110100101030001,경기도 안산상록구 일동 103-1,(103-1)스타파크,,,3,1,8,2012-05-11
41271320101693,4127110100101030002,경기도 안산상록구 일동 103-2,현영쉐르빌,,,3,1,8,2008-10-22
41271320306242,4127110100101030003,경기도 안산상록구 일동 103-3,크리스탈타운(103-3),크리스탈타운,크리스탈타운,3,1,7,2014-12-18
41271320337384,4127110100101030006,경기도 안산상록구 일동 103-6,(103-6),,,3,1,8,2016-06-08
41271320181360,4127110100101040000,경기도 안산상록구 일동 104,블리스트리행복나무,행복나무,행복나무,3,1,7,2013-07-22
41271320329078,4127110100101040001,경기도 안산상록구 일동 104-1,THELIFEHOUSE(104-1),,,3,1,16,2015-11-27
41271320301530,4127110100101040004,경기도 안산상록구 일동 104-4,서원럭스빌(104-4),,,3,1,8,2014-10-16
41271320162266,4127110100101040005,경기도 안산상록구 일동 104-5,삼성휴하우스(104-5),,,3,1,12,2012-08-16
41271320343428,4127110100101040006,경기도 안산상록구 일동 104-6,(104-6),,,3,1,12,2016-11-01
41271320322859,4127110100101040007,경기도 안산상록구 일동 104-7,트라움하우스B동,,,3,1,8,2015-07-28
41271320322858,4127110100101040008,경기도 안산상록구 일동 104-8,트라움하우스A동,,,3,1,8,2015-07-28
41271320324415,4127110100101050002,경기도 안산상록구 일동 105-2,대풍아트빌A동(105-2),,,3,1,8,2015-09-17
41271320324416,4127110100101050003,경기도 안산상록구 일동 105-3,대풍아트빌B동(105-3),,,3,1,8,2015-09-17
41271320165288,4127110100101050004,경기도 안산상록구 일동 105-4,(105-4),,,3,1,8,2012-11-06
41271312168194,4127110100101050005,경기도 안산상록구 일동 105-5,남영골든빌라(105-5),남영골든빌라,남영골든빌라,3,1,8,2002-06-04
41271312168195,4127110100101060008,경기도 안산상록구 일동 106-8,한성빌라,,,3,1,8,2001-05-02
41271320060195,4127110100101060010,경기도 안산상록구 일동 106-10,삼성쉐르빌,,,3,1,8,2006-12-28
41271320333766,4127110100101080000,경기도 안산상록구 일동 108,로젠하임(108),,,3,1,15,2016-04-04
41271320339441,4127110100101080001,경기도 안산상록구 일동 108-1,스타빌(108-1),,,3,1,8,2016-06-30
41271320339442,4127110100101080002,경기도 안산상록구 일동 108-2,스타빌(108-2),,,3,1,8,2016-06-30
41271320090105,4127110100101080003,경기도 안산상록구 일동 108-3,한가운타운,,,3,1,8,2008-01-28
41271320326760,4127110100101080004,경기도 안산상록구 일동 108-4,굿모닝빌,굿모닝빌,굿모닝빌,3,1,7,2015-10-12
41271312168196,4127110100101080008,경기도 안산상록구 일동 108-8,장미하이츠,,,3,1,10,1996-06-29
41271320343947,4127110100101080009,경기도 안산상록구 일동 108-9,블루밍(108-9),,,3,1,9,2016-11-23
41271320293238,4127110100101080011,경기도 안산상록구 일동 108-11,트라움하우스(108-11),,,3,1,8,2014-06-19
41271320167310,4127110100101080017,경기도 안산상록구 일동 108-17,서원럭스빌(108-17),,,3,1,8,2012-12-27
41271320362542,4127110100101100002,경기도 안산상록구 일동 110-2,The힐하우스(110-2),,,3,1,8,2018-04-11
41271320362543,4127110100101100003,경기도 안산상록구 일동 110-3,The힐하우스(110-3),,The 힐하우스,3,1,8,2018-04-11
41271312168197,4127110100101100004,경기도 안산상록구 일동 110-4,동림하이츠,,,3,1,11,1997-03-07
41271320375953,4127110100101100007,경기도 안산상록구 일동 110-7,일동센트럴빌,센트럴빌,,3,1,8,2018-10-17
41271320171529,4127110100101100012,경기도 안산상록구 일동 110-12,서원럭스빌비동,,,3,1,8,2013-01-24
41271320171524,4127110100101100013,경기도 안산상록구 일동 110-13,서원럭스빌에이동,,,3,1,8,2013-01-24
41271320174816,4127110100101110003,경기도 안산상록구 일동 111-3,퀸즈팰리스,퀸즈팰리스,퀸즈팰리스,3,1,8,2013-04-24
41271320171840,4127110100101120000,경기도 안산상록구 일동 112,유엔캐슬A동,유엔캐슬A동,유엔캐슬A동,3,1,8,2013-02-16
41271320171836,4127110100101120001,경기도 안산상록구 일동 112-1,유엔캐슬B동,유엔캐슬B동,유엔캐슬B동,3,1,4,2013-02-16
41271320158837,4127110100101120002,경기도 안산상록구 일동 112-2,골든캐슬(112-2),골든캐슬,골든캐슬,3,1,8,2012-06-14
41271320162106,4127110100101120003,경기도 안산상록구 일동 112-3,골든캐슬(112-3),골든캐슬,골든캐슬,3,1,4,2012-08-06
41271320143228,4127110100101130002,경기도 안산상록구 일동 113-2,모닝하이츠빌,모닝하이츠빌,모닝하이츠빌,3,1,8,2011-10-10
41271320372321,4127110100101130012,경기도 안산상록구 일동 113-12,정은타운,정은타운,,3,1,10,2018-06-22
41271320383414,4127110100101130013,경기도 안산상록구 일동 113-13,LOOK,LOOK,LOOK,3,1,10,2019-01-16
41271320313437,4127110100101140000,경기도 안산상록구 일동 114,호암빌리지(114),,,3,1,8,2015-03-13
41271320313469,4127110100101140001,경기도 안산상록구 일동 114-1,호암빌리지(114-1),,,3,1,8,2015-03-13
41271320347056,4127110100101140003,경기도 안산상록구 일동 114-3,더빌(THEVILL),더빌,더빌,3,1,12,2017-01-19
41271320152969,4127110100101140004,경기도 안산상록구 일동 114-4,서원럭스빌,서원럭스빌,서원럭스빌,3,1,12,2012-04-23
41271320145473,4127110100101140005,경기도 안산상록구 일동 114-5,정원에버빌(114-5),정원에버빌,정원에버빌,3,1,8,2011-11-11
41271320121495,4127110100101140006,경기도 안산상록구 일동 114-6,(114-6),,,3,1,7,2009-08-03
41271312168198,4127110100101140009,경기도 안산상록구 일동 114-9,(114-9),,,3,1,3,1997-03-03
41271320358345,4127110100101140010,경기도 안산상록구 일동 114-10,로얄팰리스,로얄팰리스,,3,1,6,2017-11-29
41271312168199,4127110100101180003,경기도 안산상록구 일동 118-3,(118-3),,,3,1,13,2002-07-25
41271320092615,4127110100101210000,경기도 안산상록구 일동 121,애시안,애시안빌,애시안빌,3,1,8,2008-05-21
41271320290884,4127110100101210002,경기도 안산상록구 일동 121-2,남영빌리지,남영빌리지 가동,,3,1,8,2014-05-27
41271320290867,4127110100101210003,경기도 안산상록구 일동 121-3,남영빌리지,남영빌리지 나동,,3,1,8,2014-05-27
41271312168200,4127110100101210004,경기도 안산상록구 일동 121-4,(121-4),,,3,1,10,2002-05-14
41271320161979,4127110100101220006,경기도 안산상록구 일동 122-6,(122-6),,,3,1,8,2012-07-24
41271320090306,4127110100101220007,경기도 안산상록구 일동 122-7,현대빌라(122-7),현대빌라,현대빌라,3,1,7,2008-02-28
41271320091332,4127110100101220010,경기도 안산상록구 일동 122-10,하늘미소,,,3,1,4,2008-05-14
41271320275897,4127110100101220018,경기도 안산상록구 일동 122-18,우주그린빌,우주그린빌,우주그린빌,3,1,7,2013-10-30
41271320442996,4127110100101230000,경기도 안산상록구 일동 123,더프라임,더프라임,더프라임,3,1,8,2023-03-08
41271320288293,4127110100101230003,경기도 안산상록구 일동 123-3,우주그린빌2차,우주그린빌2차,우주그린빌2차,3,1,8,2014-04-30
41271320332123,4127110100101230004,경기도 안산상록구 일동 123-4,나경캐슬(123-4),,,3,1,8,2016-02-05
41271320340034,4127110100101230007,경기도 안산상록구 일동 123-7,라온제나,라온제나,라온제나,3,1,8,2016-07-14
41271320346866,4127110100101230008,경기도 안산상록구 일동 123-8,라온제나Ⅱ(RAONJENA),라온제나2,라온제나2,3,1,8,2017-01-17
41271320414434,4127110100101230009,경기도 안산상록구 일동 123-9,RAONPARKVIEW,RAON PARK VIEW,RAON PARK VIEW,3,1,8,2020-11-17
41271320319656,4127110100101240005,경기도 안산상록구 일동 124-5,우주그린빌,우주빌라,우주빌라,3,1,8,2015-06-01
41271312168202,4127110100101260000,경기도 안산상록구 일동 126,정우테크빌,정우테크빌,정우테크빌,3,1,10,2001-11-02
41271320116780,4127110100101260001,경기도 안산상록구 일동 126-1,묵산퍼스트빌B,묵산퍼스트빌B동,묵산퍼스트빌B동,3,1,8,2009-04-26
41271320116781,4127110100101260003,경기도 안산상록구 일동 126-3,묵산퍼스트빌A,묵산퍼스트빌A동,묵산퍼스트빌A동,3,1,8,2009-04-24
41271320442782,4127110100101260007,경기도 안산상록구 일동 126-7,에코마운트빌,,,3,1,6,2023-02-22
41271320174622,4127110100101260009,경기도 안산상록구 일동 126-9,TRHOUSE(126-9),,,3,1,16,2013-04-17
41271320374350,4127110100101260011,경기도 안산상록구 일동 126-11,정은타운,정은타운,,3,1,11,2018-08-22
41271320287049,4127110100101260013,경기도 안산상록구 일동 126-13,동광빌리지,,,3,1,8,2014-04-03
41271320154582,4127110100101260014,경기도 안산상록구 일동 126-14,(126-14),,,3,1,6,1997-04-23
41271320147055,4127110100101260016,경기도 안산상록구 일동 126-16,스마트빌,스마트빌,스마트빌,3,1,8,2011-12-20
41271320331681,4127110100101260018,경기도 안산상록구 일동 126-18,동튼파란빌,동튼파란빌,동튼파란빌,3,1,8,2016-01-25
41271320338771,4127110100101270000,경기도 안산상록구 일동 127,서원럭스빌,서원럭스빌,서원럭스빌,3,1,8,2016-06-22
41271320276290,4127110100101270001,경기도 안산상록구 일동 127-1,시온빌리지,,,3,1,8,2013-11-06
41271312168203,4127110100101270002,경기도 안산상록구 일동 127-2,한국플러스빌,,,3,1,7,2002-05-07
41271320069290,4127110100101270003,경기도 안산상록구 일동 127-3,삼성쉐르빌(127-3),삼성쉐르빌,삼성쉐르빌,3,1,8,2007-05-30
41271320090507,4127110100101270005,경기도 안산상록구 일동 127-5,명성맨션,명성맨션,명성맨션,3,1,6,2008-03-19
41271320451963,4127110100101270006,경기도 안산상록구 일동 127-6,산들하임,산들하임,,3,1,9,2024-07-12
41271320277619,4127110100101270010,경기도 안산상록구 일동 127-10,애플하우스,애플하우스,애플하우스,3,1,8,2013-11-21
41271320142343,4127110100101270012,경기도 안산상록구 일동 127-12,대용아트빌(127-12),대용아트빌,대용아트빌,3,1,8,2011-09-19
41271312168204,4127110100101290001,경기도 안산상록구 일동 129-1,에덴빌라,,,3,1,8,2002-12-03
41271312168205,4127110100101290002,경기도 안산상록구 일동 129-2,(129-2),,,3,1,2,2000-07-28
41271320300033,4127110100101290004,경기도 안산상록구 일동 129-4,나경캐슬(129-4),,,3,1,8,2014-10-08
41271320301542,4127110100101290006,경기도 안산상록구 일동 129-6,나경캐슬(129-6),,,3,1,8,2014-10-20
41271312168207,4127110100101290009,경기도 안산상록구 일동 129-9,대흥빌라,대흥빌라,대흥빌라,3,1,8,2002-03-19
41271320334348,4127110100105330001,경기도 안산상록구 일동 533-1,호암빌리지(533-1),,,3,1,12,2016-04-05
41271320346603,4127110100105330002,경기도 안산상록구 일동 533-2,일동포레스트,,,3,1,8,2017-01-12
41271320276279,4127110100105330003,경기도 안산상록구 일동 533-3,우리가,,,3,1,13,2013-11-05
41271320131308,4127110100105330005,경기도 안산상록구 일동 533-5,그랜드캐슬,,,3,1,8,2010-09-09
41271312168209,4127110100105340000,경기도 안산상록구 일동 534,정우파크뷰,정우파크뷰,정우파크뷰,3,1,10,2004-09-16
41271320092616,4127110100105340001,경기도 안산상록구 일동 534-1,대경산마을15차,대경산마을,대경산마을,3,1,4,2008-05-23
41271320072028,4127110100105340003,경기도 안산상록구 일동 534-3,대풍아트빌7차,대풍빌라,대풍빌라,3,1,8,2007-09-19
41271320071949,4127110100105340004,경기도 안산상록구 일동 534-4,대경마로니에14차(534-4),대경마로니에14차,대경마로니에14차,3,1,8,2007-09-07
41271312168210,4127110100105340005,경기도 안산상록구 일동 534-5,창원빌라(534-5),창원빌라,창원빌라,3,1,9,2002-05-21
41271312168211,4127110100105340006,경기도 안산상록구 일동 534-6,창원빌라(534-6),창원빌라,창원빌라,3,1,9,2002-06-04
41271320321216,4127110100105350000,경기도 안산상록구 일동 535,크리스탈타운,크리스탈타운,크리스탈타운,3,1,4,2015-06-15
41271320071950,4127110100105350001,경기도 안산상록구 일동 535-1,대경마로니에13차(535-1),대경마로니에13차,대경마로니에13차,3,1,8,2007-09-07
41271312168212,4127110100105350002,경기도 안산상록구 일동 535-2,호암아트빌(535-2),호암아트빌,호암아트빌,3,1,9,2001-11-14
41271320050994,4127110100105350003,경기도 안산상록구 일동 535-3,대경마로니에,대경 마로니에,대경 마로니에,3,1,8,2006-08-09
41271312168213,4127110100105350004,경기도 안산상록구 일동 535-4,창원빌라(535-4),창원빌라,창원빌라,3,1,8,2001-08-23
41271320143762,4127110100105350005,경기도 안산상록구 일동 535-5,성호빌라트,성호빌라트,성호빌라트,3,1,8,2011-10-19
41271312168214,4127110100105350008,경기도 안산상록구 일동 535-8,남영골든빌라(535-8),남영골든빌라,남영골든빌라,3,1,8,2001-11-13
41271320442558,4127110100105350009,경기도 안산상록구 일동 535-9,스타빌(535-9),,,3,1,7,2023-02-10
41271320096860,4127110100105350010,경기도 안산상록구 일동 535-10,(535-10),,,3,1,8,1999-07-10
41271312168216,4127110100105360001,경기도 안산상록구 일동 536-1,하나아트빌,하나아트빌,하나아트빌,3,1,8,2003-01-17
41271312168217,4127110100105360002,경기도 안산상록구 일동 536-2,(536-2),,,3,1,10,1996-08-31
41271320334938,4127110100105360004,경기도 안산상록구 일동 536-4,모아빌(536-4),,,3,1,9,2016-04-21
41271320349251,4127110100105360005,경기도 안산상록구 일동 536-5,동하팰리스,,,3,1,7,2017-04-13
41271312168218,4127110100105360008,경기도 안산상록구 일동 536-8,진웅테마빌,진웅테마빌,진웅테마빌,3,1,8,2003-01-18
41271312168219,4127110100105360009,경기도 안산상록구 일동 536-9,대경그린빌,대경그린빌,대경그린빌,3,1,10,2001-07-21
41271312168220,4127110100105360010,경기도 안산상록구 일동 536-10,원아트빌,,,3,1,9,1996-04-01
41271312168221,4127110100105360012,경기도 안산상록구 일동 536-12,(536-12),,,3,1,7,2000-02-12
41271320179270,4127110100105360013,경기도 안산상록구 일동 536-13,성호빌라트,,,3,1,7,2013-06-12
41271312168222,4127110100105360014,경기도 안산상록구 일동 536-14,(536-14),,,3,1,7,1997-11-21
41271312168223,4127110100105370003,경기도 안산상록구 일동 537-3,명성아트빌,명성아트빌,명성아트빌,3,1,8,2001-11-16
41271312168224,4127110100105370005,경기도 안산상록구 일동 537-5,진아하이츠빌라(537-5),진아하이츠빌라,진아하이츠빌라,3,1,10,2001-09-06
41271312168225,4127110100105370006,경기도 안산상록구 일동 537-6,진아하이츠빌라(537-6),진아하이츠빌라,진아하이츠빌라,3,1,10,2001-09-06
41271312168226,4127110100105370008,경기도 안산상록구 일동 537-8,건영하이츠빌,건영하이츠빌,건영하이츠빌,3,1,10,2002-02-22
41271320415207,4127110100105380000,경기도 안산상록구 일동 538,서원럭스빌(A동),서원럭스빌,서원럭스빌,3,1,8,2020-12-21
41271320432334,4127110100105380002,경기도 안산상록구 일동 538-2,더힐성호B,,,3,1,8,2022-02-14
41271320432335,4127110100105380003,경기도 안산상록구 일동 538-3,더힐성호A,,,3,1,8,2022-02-14
41271320131070,4127110100105380004,경기도 안산상록구 일동 538-4,대경마로니에,대경마로니에,대경마로니에,3,1,8,2010-09-06
41271312168227,4127110100105380005,경기도 안산상록구 일동 538-5,청보아너스빌,,,3,1,8,2002-04-06
41271320325477,4127110100105380006,경기도 안산상록구 일동 538-6,제이빌딩,제이빌딩,제이빌딩,3,1,6,2015-09-11
41271320416879,4127110100105380009,경기도 안산상록구 일동 538-9,성호에코빌(B동),,,3,1,8,2021-02-01
41271320416880,4127110100105380010,경기도 안산상록구 일동 538-10,성호에코빌(A동),,,3,1,8,2021-02-01
41271320415208,4127110100105380011,경기도 안산상록구 일동 538-11,서원럭스빌(B동),서원럭스빌,서원럭스빌,3,1,8,2020-12-21
41271312168229,4127110100105390000,경기도 안산상록구 일동 539,정인빌라,,,3,1,10,2001-09-24
41271312168230,4127110100105390001,경기도 안산상록구 일동 539-1,삼성빌,,,3,1,8,2001-08-24
41271312168231,4127110100105390003,경기도 안산상록구 일동 539-3,아산빌라,,,3,1,8,2001-07-24
41271312168232,4127110100105390007,경기도 안산상록구 일동 539-7,(539-7),,,3,1,14,2001-07-02
41271320143229,4127110100105390008,경기도 안산상록구 일동 539-8,성원빌(539-8),,,3,1,8,2011-10-07
41271320449616,4127110100105400000,경기도 안산상록구 일동 540,샤인캐슬,샤인캐슬,샤인캐슬,3,1,8,2024-01-03
41271312168233,4127110100105400001,경기도 안산상록구 일동 540-1,일동행복빌라,,,3,1,10,2002-05-03
41271312168234,4127110100105400002,경기도 안산상록구 일동 540-2,명진하이츠빌,명진하이츠빌,명진하이츠빌,3,1,8,2002-04-03
41271312168235,4127110100105400003,경기도 안산상록구 일동 540-3,(540-3),,,3,1,8,2002-09-24
41271320090615,4127110100105400004,경기도 안산상록구 일동 540-4,한국벨루스빌2차,한국벨루스빌,한국벨루스빌,3,1,8,2008-03-27
41271312168236,4127110100105410000,경기도 안산상록구 일동 541,진성맨션,,,3,1,10,2003-03-03
41271320150416,4127110100105410001,경기도 안산상록구 일동 541-1,정원에버빌,정원에버빌,정원에버빌,3,1,8,2012-03-05
41271320090924,4127110100105410002,경기도 안산상록구 일동 541-2,삼익아트빌1차,삼익아트빌,삼익아트빌,3,1,8,2008-05-02
41271312168237,4127110100105410003,경기도 안산상록구 일동 541-3,명진하이츠빌,,,3,1,8,2003-04-04
41271320054473,4127110100105410004,경기도 안산상록구 일동 541-4,삼호그린빌,,,3,1,8,2006-08-21
41271320020710,4127110100105410005,경기도 안산상록구 일동 541-5,대영세르빌,,,3,1,7,2005-08-29
41271312168238,4127110100105410006,경기도 안산상록구 일동 541-6,명진하이츠빌B,,,3,1,8,2003-01-06
41271312168239,4127110100105410007,경기도 안산상록구 일동 541-7,명진하이츠빌A,,,3,1,7,2003-01-06
41271320180092,4127110100105410010,경기도 안산상록구 일동 541-10,삼원,,,3,1,9,2013-06-13
41271320122241,4127110100105410011,경기도 안산상록구 일동 541-11,예가빌리지,,,3,1,8,2009-10-14
41271320417560,4127110100105410012,경기도 안산상록구 일동 541-12,글로리빌,,,3,1,4,2021-03-03
41271312168240,4127110100105420000,경기도 안산상록구 일동 542,창선하이츠빌라(542-0),창선하이츠빌라,창선하이츠빌라,3,1,10,2001-12-14
41271312168241,4127110100105420001,경기도 안산상록구 일동 542-1,창선하이츠빌라(542-1),창선하이츠빌라,창선하이츠빌라,3,1,10,2001-12-14
41271320161059,4127110100105420002,경기도 안산상록구 일동 542-2,다원하우스,다원하우스,다원하우스,3,1,8,2012-07-02
41271320049734,4127110100105420003,경기도 안산상록구 일동 542-3,삼성쉐르빌,,,3,1,8,2006-07-14
41271312168242,4127110100105420004,경기도 안산상록구 일동 542-4,(542-4),,,3,1,7,2004-05-17
